; "SupportedThreads",24,"UsedThreads",24,"TotalMemory",270383394816,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1496838955,"CurrentTimeLocal","Wed Jun  7 14:35:55 2017","Hostname","c01n02"
; "Time_ContextCreate [ms]", 0.000143
; "Time_ContextDestroy [ms]", 5.1e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]"
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",2401,0,0,6,46,"Success",0.000481,0.056705,0.054072,0.000811,0.015216,0.016391,0.000332,0.001316,0.14565,9608,0,9604
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",2401,0,0,7,46,"Success",0.00039,0.056479,0.053499,0.000804,0.01524,0.016337,0.000329,0.001362,0.144769,9608,0,9604
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",2401,0,0,8,46,"Success",0.000393,0.061629,0.053889,0.000827,0.015249,0.016445,0.000328,0.001437,0.150527,9608,0,9604
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",2401,0,0,9,46,"Success",0.000395,0.056325,0.054024,0.00084,0.015166,0.016325,0.000327,0.001367,0.145095,9608,0,9604
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",2401,0,0,10,46,"Success",0.000476,0.056685,0.054075,0.000844,0.015236,0.016305,0.000323,0.001341,0.145619,9608,0,9604
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",2401,0,0,11,46,"Success",0.000474,0.056828,0.053995,0.000849,0.015222,0.016396,0.000345,0.001346,0.145787,9608,0,9604
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",3125,0,0,0,38,"Warmup",0.000561,0.099814,0.089825,0.001131,0.022621,0.022351,0.000583,0.001873,0.239162,12504,0,12500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",3125,0,0,1,38,"Warmup",0.000641,0.081999,0.084084,0.001047,0.020525,0.021763,0.00046,0.00172,0.212593,12504,0,12500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",3125,0,0,2,38,"Success",0.000495,0.079257,0.075277,0.001006,0.020111,0.021694,0.000488,0.001708,0.200368,12504,0,12500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",3125,0,0,3,38,"Success",0.000422,0.077946,0.075534,0.000948,0.02021,0.021591,0.000473,0.001567,0.199028,12504,0,12500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",3125,0,0,4,38,"Success",0.000451,0.077741,0.075217,0.000952,0.020146,0.021614,0.000489,0.001577,0.198529,12504,0,12500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",3125,0,0,5,38,"Success",0.000528,0.077646,0.08037,0.001023,0.020269,0.021668,0.000487,0.001551,0.203879,12504,0,12500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",3125,0,0,6,38,"Success",0.000513,0.077917,0.075091,0.000981,0.020128,0.021662,0.000477,0.001534,0.198652,12504,0,12500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",3125,0,0,7,38,"Success",0.00041,0.07732,0.07438,0.000933,0.020032,0.021611,0.000509,0.001516,0.197059,12504,0,12500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",3125,0,0,8,38,"Success",0.000426,0.077123,0.074996,0.000974,0.02012,0.021639,0.000501,0.001549,0.197665,12504,0,12500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",3125,0,0,9,38,"Success",0.000516,0.077341,0.079592,0.001016,0.020254,0.021693,0.000482,0.001524,0.202763,12504,0,12500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",3125,0,0,10,38,"Success",0.000422,0.077195,0.075316,0.000931,0.020043,0.021655,0.000493,0.001597,0.197992,12504,0,12500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",3125,0,0,11,38,"Success",0.000411,0.076935,0.075062,0.000951,0.020122,0.02159,0.000491,0.001556,0.197465,12504,0,12500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",6561,0,0,0,28,"Warmup",0.000558,0.208277,0.191462,0.004187,0.056695,0.057525,0.001533,0.002415,0.523096,26248,0,26244
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",6561,0,0,1,28,"Warmup",0.00058,0.181842,0.172449,0.00217,0.050457,0.056956,0.001504,0.002154,0.468505,26248,0,26244
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",6561,0,0,2,28,"Success",0.000486,0.174722,0.170072,0.002138,0.050281,0.056995,0.001507,0.002139,0.458719,26248,0,26244
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",6561,0,0,3,28,"Success",0.000543,0.177083,0.169473,0.002193,0.05031,0.056886,0.00151,0.002103,0.460447,26248,0,26244
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",6561,0,0,4,28,"Success",0.000532,0.173274,0.168974,0.002163,0.050128,0.056935,0.001504,0.002018,0.455874,26248,0,26244
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",6561,0,0,5,28,"Success",0.000535,0.173245,0.16888,0.00216,0.050319,0.056795,0.001508,0.002037,0.455825,26248,0,26244
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",6561,0,0,6,28,"Success",0.000538,0.173538,0.16901,0.002098,0.050132,0.063263,0.001532,0.002184,0.462642,26248,0,26244
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",6561,0,0,7,28,"Success",0.000557,0.172982,0.169042,0.002173,0.050185,0.056839,0.001517,0.002064,0.455703,26248,0,26244
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",6561,0,0,8,28,"Success",0.000413,0.172518,0.168428,0.00207,0.0565,0.056729,0.001547,0.002117,0.460676,26248,0,26244
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",6561,0,0,9,28,"Success",0.000545,0.173745,0.168904,0.002116,0.050148,0.056833,0.001522,0.002047,0.456222,26248,0,26244
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",6561,0,0,10,28,"Success",0.000416,0.172374,0.168619,0.002109,0.056821,0.056805,0.001537,0.002175,0.461205,26248,0,26244
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",6561,0,0,11,28,"Success",0.00048,0.173505,0.168658,0.002102,0.050058,0.056895,0.001497,0.002031,0.455583,26248,0,26244
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",15625,0,0,0,39,"Warmup",0.000803,0.466488,0.445347,0.008874,0.146686,0.143143,0.00408,0.002245,1.218165,62504,0,62500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",15625,0,0,1,39,"Warmup",0.000447,0.416066,0.406572,0.005584,0.123394,0.142764,0.003959,0.002006,1.10119,62504,0,62500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",15625,0,0,2,39,"Success",0.000501,0.413305,0.406662,0.005724,0.123687,0.149641,0.003969,0.002165,1.106032,62504,0,62500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",15625,0,0,3,39,"Success",0.000539,0.408665,0.406535,0.005639,0.130534,0.142815,0.004039,0.002147,1.101296,62504,0,62500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",15625,0,0,4,39,"Success",0.000485,0.408013,0.411382,0.005535,0.12315,0.14275,0.00396,0.001925,1.097583,62504,0,62500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",15625,0,0,5,39,"Success",0.000529,0.408388,0.40948,0.005547,0.123115,0.142769,0.003908,0.001961,1.096068,62504,0,62500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",15625,0,0,6,39,"Success",0.00053,0.412981,0.40567,0.005571,0.123168,0.142836,0.003927,0.001993,1.097059,62504,0,62500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",15625,0,0,7,39,"Success",0.000522,0.412721,0.404464,0.005536,0.123254,0.142794,0.003929,0.0019,1.095493,62504,0,62500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",15625,0,0,8,39,"Success",0.000554,0.408997,0.404782,0.005575,0.123255,0.149688,0.004039,0.002179,1.099442,62504,0,62500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",15625,0,0,9,39,"Success",0.000524,0.407643,0.411401,0.00545,0.123437,0.142842,0.003948,0.0021,1.097734,62504,0,62500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",15625,0,0,10,39,"Success",0.000513,0.408664,0.410736,0.00553,0.123364,0.142791,0.003939,0.001874,1.097805,62504,0,62500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",15625,0,0,11,39,"Success",0.000511,0.406883,0.408606,0.00551,0.123321,0.142915,0.003927,0.001897,1.093956,62504,0,62500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",16807,0,0,0,47,"Warmup",0.000709,0.48066,0.484152,0.012114,0.164187,0.152134,0.004346,0.002332,1.301073,67232,0,67228
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",16807,0,0,1,47,"Warmup",0.000448,0.431682,0.425589,0.005641,0.136277,0.151612,0.004303,0.002049,1.158011,67232,0,67228
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",16807,0,0,2,47,"Success",0.000469,0.426875,0.424211,0.005595,0.140387,0.151562,0.004308,0.002045,1.155846,67232,0,67228
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",16807,0,0,3,47,"Success",0.000358,0.426783,0.427063,0.005551,0.135956,0.151618,0.004291,0.002069,1.154061,67232,0,67228
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",16807,0,0,4,47,"Success",0.000456,0.42685,0.42922,0.005556,0.136185,0.151648,0.004262,0.002052,1.156607,67232,0,67228
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",16807,0,0,5,47,"Success",0.000459,0.431947,0.423418,0.005597,0.136139,0.151613,0.00426,0.001993,1.15578,67232,0,67228
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",16807,0,0,6,47,"Success",0.000485,0.43063,0.423339,0.005709,0.136179,0.156964,0.004326,0.002013,1.160009,67232,0,67228
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",16807,0,0,7,47,"Success",0.000485,0.425737,0.428914,0.005565,0.135985,0.151587,0.004267,0.001945,1.15487,67232,0,67228
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",16807,0,0,8,47,"Success",0.00048,0.425475,0.429045,0.005628,0.136108,0.151742,0.00428,0.001955,1.15508,67232,0,67228
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",16807,0,0,9,47,"Success",0.000477,0.429443,0.423635,0.005574,0.13611,0.151753,0.004259,0.001967,1.153586,67232,0,67228
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",16807,0,0,10,47,"Success",0.000379,0.431648,0.423397,0.005551,0.136107,0.157115,0.004306,0.001921,1.160785,67232,0,67228
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",16807,0,0,11,47,"Success",0.000359,0.423979,0.424237,0.005632,0.139927,0.151751,0.004281,0.002068,1.15261,67232,0,67228
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",19683,0,0,0,29,"Warmup",0.000521,0.561078,0.54446,0.016878,0.19631,0.204233,0.005331,0.002732,1.532003,78736,0,78732
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",19683,0,0,1,29,"Warmup",0.000518,0.529136,0.562213,0.006679,0.177292,0.204129,0.0052,0.002473,1.488051,78736,0,78732
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",19683,0,0,2,29,"Success",0.000508,0.533491,0.530963,0.006726,0.177065,0.204233,0.005178,0.002612,1.461167,78736,0,78732
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",19683,0,0,3,29,"Success",0.000504,0.532621,0.525506,0.006725,0.177108,0.204008,0.005204,0.002438,1.454485,78736,0,78732
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",19683,0,0,4,29,"Success",0.000484,0.528272,0.529648,0.006659,0.177809,0.204407,0.00519,0.002507,1.455346,78736,0,78732
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",19683,0,0,5,29,"Success",0.000485,0.532509,0.525759,0.006642,0.177256,0.208185,0.005261,0.002627,1.4591,78736,0,78732
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",19683,0,0,6,29,"Success",0.000485,0.527785,0.531467,0.006721,0.177207,0.203873,0.005195,0.002432,1.455545,78736,0,78732
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",19683,0,0,7,29,"Success",0.000483,0.537559,0.526576,0.006732,0.176835,0.208692,0.005239,0.002582,1.465073,78736,0,78732
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",19683,0,0,8,29,"Success",0.000487,0.527765,0.53037,0.006791,0.177077,0.203731,0.005126,0.00244,1.454164,78736,0,78732
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",19683,0,0,9,29,"Success",0.000441,0.532486,0.524616,0.006719,0.177637,0.207128,0.005238,0.002507,1.457159,78736,0,78732
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",19683,0,0,10,29,"Success",0.000472,0.527657,0.53036,0.006721,0.177151,0.203925,0.005166,0.002504,1.454338,78736,0,78732
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",19683,0,0,11,29,"Success",0.000385,0.531834,0.525698,0.006674,0.181054,0.204237,0.005242,0.002554,1.458069,78736,0,78732
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",59049,0,0,0,30,"Warmup",0.000782,1.645269,1.640197,0.039882,0.671939,0.68723,0.015694,0.00287,4.704362,236200,0,236196
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",59049,0,0,1,30,"Warmup",0.000619,1.539901,1.607932,0.02893,0.619642,0.689801,0.015333,0.002704,4.505312,236200,0,236196
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",59049,0,0,2,30,"Success",0.000571,1.545,1.601372,0.032691,0.620097,0.6911,0.01542,0.002717,4.509404,236200,0,236196
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",59049,0,0,3,30,"Success",0.000491,1.544313,1.602946,0.029082,0.624033,0.686332,0.015364,0.002654,4.505644,236200,0,236196
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",59049,0,0,4,30,"Success",0.000542,1.538522,1.600257,0.028866,0.619799,0.688258,0.015396,0.002669,4.494718,236200,0,236196
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",59049,0,0,5,30,"Success",0.000607,1.545449,1.599916,0.029154,0.622768,0.687681,0.015358,0.002721,4.504078,236200,0,236196
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",59049,0,0,6,30,"Success",0.000537,1.53977,1.601371,0.029038,0.623629,0.685683,0.015365,0.002743,4.498549,236200,0,236196
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",59049,0,0,7,30,"Success",0.000556,1.537336,1.600132,0.02904,0.620212,0.694793,0.015387,0.00281,4.500681,236200,0,236196
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",59049,0,0,8,30,"Success",0.000552,1.5403,1.603821,0.029182,0.622881,0.69052,0.015357,0.002756,4.505778,236200,0,236196
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",59049,0,0,9,30,"Success",0.000563,1.537039,1.598252,0.029347,0.622592,0.687251,0.01536,0.002836,4.493667,236200,0,236196
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",59049,0,0,10,30,"Success",0.000578,1.541254,1.600416,0.0291,0.619602,0.689211,0.01535,0.002749,4.49867,236200,0,236196
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",59049,0,0,11,30,"Success",0.000481,1.538901,1.595748,0.029124,0.622904,0.689596,0.015301,0.00277,4.495237,236200,0,236196
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",78125,0,0,0,40,"Warmup",0.000832,2.134747,2.10476,0.054563,0.869076,0.870558,0.021419,0.002756,6.059211,312504,0,312500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",78125,0,0,1,40,"Warmup",0.00061,2.007883,2.066781,0.035293,0.789454,0.873766,0.021168,0.002484,5.797864,312504,0,312500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",78125,0,0,2,40,"Success",0.000494,2.001493,2.067449,0.035205,0.785948,0.87125,0.021289,0.002402,5.785966,312504,0,312500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",78125,0,0,3,40,"Success",0.000579,2.008192,2.066346,0.035345,0.786342,0.869342,0.025284,0.002515,5.794347,312504,0,312500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",78125,0,0,4,40,"Success",0.000567,2.00412,2.063693,0.035091,0.788587,0.869537,0.021111,0.002374,5.785502,312504,0,312500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",78125,0,0,5,40,"Success",0.000591,2.002046,2.064684,0.035218,0.789079,0.867726,0.021105,0.002412,5.783258,312504,0,312500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",78125,0,0,6,40,"Success",0.000584,2.004784,2.061085,0.035282,0.786533,0.868511,0.021128,0.002555,5.780853,312504,0,312500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",78125,0,0,7,40,"Success",0.000486,2.011568,2.067561,0.035274,0.782823,0.872008,0.021105,0.002392,5.793641,312504,0,312500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",78125,0,0,8,40,"Success",0.000503,2.005236,2.06619,0.035195,0.782114,0.87376,0.021172,0.002487,5.787083,312504,0,312500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",78125,0,0,9,40,"Success",0.000539,2.003746,2.067274,0.035301,0.78234,0.872657,0.021153,0.002441,5.785873,312504,0,312500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",78125,0,0,10,40,"Success",0.000464,2.004206,2.071271,0.035709,0.781937,0.873556,0.02118,0.002534,5.791283,312504,0,312500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",78125,0,0,11,40,"Success",0.000486,2.004032,2.067207,0.035232,0.78277,0.874006,0.021263,0.00239,5.787807,312504,0,312500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",117649,0,0,0,48,"Warmup",0.000767,3.163557,3.076275,0.066078,1.420012,1.451413,0.034583,0.002503,9.215614,470600,0,470596
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",117649,0,0,1,48,"Warmup",0.000514,3.016476,3.016923,0.038257,1.292259,1.451479,0.039301,0.002385,8.857983,470600,0,470596
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",117649,0,0,2,48,"Success",0.000518,3.013516,3.014609,0.038153,1.291812,1.453296,0.0346,0.002286,8.849179,470600,0,470596
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",117649,0,0,3,48,"Success",0.000483,3.016368,3.011634,0.038136,1.292668,1.457303,0.034536,0.002335,8.853851,470600,0,470596
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",117649,0,0,4,48,"Success",0.000474,3.016154,3.012418,0.038125,1.291649,1.457873,0.034456,0.002337,8.853885,470600,0,470596
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",117649,0,0,5,48,"Success",0.000462,3.015482,3.012733,0.038091,1.291269,1.453929,0.034465,0.002285,8.849117,470600,0,470596
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",117649,0,0,6,48,"Success",0.000479,3.012601,3.010974,0.038107,1.293525,1.449505,0.034465,0.002278,8.842348,470600,0,470596
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",117649,0,0,7,48,"Success",0.000461,3.011565,3.011239,0.038327,1.293389,1.449745,0.03464,0.002253,8.842004,470600,0,470596
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",117649,0,0,8,48,"Success",0.000555,3.011545,3.008048,0.038174,1.29387,1.449597,0.034411,0.002189,8.838763,470600,0,470596
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",117649,0,0,9,48,"Success",0.000495,3.009548,3.010267,0.038125,1.292791,1.450207,0.034439,0.00221,8.838477,470600,0,470596
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",117649,0,0,10,48,"Success",0.000529,3.019508,3.010062,0.038171,1.29027,1.449886,0.034504,0.002312,8.845618,470600,0,470596
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",117649,0,0,11,48,"Success",0.000522,3.01349,3.010251,0.038055,1.299345,1.449927,0.034611,0.002251,8.848835,470600,0,470596
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",177147,0,0,0,31,"Warmup",0.000609,4.761552,4.742335,0.134841,2.196137,2.21483,0.05798,0.00324,14.112041,708592,0,708588
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",177147,0,0,1,31,"Warmup",0.000531,4.601521,4.66812,0.076154,2.128214,2.216587,0.058092,0.003168,13.752842,708592,0,708588
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",177147,0,0,2,31,"Success",0.000591,4.603918,4.666874,0.07633,2.126098,2.215951,0.060927,0.003179,13.754318,708592,0,708588
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",177147,0,0,3,31,"Success",0.000589,4.603024,4.661762,0.077415,2.126607,2.21811,0.058352,0.003121,13.749437,708592,0,708588
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",177147,0,0,4,31,"Success",0.000577,4.606833,4.665072,0.076239,2.126463,2.217039,0.058084,0.003008,13.753763,708592,0,708588
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",177147,0,0,5,31,"Success",0.000523,4.607511,4.664985,0.077105,2.125867,2.214366,0.057648,0.003073,13.751509,708592,0,708588
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",177147,0,0,6,31,"Success",0.000521,4.605924,4.668184,0.078396,2.124252,2.214013,0.058005,0.003027,13.752758,708592,0,708588
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",177147,0,0,7,31,"Success",0.000642,4.602184,4.667927,0.076311,2.12336,2.213553,0.058274,0.003065,13.745765,708592,0,708588
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",177147,0,0,8,31,"Success",0.000526,4.603976,4.668546,0.076677,2.12243,2.213522,0.057776,0.003073,13.747007,708592,0,708588
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",177147,0,0,9,31,"Success",0.000525,4.60352,4.663876,0.076386,2.126033,2.214286,0.058197,0.003017,13.746321,708592,0,708588
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",177147,0,0,10,31,"Success",0.000506,4.599792,4.66494,0.076,2.124626,2.213838,0.058036,0.003316,13.741526,708592,0,708588
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",177147,0,0,11,31,"Success",0.000549,4.607073,4.669172,0.077273,2.126702,2.213536,0.057916,0.003255,13.755954,708592,0,708588
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",390625,0,0,0,41,"Warmup",0.000672,10.368193,10.302692,0.241211,5.054985,4.877969,0.170167,0.003325,31.019813,1562504,0,1562500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",390625,0,0,1,41,"Warmup",0.00065,10.04728,10.094218,0.225843,4.638227,4.874237,0.168379,0.003126,30.052491,1562504,0,1562500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",390625,0,0,2,41,"Success",0.000556,10.046914,10.09598,0.223568,4.643468,4.874295,0.172682,0.00311,30.061133,1562504,0,1562500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",390625,0,0,3,41,"Success",0.00055,10.046561,10.094573,0.24345,4.636356,4.876124,0.168102,0.002989,30.069315,1562504,0,1562500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",390625,0,0,4,41,"Success",0.000576,10.049595,10.098175,0.224111,4.63633,4.875883,0.168028,0.003084,30.056362,1562504,0,1562500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",390625,0,0,5,41,"Success",0.000546,10.054662,10.092514,0.221122,4.635978,4.871477,0.168762,0.002991,30.048585,1562504,0,1562500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",390625,0,0,6,41,"Success",0.000572,10.036343,10.082304,0.224516,4.638278,4.874687,0.168719,0.00293,30.028907,1562504,0,1562500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",390625,0,0,7,41,"Success",0.00057,10.034227,10.08521,0.220248,4.634824,4.871575,0.170798,0.002927,30.020915,1562504,0,1562500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",390625,0,0,8,41,"Success",0.000629,10.037043,10.084332,0.240357,4.633024,4.872306,0.167992,0.00299,30.039218,1562504,0,1562500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",390625,0,0,9,41,"Success",0.000538,10.04199,10.083278,0.223205,4.638013,4.871583,0.168202,0.002852,30.030219,1562504,0,1562500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",390625,0,0,10,41,"Success",0.000608,10.03975,10.092056,0.221796,4.635503,4.871456,0.168259,0.00292,30.032892,1562504,0,1562500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",390625,0,0,11,41,"Success",0.000546,10.033123,10.089152,0.223238,4.637582,4.870682,0.172458,0.00293,30.030272,1562504,0,1562500
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",531441,0,0,0,32,"Warmup",0.000597,14.09825,14.146247,0.408011,7.053287,7.145335,0.2381,0.004319,43.094799,2125768,0,2125764
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",531441,0,0,1,32,"Warmup",0.000522,13.895132,13.915042,0.318553,6.912313,7.144221,0.239351,0.003815,42.429604,2125768,0,2125764
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",531441,0,0,2,32,"Success",0.000461,13.876772,13.916172,0.329036,6.908731,7.143099,0.232803,0.003724,42.411409,2125768,0,2125764
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",531441,0,0,3,32,"Success",0.000493,13.947772,13.935279,0.317943,6.905109,7.143355,0.238064,0.00383,42.492478,2125768,0,2125764
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",531441,0,0,4,32,"Success",0.00053,13.844771,13.895576,0.329334,6.901812,7.131036,0.234288,0.004044,42.341997,2125768,0,2125764
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",531441,0,0,5,32,"Success",0.000536,13.841455,13.889337,0.319958,6.898629,7.131997,0.233213,0.00359,42.31931,2125768,0,2125764
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",531441,0,0,6,32,"Success",0.000536,13.842554,13.888175,0.318967,6.894414,7.126752,0.237373,0.003778,42.313158,2125768,0,2125764
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",531441,0,0,7,32,"Success",0.000528,13.849359,13.891679,0.332977,6.891142,7.129901,0.234742,0.003719,42.334669,2125768,0,2125764
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",531441,0,0,8,32,"Success",0.0005,13.843101,13.891877,0.320379,6.895719,7.134186,0.233821,0.003844,42.324049,2125768,0,2125764
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",531441,0,0,9,32,"Success",0.000535,13.86265,13.886104,0.322532,6.888841,7.135804,0.235753,0.003777,42.336598,2125768,0,2125764
"Fftw_mklwrapper","Inplace","Real","float",1,"radix357",531441,0,0,10,32,"Success",0.0005,13.848677,13.89213,0.323195,6.894743,7.1305,0.232863,0.003807,42.327034,2125768,0,2125764
