; "SupportedThreads",24,"UsedThreads",24,"TotalMemory",270383394816,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1496840385,"CurrentTimeLocal","Wed Jun  7 14:59:45 2017","Hostname","c01n12"
; "Time_ContextCreate [ms]", 0.000156
; "Time_ContextDestroy [ms]", 4.8e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]"
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",125,0,0,8,36,"Success",0.00045,0.005483,0.004338,0.000147,0.000557,0.000572,8.4e-05,0.001259,0.013215,1000,0,1000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",125,0,0,9,36,"Success",0.000452,0.005393,0.004241,0.000155,0.000549,0.000581,8.4e-05,0.001265,0.013047,1000,0,1000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",125,0,0,10,36,"Success",0.000483,0.005762,0.004361,0.000144,0.000548,0.000586,9e-05,0.001268,0.01358,1000,0,1000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",125,0,0,11,36,"Success",0.000324,0.005205,0.004291,0.000128,0.000513,0.000571,8.1e-05,0.001264,0.012702,1000,0,1000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",243,0,0,0,25,"Warmup",0.000478,0.017814,0.015008,0.000318,0.00307,0.003102,0.000206,0.00314,0.04362,1944,0,1944
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",243,0,0,1,25,"Warmup",0.000464,0.015074,0.013297,0.000245,0.001109,0.001151,8.3e-05,0.001403,0.033182,1944,0,1944
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",243,0,0,2,25,"Success",0.000479,0.014911,0.013205,0.000236,0.001056,0.001049,7.8e-05,0.001329,0.032674,1944,0,1944
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",243,0,0,3,25,"Success",0.000483,0.014775,0.013231,0.000241,0.001,0.001055,7.4e-05,0.001349,0.032535,1944,0,1944
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",243,0,0,4,25,"Success",0.000449,0.014819,0.013204,0.000234,0.001001,0.001044,7.4e-05,0.001317,0.032479,1944,0,1944
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",243,0,0,5,25,"Success",0.000481,0.014658,0.013179,0.000252,0.000996,0.001045,7.4e-05,0.001336,0.032347,1944,0,1944
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",243,0,0,6,25,"Success",0.000319,0.014497,0.013063,0.000221,0.00097,0.001018,7.8e-05,0.001315,0.031808,1944,0,1944
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",243,0,0,7,25,"Success",0.000324,0.018519,0.01311,0.00025,0.000977,0.001121,7.6e-05,0.001318,0.036025,1944,0,1944
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",243,0,0,8,25,"Success",0.000322,0.014506,0.013077,0.000246,0.000971,0.00102,7.9e-05,0.001329,0.031878,1944,0,1944
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",243,0,0,9,25,"Success",0.000331,0.01439,0.013071,0.000232,0.000959,0.001029,7.6e-05,0.001328,0.031743,1944,0,1944
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",243,0,0,10,25,"Success",0.000327,0.014414,0.01305,0.000243,0.000966,0.001018,7.8e-05,0.001334,0.031751,1944,0,1944
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",243,0,0,11,25,"Success",0.000326,0.014445,0.013043,0.000235,0.000965,0.001022,7.6e-05,0.001306,0.031746,1944,0,1944
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",343,0,0,0,45,"Warmup",0.000562,0.022011,0.018249,0.000479,0.003477,0.003605,0.000315,0.00271,0.051887,2744,0,2744
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",343,0,0,1,45,"Warmup",0.000511,0.020163,0.017717,0.000335,0.001268,0.001418,0.00012,0.001223,0.043105,2744,0,2744
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",343,0,0,2,45,"Success",0.000491,0.019965,0.017515,0.000293,0.001291,0.001305,0.000113,0.001147,0.042441,2744,0,2744
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",343,0,0,3,45,"Success",0.000465,0.019795,0.017458,0.000304,0.001264,0.001292,0.000106,0.001144,0.042148,2744,0,2744
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",343,0,0,4,45,"Success",0.000451,0.019632,0.017398,0.000303,0.001245,0.00125,0.000105,0.001154,0.041854,2744,0,2744
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",343,0,0,5,45,"Success",0.000325,0.019398,0.0174,0.000293,0.001158,0.001227,0.000104,0.001147,0.041377,2744,0,2744
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",343,0,0,6,45,"Success",0.000323,0.01925,0.017367,0.000283,0.001121,0.001199,0.000105,0.001149,0.04112,2744,0,2744
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",343,0,0,7,45,"Success",0.000333,0.019225,0.01737,0.000281,0.001164,0.00121,0.000111,0.001142,0.041163,2744,0,2744
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",343,0,0,8,45,"Success",0.000324,0.019229,0.017436,0.000282,0.001127,0.00121,0.000106,0.00115,0.041184,2744,0,2744
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",343,0,0,9,45,"Success",0.00033,0.019184,0.017384,0.000293,0.001133,0.001205,0.000105,0.00114,0.041098,2744,0,2744
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",343,0,0,10,45,"Success",0.000316,0.019217,0.017408,0.00027,0.001147,0.001205,0.000105,0.001153,0.04115,2744,0,2744
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",343,0,0,11,45,"Success",0.000333,0.024381,0.017416,0.000313,0.00115,0.001318,0.000113,0.001149,0.046504,2744,0,2744
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",625,0,0,0,37,"Warmup",0.000655,0.033813,0.029704,0.000667,0.005729,0.006188,0.010397,0.001713,0.089336,5000,0,5000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",625,0,0,1,37,"Warmup",0.000454,0.031906,0.029389,0.000497,0.00216,0.002274,0.00024,0.001349,0.068613,5000,0,5000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",625,0,0,2,37,"Success",0.000437,0.032335,0.029176,0.000494,0.002166,0.002255,0.000231,0.001384,0.068831,5000,0,5000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",625,0,0,3,37,"Success",0.000407,0.031786,0.029078,0.000446,0.002106,0.002151,0.00024,0.001281,0.067841,5000,0,5000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",625,0,0,4,37,"Success",0.000382,0.031715,0.029086,0.000448,0.002123,0.002155,0.000221,0.001268,0.067721,5000,0,5000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",625,0,0,5,37,"Success",0.000387,0.031677,0.028999,0.000449,0.002088,0.002207,0.000238,0.001266,0.067646,5000,0,5000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",625,0,0,6,37,"Success",0.000386,0.031676,0.029103,0.000446,0.002093,0.002202,0.000236,0.00124,0.067724,5000,0,5000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",625,0,0,7,37,"Success",0.00038,0.03165,0.029047,0.000454,0.002061,0.002202,0.000226,0.001282,0.067622,5000,0,5000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",625,0,0,8,37,"Success",0.000354,0.031468,0.029138,0.000455,0.002052,0.002181,0.000236,0.001246,0.067452,5000,0,5000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",625,0,0,9,37,"Success",0.000383,0.031767,0.029048,0.000458,0.002046,0.002173,0.000227,0.001271,0.067699,5000,0,5000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",625,0,0,10,37,"Success",0.000466,0.031851,0.029094,0.000433,0.002106,0.002169,0.000252,0.001273,0.067995,5000,0,5000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",625,0,0,11,37,"Success",0.000392,0.031667,0.029071,0.000458,0.002034,0.002151,0.000223,0.001277,0.067599,5000,0,5000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",729,0,0,0,26,"Warmup",0.000491,0.043592,0.036577,0.000601,0.007987,0.016126,0.000325,0.001667,0.107786,5832,0,5832
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",729,0,0,1,26,"Warmup",0.000514,0.038123,0.035448,0.000513,0.00285,0.002988,0.00026,0.001485,0.082514,5832,0,5832
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",729,0,0,2,26,"Success",0.000451,0.037714,0.035019,0.000512,0.002827,0.002936,0.000288,0.001457,0.081542,5832,0,5832
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",729,0,0,3,26,"Success",0.000475,0.037136,0.034921,0.000528,0.002736,0.002916,0.000277,0.001438,0.080766,5832,0,5832
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",729,0,0,4,26,"Success",0.000489,0.037038,0.034916,0.000521,0.002705,0.002884,0.000256,0.001464,0.080612,5832,0,5832
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",729,0,0,5,26,"Success",0.000469,0.037177,0.034615,0.000517,0.002716,0.002869,0.000262,0.001461,0.080428,5832,0,5832
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",729,0,0,6,26,"Success",0.000308,0.036802,0.034821,0.000495,0.002678,0.002845,0.000276,0.001456,0.080005,5832,0,5832
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",729,0,0,7,26,"Success",0.000306,0.036827,0.038968,0.000526,0.002731,0.002896,0.000263,0.001477,0.084315,5832,0,5832
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",729,0,0,8,26,"Success",0.000311,0.036882,0.034858,0.00051,0.00269,0.00286,0.000273,0.001443,0.080149,5832,0,5832
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",729,0,0,9,26,"Success",0.000312,0.036717,0.034858,0.000518,0.002685,0.002842,0.000268,0.001449,0.079975,5832,0,5832
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",729,0,0,10,26,"Success",0.00031,0.036731,0.034826,0.000502,0.002745,0.002861,0.000243,0.001451,0.079987,5832,0,5832
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",729,0,0,11,26,"Success",0.000311,0.036708,0.0348,0.000517,0.002681,0.002858,0.000241,0.001455,0.079891,5832,0,5832
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",2187,0,0,0,27,"Warmup",0.000572,0.078915,0.070614,0.001576,0.243831,0.02544,0.002673,0.007717,0.431746,17496,0,17496
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",2187,0,0,1,27,"Warmup",0.000538,0.077712,0.069007,0.008137,0.023527,0.02156,0.002251,0.006652,0.209781,17496,0,17496
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",2187,0,0,2,27,"Success",0.000452,0.07497,0.067556,0.001745,0.023478,0.022532,0.002137,0.00698,0.200216,17496,0,17496
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",2187,0,0,3,27,"Success",0.000399,0.073718,0.067279,0.001975,0.02574,0.021563,0.002093,0.007323,0.200426,17496,0,17496
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",2187,0,0,4,27,"Success",0.00042,0.073139,0.067226,0.001749,0.025352,0.02214,0.00211,0.007438,0.199919,17496,0,17496
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",2187,0,0,5,27,"Success",0.000421,0.073487,0.073042,0.001782,0.023989,0.022609,0.002213,0.007582,0.205455,17496,0,17496
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",2187,0,0,6,27,"Success",0.000428,0.073295,0.067067,0.002223,0.024509,0.022792,0.002369,0.00709,0.200096,17496,0,17496
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",2187,0,0,7,27,"Success",0.000424,0.072521,0.067039,0.001804,0.024336,0.023957,0.002292,0.007423,0.200119,17496,0,17496
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",2187,0,0,8,27,"Success",0.00042,0.072883,0.067139,0.001808,0.025404,0.023333,0.002202,0.006913,0.200417,17496,0,17496
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",2187,0,0,9,27,"Success",0.000429,0.076441,0.067165,0.002468,0.024935,0.022234,0.002244,0.006888,0.20313,17496,0,17496
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",2187,0,0,10,27,"Success",0.000431,0.072875,0.06713,0.001845,0.022888,0.020773,0.002337,0.007323,0.195924,17496,0,17496
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",2187,0,0,11,27,"Success",0.000439,0.072662,0.067248,0.002385,0.024157,0.021209,0.002072,0.007089,0.197584,17496,0,17496
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",2401,0,0,0,46,"Warmup",0.000505,0.076496,0.068592,0.001918,0.058291,0.020307,0.002345,0.004127,0.232974,19208,0,19208
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",2401,0,0,1,46,"Warmup",0.000513,0.075377,0.069108,0.002366,0.0195,0.016907,0.002986,0.003878,0.191036,19208,0,19208
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",2401,0,0,2,46,"Success",0.000481,0.073885,0.068629,0.002929,0.019185,0.018198,0.002978,0.004217,0.190883,19208,0,19208
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",2401,0,0,3,46,"Success",0.000452,0.073671,0.074124,0.002786,0.019191,0.017883,0.002877,0.00441,0.195741,19208,0,19208
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",2401,0,0,4,46,"Success",0.000483,0.073237,0.068374,0.003081,0.018709,0.017805,0.003211,0.004502,0.18973,19208,0,19208
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",2401,0,0,5,46,"Success",0.000443,0.073153,0.068233,0.003362,0.01871,0.018716,0.002928,0.004367,0.190287,19208,0,19208
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",2401,0,0,6,46,"Success",0.000322,0.072644,0.068262,0.002992,0.01854,0.019255,0.002465,0.004257,0.189069,19208,0,19208
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",2401,0,0,7,46,"Success",0.000321,0.072045,0.073487,0.002451,0.017998,0.017429,0.002336,0.0042,0.190652,19208,0,19208
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",2401,0,0,8,46,"Success",0.000416,0.073092,0.068241,0.002678,0.018332,0.017988,0.003181,0.004165,0.188412,19208,0,19208
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",2401,0,0,9,46,"Success",0.000422,0.072561,0.067986,0.003159,0.019,0.018238,0.002392,0.003791,0.187927,19208,0,19208
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",2401,0,0,10,46,"Success",0.000299,0.071984,0.067807,0.00243,0.018324,0.017711,0.003067,0.004055,0.18607,19208,0,19208
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",2401,0,0,11,46,"Success",0.000299,0.07229,0.074552,0.003005,0.01819,0.018958,0.003027,0.003995,0.194711,19208,0,19208
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",3125,0,0,0,38,"Warmup",0.00051,0.107979,0.100845,0.002186,0.058489,0.026799,0.004167,0.006649,0.308033,25000,0,25000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",3125,0,0,1,38,"Warmup",0.000441,0.100967,0.096267,0.005091,0.026602,0.027673,0.003947,0.006631,0.267966,25000,0,25000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",3125,0,0,2,38,"Success",0.000457,0.100598,0.095803,0.004976,0.029012,0.026594,0.003161,0.00643,0.267444,25000,0,25000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",3125,0,0,3,38,"Success",0.000488,0.100213,0.095567,0.006425,0.027656,0.026288,0.003914,0.006606,0.26757,25000,0,25000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",3125,0,0,4,38,"Success",0.000302,0.099358,0.094819,0.00492,0.027835,0.027113,0.003755,0.006198,0.264688,25000,0,25000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",3125,0,0,5,38,"Success",0.000479,0.100175,0.094777,0.005093,0.028136,0.026643,0.004243,0.006415,0.266344,25000,0,25000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",3125,0,0,6,38,"Success",0.000334,0.098697,0.094823,0.004872,0.164701,0.090504,0.004319,0.006002,0.464644,25000,0,25000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",3125,0,0,7,38,"Success",0.00052,0.100363,0.10104,0.005318,0.074918,0.035402,0.003998,0.006928,0.328866,25000,0,25000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",3125,0,0,8,38,"Success",0.000442,0.10088,0.095325,0.004123,0.028993,0.02743,0.003917,0.006866,0.268299,25000,0,25000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",3125,0,0,9,38,"Success",0.00032,0.099055,0.094797,0.004698,0.028545,0.026866,0.004201,0.006884,0.265747,25000,0,25000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",3125,0,0,10,38,"Success",0.000309,0.102692,0.094953,0.00534,0.02691,0.025888,0.004236,0.006811,0.26746,25000,0,25000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",3125,0,0,11,38,"Success",0.00044,0.09947,0.094985,0.005452,0.026549,0.027281,0.004074,0.006807,0.265431,25000,0,25000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",6561,0,0,0,28,"Warmup",0.000462,0.023017,0.01641,0.004325,0.060373,0.029784,0.006462,0.0051,0.14639,52488,0,52488
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",6561,0,0,1,28,"Warmup",0.000599,0.018239,0.015797,0.008143,0.030245,0.029978,0.005243,0.004649,0.113279,52488,0,52488
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",6561,0,0,2,28,"Success",0.0005,0.017507,0.015641,0.007072,0.032825,0.028919,0.006148,0.004998,0.113944,52488,0,52488
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",6561,0,0,3,28,"Success",0.000452,0.01837,0.015494,0.007066,0.029369,0.02981,0.006575,0.004924,0.112416,52488,0,52488
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",6561,0,0,4,28,"Success",0.000498,0.017912,0.015407,0.007709,0.029504,0.027279,0.007724,0.005181,0.11154,52488,0,52488
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",6561,0,0,5,28,"Success",0.00051,0.017611,0.015583,0.007095,0.029169,0.028926,0.005575,0.005161,0.109981,52488,0,52488
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",6561,0,0,6,28,"Success",0.000488,0.01714,0.015458,0.007718,0.03012,0.029245,0.005542,0.005169,0.111205,52488,0,52488
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",6561,0,0,7,28,"Success",0.000492,0.017318,0.015844,0.006902,0.029022,0.031084,0.005514,0.005252,0.111825,52488,0,52488
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",6561,0,0,8,28,"Success",0.00048,0.017006,0.015404,0.007377,0.030198,0.028251,0.005282,0.005286,0.109605,52488,0,52488
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",6561,0,0,9,28,"Success",0.000459,0.017262,0.015429,0.006484,0.030228,0.029024,0.004806,0.004959,0.108972,52488,0,52488
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",6561,0,0,10,28,"Success",0.00046,0.016992,0.015491,0.011462,0.028335,0.028593,0.00638,0.005424,0.113455,52488,0,52488
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",6561,0,0,11,28,"Success",0.000471,0.017419,0.015962,0.007772,0.029393,0.029842,0.004791,0.004607,0.110652,52488,0,52488
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",15625,0,0,0,39,"Warmup",0.000495,0.03125,0.025318,0.01018,0.083301,0.0586,0.016588,0.005197,0.231356,125000,0,125000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",15625,0,0,1,39,"Warmup",0.000573,0.026758,0.022314,0.020243,0.051185,0.057439,0.015052,0.004998,0.198959,125000,0,125000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",15625,0,0,2,39,"Success",0.000472,0.025471,0.021853,0.016388,0.050295,0.046702,0.016873,0.005503,0.183982,125000,0,125000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",15625,0,0,3,39,"Success",0.00041,0.024456,0.021628,0.018405,0.065177,0.044752,0.016708,0.005078,0.19699,125000,0,125000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",15625,0,0,4,39,"Success",0.000443,0.025193,0.02138,0.017825,0.058246,0.052612,0.016211,0.004775,0.197021,125000,0,125000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",15625,0,0,5,39,"Success",0.00049,0.024368,0.02089,0.016549,0.04764,0.052395,0.015801,0.005149,0.183624,125000,0,125000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",15625,0,0,6,39,"Success",0.000477,0.025048,0.020912,0.019581,0.058894,0.053893,0.016747,0.004758,0.200637,125000,0,125000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",15625,0,0,7,39,"Success",0.000469,0.02568,0.020628,0.018243,0.057904,0.055261,0.016463,0.005167,0.200179,125000,0,125000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",15625,0,0,8,39,"Success",0.000458,0.025066,0.021385,0.019083,0.047227,0.053078,0.015444,0.004942,0.187017,125000,0,125000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",15625,0,0,9,39,"Success",0.000459,0.025122,0.020778,0.018853,0.058965,0.056578,0.016281,0.004909,0.202284,125000,0,125000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",15625,0,0,10,39,"Success",0.00046,0.025396,0.026157,0.017012,0.048322,0.05471,0.014821,0.00478,0.191998,125000,0,125000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",15625,0,0,11,39,"Success",0.00046,0.025189,0.021169,0.017325,0.056775,0.055803,0.016247,0.004983,0.19828,125000,0,125000
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",16807,0,0,0,47,"Warmup",0.000486,0.054247,0.041835,0.010717,0.088111,0.058178,0.015705,0.006165,0.27587,134456,0,134456
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",16807,0,0,1,47,"Warmup",0.000397,0.044873,0.039005,0.016862,0.055343,0.054329,0.014877,0.005112,0.231181,134456,0,134456
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",16807,0,0,2,47,"Success",0.000403,0.043123,0.03861,0.015809,0.053965,0.054179,0.014828,0.005506,0.226762,134456,0,134456
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",16807,0,0,3,47,"Success",0.000432,0.043692,0.038598,0.016296,0.056185,0.053916,0.015216,0.00508,0.229758,134456,0,134456
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",16807,0,0,4,47,"Success",0.000351,0.042945,0.038889,0.01603,0.055107,0.052567,0.014276,0.005124,0.225615,134456,0,134456
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",16807,0,0,5,47,"Success",0.000347,0.042116,0.038065,0.016131,0.054826,0.056706,0.01338,0.005298,0.2272,134456,0,134456
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",16807,0,0,6,47,"Success",0.000439,0.042983,0.038343,0.01506,0.056197,0.054201,0.014598,0.005463,0.227623,134456,0,134456
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",16807,0,0,7,47,"Success",0.00031,0.041994,0.038173,0.013972,0.055385,0.052919,0.01355,0.005163,0.221795,134456,0,134456
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",16807,0,0,8,47,"Success",0.000331,0.041805,0.038092,0.014848,0.056349,0.054949,0.013947,0.005005,0.225654,134456,0,134456
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",16807,0,0,9,47,"Success",0.000321,0.045519,0.038222,0.01612,0.055045,0.054785,0.015244,0.005414,0.230999,134456,0,134456
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",16807,0,0,10,47,"Success",0.00044,0.042406,0.037795,0.01641,0.055806,0.055626,0.014634,0.005599,0.229047,134456,0,134456
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",16807,0,0,11,47,"Success",0.000321,0.041652,0.037839,0.01479,0.055203,0.053925,0.014708,0.004976,0.223745,134456,0,134456
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",19683,0,0,0,29,"Warmup",0.000593,0.04478,0.035492,0.016092,0.084958,0.059328,0.019511,0.006973,0.268155,157464,0,157464
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",19683,0,0,1,29,"Warmup",0.000502,0.036947,0.032974,0.018233,0.060974,0.054783,0.019559,0.007059,0.231401,157464,0,157464
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",19683,0,0,2,29,"Success",0.000544,0.035539,0.031944,0.01966,0.060937,0.058024,0.018594,0.006915,0.232529,157464,0,157464
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",19683,0,0,3,29,"Success",0.000497,0.034905,0.031742,0.017845,0.065544,0.055998,0.019371,0.006466,0.232698,157464,0,157464
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",19683,0,0,4,29,"Success",0.000517,0.035373,0.031576,0.019901,0.060295,0.055947,0.017817,0.006747,0.228504,157464,0,157464
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",19683,0,0,5,29,"Success",0.000498,0.034915,0.0316,0.017602,0.061218,0.055475,0.017798,0.007073,0.226517,157464,0,157464
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",19683,0,0,6,29,"Success",0.000308,0.033679,0.03122,0.017807,0.061188,0.059657,0.018608,0.007292,0.230093,157464,0,157464
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",19683,0,0,7,29,"Success",0.000466,0.034933,0.031294,0.018055,0.060098,0.055359,0.017804,0.00732,0.225677,157464,0,157464
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",19683,0,0,8,29,"Success",0.000468,0.034684,0.031331,0.018617,0.062759,0.056897,0.018276,0.007243,0.230628,157464,0,157464
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",19683,0,0,9,29,"Success",0.00048,0.03411,0.03146,0.018172,0.060856,0.059655,0.017882,0.007591,0.230537,157464,0,157464
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",19683,0,0,10,29,"Success",0.00052,0.035121,0.031294,0.01738,0.060375,0.05649,0.018769,0.007083,0.227382,157464,0,157464
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",19683,0,0,11,29,"Success",0.000421,0.0339,0.031629,0.017658,0.060712,0.055752,0.01936,0.00683,0.226595,157464,0,157464
"Fftw_mklwrapper","Inplace","Complex","float",1,"radix357",59049,0,0,0,30,"Warmup",0.000562,0.050794,0.041643,0.037026,0.162058,0.136522,0.057171,0.004721,0.490951,472392,0,472392
