; "SupportedThreads",24,"UsedThreads",24,"TotalMemory",67309764608,"PlanFlags","FFTW_MEASURE","FftwTimeLimit [s]","None"
; "Time_ContextCreate [ms]", 0.000367
; "Time_ContextDestroy [ms]", 0.001065
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","success","0","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","ID"
"Fftw","Inplace","Complex","float",3,"oddshape",3,3,3,0,"Success",0,0.000233,24.459,24.3897,0.00016,0.038492,0.016265,0.000201,0.011585,48.917,216,0,216,28
"Fftw","Inplace","Complex","float",3,"oddshape",3,3,3,1,"Success",0,0.000239,24.2878,24.1516,0.000161,0.039851,0.015379,0.000204,0.010536,48.5072,216,0,216,28
"Fftw","Inplace","Complex","float",3,"oddshape",3,3,3,2,"Success",0,0.000216,24.3127,24.0695,0.000161,0.019271,0.01711,0.000203,0.012027,48.4326,216,0,216,28
"Fftw","Inplace","Complex","float",3,"oddshape",3,3,3,3,"Success",0,0.000245,24.3157,24.1558,0.000159,0.021549,0.017964,0.000194,0.016035,48.5294,216,0,216,28
"Fftw","Inplace","Complex","float",3,"oddshape",3,3,3,4,"Success",0,0.000237,23.8645,24.4517,0.000155,0.018424,0.015649,0.000198,0.012333,48.3649,216,0,216,28
"Fftw","Inplace","Complex","float",3,"oddshape",3,3,9,0,"Success",0,0.000228,40.4087,40.1939,0.000198,0.019987,0.016724,0.000358,0.022664,80.6644,648,0,648,29
"Fftw","Inplace","Complex","float",3,"oddshape",3,3,9,1,"Success",0,0.000232,40.4381,39.8468,0.000185,0.019455,0.016049,0.000377,0.021103,80.344,648,0,648,29
"Fftw","Inplace","Complex","float",3,"oddshape",3,3,9,2,"Success",0,0.000234,40.3941,39.8829,0.000194,0.019059,0.016446,0.000349,0.021008,80.3358,648,0,648,29
"Fftw","Inplace","Complex","float",3,"oddshape",3,3,9,3,"Success",0,0.000244,40.2051,39.7951,0.00019,0.021627,0.017184,0.000479,0.02226,80.0637,648,0,648,29
"Fftw","Inplace","Complex","float",3,"oddshape",3,3,9,4,"Success",0,0.000359,40.1751,40.0537,0.000194,0.01744,0.016036,0.000375,0.017879,80.2826,648,0,648,29
