; "SupportedThreads",40,"UsedThreads",40,"TotalMemory",540486615040,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1496380152,"CurrentTimeLocal","Fri Jun  2 07:09:12 2017","Hostname","r02n11"
"Fftw","Inplace","Complex","float",2,"oddshape",19,361,0,3,69,"Success",0.000375,225.994473,225.973259,0.01037,0.087635,0.083547,0.010401,0.115047,452.275806,54872,0,54872
"Fftw","Inplace","Complex","float",2,"oddshape",19,361,0,4,69,"Success",0.000356,226.816474,227.696059,0.011471,0.091283,0.082179,0.010406,0.106971,454.816025,54872,0,54872
"Fftw","Inplace","Complex","float",2,"oddshape",19,361,0,5,69,"Success",0.000371,228.281682,227.875438,0.010899,0.090188,0.08188,0.010761,0.104605,456.456771,54872,0,54872
"Fftw","Inplace","Complex","float",2,"oddshape",19,361,0,6,69,"Success",0.000325,231.384545,228.563917,0.011006,0.093262,0.0808,0.010484,0.108013,460.253089,54872,0,54872
"Fftw","Inplace","Complex","float",2,"oddshape",19,361,0,7,69,"Success",0.000398,226.339545,229.142302,0.011543,0.09056,0.088263,0.010262,0.112733,455.796173,54872,0,54872
"Fftw","Inplace","Complex","float",2,"oddshape",19,361,0,8,69,"Success",0.000349,227.868719,236.022932,0.01119,0.091277,0.084397,0.010884,0.120162,464.210699,54872,0,54872
"Fftw","Inplace","Complex","float",2,"oddshape",19,361,0,9,69,"Success",0.000379,225.946339,229.656517,0.011562,0.094115,0.083145,0.009937,0.109245,455.911974,54872,0,54872
"Fftw","Inplace","Complex","float",2,"oddshape",19,361,0,10,69,"Success",0.000387,224.600325,226.764738,0.011541,0.090824,0.080115,0.009848,0.109015,451.667488,54872,0,54872
"Fftw","Inplace","Complex","float",2,"oddshape",19,361,0,11,69,"Success",0.0003,226.51442,230.461505,0.010827,0.09085,0.081133,0.010989,0.111688,457.28238,54872,0,54872
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,0,70,"Warmup",0.000538,1032.262069,1042.889965,0.09104,0.417804,0.239061,0.183202,0.313297,2076.397665,1042568,0,1042568
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,1,70,"Warmup",0.000353,1258.513406,1038.105042,0.091306,0.382198,0.231517,0.187307,0.313828,2297.825732,1042568,0,1042568
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,2,70,"Success",0.000429,1052.754419,1025.987228,0.091418,0.401449,0.251904,0.182283,0.302836,2079.972605,1042568,0,1042568
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,3,70,"Success",0.000377,1036.907661,1029.691994,0.091146,0.536502,0.239725,0.190458,0.33191,2067.99039,1042568,0,1042568
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,4,70,"Success",0.000332,1042.918094,1042.717393,0.09191,0.340849,0.230503,0.193897,0.339404,2086.833266,1042568,0,1042568
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,5,70,"Success",0.000354,1013.464679,1027.777267,0.08901,0.395406,0.228536,0.179023,0.276115,2042.411057,1042568,0,1042568
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,6,70,"Success",0.000337,1009.745748,999.874687,0.088945,0.417726,0.236376,0.188372,0.3097,2010.862567,1042568,0,1042568
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,7,70,"Success",0.000397,1005.367662,992.457904,0.089052,0.41031,0.229312,0.195482,0.307404,1999.058291,1042568,0,1042568
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,8,70,"Success",0.000379,1002.696873,1010.314054,0.088691,0.495198,0.231038,0.199784,0.287526,2014.314107,1042568,0,1042568
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,9,70,"Success",0.000334,1011.250974,1043.85252,0.089515,0.323661,0.228424,0.192935,0.305687,2056.244775,1042568,0,1042568
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,10,70,"Success",0.000337,1010.605344,1040.152772,0.091101,0.532639,0.233496,0.193047,0.319308,2052.128787,1042568,0,1042568
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,11,70,"Success",0.000444,1016.370145,1018.369275,0.090562,0.374109,0.230252,0.189678,0.282744,2035.907864,1042568,0,1042568
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,0,71,"Warmup",0.005923,5113.123088,5033.284189,3.128118,5.458742,5.30024,2.870304,0.25741,10163.428836,19808792,0,19808792
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,1,71,"Warmup",0.000345,4978.747781,5008.673893,2.998158,5.471834,3.748864,2.923712,0.278836,10002.844262,19808792,0,19808792
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,2,71,"Success",0.00035,5040.675804,5092.360501,2.816672,5.492523,3.918085,2.985108,0.27551,10148.52538,19808792,0,19808792
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,3,71,"Success",0.000375,5003.785467,4945.615289,2.84874,5.324812,3.923725,2.96405,0.281648,9964.744816,19808792,0,19808792
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,4,71,"Success",0.000402,5020.766543,4988.361991,3.006152,4.282738,3.859229,2.76779,0.240471,10023.286126,19808792,0,19808792
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,5,71,"Success",0.000445,4946.878646,4972.85746,2.74922,5.436688,5.146877,2.844429,0.269728,9936.184178,19808792,0,19808792
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,6,71,"Success",0.000446,4951.060409,4968.683399,2.832279,4.52992,4.254608,3.020393,0.268999,9934.65146,19808792,0,19808792
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,7,71,"Success",0.000363,5150.452118,4956.001603,2.859614,5.413002,5.211085,2.816024,0.275558,10123.030044,19808792,0,19808792
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,8,71,"Success",0.000479,4902.809514,5030.007324,2.716767,5.508429,5.343794,2.910983,0.256971,9949.554999,19808792,0,19808792
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,9,71,"Success",0.000397,4905.311646,4912.844163,2.777452,5.500098,5.329425,2.830524,0.280155,9834.874622,19808792,0,19808792
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,10,71,"Success",0.000481,4874.790673,4874.317967,2.966946,5.457847,5.184988,2.8589,0.277152,9765.85577,19808792,0,19808792
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,11,71,"Success",0.000502,4906.403268,4861.183501,2.745619,5.368299,5.176553,2.859594,0.242376,9783.980559,19808792,0,19808792
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,0,72,"Warmup",0.008039,81802.0088,81398.770783,44.937236,106.567633,103.754687,49.993506,16.171077,163522.21458,376367048,0,376367048
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,1,72,"Warmup",0.00969,81385.295127,81636.337251,64.046341,110.977213,101.417772,63.843518,16.651883,163378.58139,376367048,0,376367048
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,2,72,"Success",0.010754,84434.051431,90759.59699,44.687845,112.733015,104.632009,63.580261,24.227386,175543.52245,376367048,0,376367048
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,3,72,"Success",0.024759,81826.662292,81175.835277,43.977835,104.894799,100.518542,50.606611,16.21472,163318.73833,376367048,0,376367048
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,4,72,"Success",0.009896,81493.215918,82026.547039,43.82325,104.371152,101.597223,50.715138,16.240262,163836.52277,376367048,0,376367048
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,5,72,"Success",0.009769,81639.696075,81698.90305,45.682298,107.471504,126.017733,52.929756,16.320051,163687.03327,376367048,0,376367048
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,6,72,"Success",0.010484,82543.787657,82248.107785,45.862456,107.406229,101.320977,52.797332,16.339606,165115.63545,376367048,0,376367048
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,7,72,"Success",0.010209,82959.280156,83213.545771,66.229853,107.314524,101.927335,64.452102,16.896918,166529.6595,376367048,0,376367048
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,8,72,"Success",0.010885,82503.818159,90417.467551,66.80315,106.743036,101.572196,64.269449,17.897675,173278.58487,376367048,0,376367048
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,9,72,"Success",0.010941,84835.806552,90780.978172,43.507461,118.32561,107.027521,62.60988,25.603825,175973.87236,376367048,0,376367048
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,10,72,"Success",0.00939,81659.102317,81000.748331,45.132523,107.054635,101.362243,51.513329,16.484076,162981.40919,376367048,0,376367048
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,11,72,"Success",0.010495,82940.29,82421.110189,44.042789,123.067,101.691254,50.706691,16.500634,165697.42199,376367048,0,376367048
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,0,0,"Warmup",0.000169,9.22901,9.041652,0.000149,0.000212,9.8e-05,6.8e-05,0.000902,18.272686,32,0,32
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,1,0,"Warmup",0.000168,9.237095,9.005023,0.000158,0.014495,0.013168,0.000579,0.003404,18.274776,32,0,32
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,2,0,"Success",0.000172,9.219406,9.251222,0.000115,0.0002,0.016048,0.000603,0.003125,18.491571,32,0,32
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,3,0,"Success",0.000172,12.75311,9.132695,8.6e-05,0.011975,0.000813,8.3e-05,0.002998,21.902406,32,0,32
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,4,0,"Success",0.000215,9.145971,8.893974,9.5e-05,0.000211,0.017927,0.000234,0.002268,18.061608,32,0,32
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,5,0,"Success",0.000177,8.955128,8.886147,7.2e-05,0.0002,9.2e-05,6.5e-05,0.000892,17.843214,32,0,32
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,6,0,"Success",0.000191,8.943028,8.757971,0.000155,0.000194,0.0001,7.5e-05,0.001266,17.703409,32,0,32
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,7,0,"Success",0.00018,8.953751,8.806867,0.000155,0.000227,0.014077,0.000235,0.002061,17.778238,32,0,32
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,8,0,"Success",0.000202,9.207549,9.12186,0.000133,0.017267,0.000543,6.9e-05,0.002033,18.350082,32,0,32
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,9,0,"Success",0.000195,9.498673,9.272966,0.000124,0.012009,0.014051,0.000616,0.004256,18.803568,32,0,32
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,10,0,"Success",0.000176,9.3561,9.170201,8.6e-05,0.014827,0.000406,8e-05,0.00234,18.544644,32,0,32
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,11,0,"Success",0.000185,9.352315,9.22132,0.000146,0.020102,0.013138,0.000358,0.00426,18.612489,32,0,32
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,0,1,"Warmup",0.00016,11.42672,11.15195,0.000138,0.016059,0.013592,0.000339,0.003372,22.613076,64,0,64
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,1,1,"Warmup",0.000142,11.34665,11.245873,0.000115,0.016431,0.012431,0.000505,0.003976,22.626881,64,0,64
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,2,1,"Success",0.000185,11.610373,11.39505,0.000146,0.014378,0.011795,0.000302,0.004031,23.037205,64,0,64
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,3,1,"Success",0.000166,11.525749,11.375892,0.000164,0.012708,0.013374,0.000264,0.003874,22.932854,64,0,64
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,4,1,"Success",0.000136,11.613763,11.107499,0.000165,0.014919,0.013187,0.000427,0.005214,22.756441,64,0,64
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,5,1,"Success",0.000155,11.60311,11.086895,0.000166,0.014584,0.0134,0.000176,0.00468,22.724307,64,0,64
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,6,1,"Success",0.000145,11.396259,10.994005,0.000148,0.015712,0.012068,0.000353,0.004224,22.423726,64,0,64
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,7,1,"Success",0.000117,11.371219,11.31059,0.000164,0.013473,0.012619,0.000335,0.004419,22.713686,64,0,64
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,8,1,"Success",0.000144,11.367519,11.083049,0.000111,0.014499,0.012144,0.000305,0.003999,22.482525,64,0,64
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,9,1,"Success",0.000133,11.384274,11.086844,0.000145,0.014238,0.01213,0.00032,0.003483,22.502414,64,0,64
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,10,1,"Success",0.000125,11.381944,11.013695,0.000112,0.01488,0.013109,0.000314,0.004207,22.429351,64,0,64
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,11,1,"Success",0.00019,11.357513,11.287181,0.000116,0.013562,0.013074,0.00024,0.003961,22.676595,64,0,64
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,0,2,"Warmup",0.000183,9.331675,9.034489,0.000145,0.014104,0.012257,0.000493,0.005107,18.399099,128,0,128
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,1,2,"Warmup",0.000146,9.316344,9.057711,0.000137,0.012435,0.012702,0.000282,0.005046,18.405558,128,0,128
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,2,2,"Success",0.000182,9.266933,9.084214,0.000148,0.012617,0.013541,0.000151,0.005469,18.384271,128,0,128
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,3,2,"Success",0.000112,9.371574,9.375249,0.000113,0.022299,0.012013,0.000281,0.00577,18.788458,128,0,128
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,4,2,"Success",0.000205,9.387218,9.123185,9e-05,0.012974,0.012326,0.000202,0.005646,18.542458,128,0,128
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,5,2,"Success",0.000132,9.320735,9.080391,0.000134,0.014364,0.011784,0.000209,0.005443,18.433904,128,0,128
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,6,2,"Success",0.000167,9.368293,9.027425,0.000114,0.012881,0.01217,0.000147,0.006066,18.428458,128,0,128
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,7,2,"Success",0.000171,9.317347,9.054395,0.000122,0.014158,0.012219,0.000294,0.005508,18.40493,128,0,128
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,8,2,"Success",0.000136,9.273018,9.0254,0.000113,0.014881,0.011895,0.000206,0.006515,18.33281,128,0,128
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,9,2,"Success",0.000169,9.341404,9.021626,0.000104,0.014979,0.012706,0.000284,0.005826,18.397844,128,0,128
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,10,2,"Success",0.000173,9.356502,9.058914,0.000122,0.013795,0.012284,0.000186,0.005418,18.447995,128,0,128
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,11,2,"Success",0.000133,9.279343,9.04551,0.000111,0.013034,0.012676,0.000421,0.006199,18.358051,128,0,128
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,0,3,"Warmup",0.000225,12.787992,11.668051,0.000172,0.027016,0.025179,0.000301,0.009292,24.519112,256,0,256
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,1,3,"Warmup",0.000134,11.820213,11.755749,0.000203,0.024588,0.026629,0.000294,0.010148,23.638651,256,0,256
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,2,3,"Success",0.000156,11.833599,11.702013,0.000224,0.027799,0.026338,0.000267,0.009405,23.601267,256,0,256
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,3,3,"Success",0.000145,11.817823,11.672201,0.000206,0.026419,0.030725,0.000287,0.009027,23.557536,256,0,256
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,4,3,"Success",0.00013,11.792078,11.736897,0.000226,0.027656,0.025982,0.000298,0.009217,23.593082,256,0,256
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,5,3,"Success",0.000142,11.831437,11.715808,0.000203,0.027932,0.025922,0.000267,0.008928,23.61142,256,0,256
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,6,3,"Success",0.000135,11.758069,11.729722,0.000185,0.026656,0.026787,0.000197,0.00932,23.55185,256,0,256
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,7,3,"Success",0.000186,11.88992,11.707724,0.000207,0.02748,0.025208,0.000371,0.008589,23.660255,256,0,256
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,8,3,"Success",0.000189,11.812909,11.683372,0.0002,0.026268,0.027201,0.000194,0.00916,23.560267,256,0,256
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,9,3,"Success",0.000143,11.820727,11.69657,0.000207,0.02797,0.025444,0.000203,0.008825,23.581104,256,0,256
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,10,3,"Success",0.000128,11.874971,11.729546,0.000225,0.025967,0.025547,0.000187,0.008746,23.666092,256,0,256
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,11,3,"Success",0.000171,11.816827,11.672016,0.000199,0.026378,0.024451,0.000289,0.009711,23.550845,256,0,256
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,0,4,"Warmup",0.000184,10.713338,10.43671,0.000219,0.028437,0.029354,0.000347,0.013696,21.223193,512,0,512
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,1,4,"Warmup",0.000197,10.696833,10.39054,0.000228,0.026685,0.02644,0.000333,0.015025,21.156939,512,0,512
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,2,4,"Success",0.000176,10.532634,10.264802,0.000242,0.025561,0.025754,0.000386,0.01249,20.862823,512,0,512
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,3,4,"Success",0.000182,10.4288,10.198504,0.00022,0.030313,0.025999,0.000426,0.014168,20.69907,512,0,512
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,4,4,"Success",0.000182,10.241144,10.095836,0.000132,0.030585,0.026723,0.000333,0.015763,20.411723,512,0,512
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,5,4,"Success",0.00018,10.548145,10.268963,0.000224,0.024348,0.025313,0.000258,0.012827,20.880904,512,0,512
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,6,4,"Success",0.000148,10.444121,10.303158,0.000208,0.024425,0.024891,0.000203,0.010597,20.808603,512,0,512
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,7,4,"Success",0.000185,10.518455,10.263499,0.000193,0.026345,0.026,0.000712,0.011213,20.8475,512,0,512
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,8,4,"Success",0.000152,10.517072,10.319638,0.000204,0.024796,0.025955,0.000271,0.012408,20.901079,512,0,512
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,9,4,"Success",0.000196,10.523994,10.255097,0.0002,0.027513,0.03161,0.000279,0.011843,20.851387,512,0,512
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,10,4,"Success",0.000181,10.464899,10.214264,0.000199,0.026071,0.025017,0.000402,0.011703,20.743434,512,0,512
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,11,4,"Success",0.000209,10.526669,10.256303,0.000204,0.026287,0.025397,0.00033,0.011788,20.847937,512,0,512
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,0,5,"Warmup",0.000258,16.935781,16.751594,0.000255,0.026142,0.02819,0.000894,0.022282,33.76618,1024,0,1024
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,1,5,"Warmup",0.000262,16.900409,16.702417,0.000255,0.026617,0.026439,0.000769,0.021492,33.679289,1024,0,1024
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,2,5,"Success",0.000293,16.954866,16.721064,0.000229,0.028092,0.026787,0.00044,0.021272,33.753752,1024,0,1024
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,3,5,"Success",0.000244,16.933715,16.74868,0.000207,0.031914,0.025985,0.001235,0.020562,33.763092,1024,0,1024
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,4,5,"Success",0.000249,16.914866,16.69753,0.00024,0.026414,0.03031,0.000491,0.019688,33.690512,1024,0,1024
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,5,5,"Success",0.000265,16.947889,16.675486,0.000237,0.032541,0.028139,0.000398,0.020824,33.706845,1024,0,1024
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,6,5,"Success",0.000269,16.968204,16.670101,0.000251,0.028001,0.027851,0.000702,0.020269,33.716105,1024,0,1024
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,7,5,"Success",0.000262,16.958759,16.696461,0.000225,0.026253,0.028814,0.000517,0.021088,33.733073,1024,0,1024
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,8,5,"Success",0.000246,16.920735,16.697772,0.000242,0.02554,0.029635,0.000988,0.019488,33.695404,1024,0,1024
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,9,5,"Success",0.000278,16.914471,16.7539,0.000235,0.027016,0.028386,0.000456,0.020461,33.745987,1024,0,1024
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,10,5,"Success",0.000279,16.997629,16.762378,0.000269,0.026827,0.026898,0.0009,0.020604,33.836346,1024,0,1024
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,11,5,"Success",0.000275,16.906031,16.704343,0.000264,0.02749,0.027975,0.00088,0.020861,33.688798,1024,0,1024
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,0,6,"Warmup",0.000268,17.298394,17.126122,0.000305,0.033954,0.035606,0.00073,0.027358,34.524063,2048,0,2048
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,1,6,"Warmup",0.000215,17.302489,17.09684,0.000294,0.037263,0.035357,0.000704,0.027155,34.501023,2048,0,2048
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,2,6,"Success",0.000226,17.276028,17.105943,0.000336,0.036899,0.033217,0.000717,0.029194,34.483502,2048,0,2048
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,3,6,"Success",0.000268,17.336273,17.23724,0.000307,0.038497,0.036071,0.000695,0.030983,34.681014,2048,0,2048
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,4,6,"Success",0.000253,17.338138,17.180909,0.000301,0.035449,0.036043,0.000698,0.027942,34.620462,2048,0,2048
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,5,6,"Success",0.000241,17.280902,17.16514,0.000324,0.033106,0.035691,0.000714,0.027723,34.544531,2048,0,2048
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,6,6,"Success",0.00022,17.285085,17.112492,0.000295,0.035885,0.036355,0.000727,0.028589,34.500914,2048,0,2048
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,7,6,"Success",0.000279,17.283487,17.15808,0.000325,0.033599,0.03662,0.000624,0.029931,34.543912,2048,0,2048
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,8,6,"Success",0.000222,17.295976,17.133527,0.000331,0.035237,0.037262,0.000898,0.028307,34.532737,2048,0,2048
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,9,6,"Success",0.00023,17.318354,17.108963,0.000322,0.035569,0.035701,0.000637,0.029015,34.529946,2048,0,2048
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,10,6,"Success",0.000223,17.300809,17.100875,0.000299,0.03555,0.035469,0.00069,0.030201,34.504871,2048,0,2048
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,11,6,"Success",0.000227,17.322542,17.176162,0.000303,0.034546,0.035016,0.000764,0.02901,34.599388,2048,0,2048
