; "SupportedThreads",40,"UsedThreads",40,"TotalMemory",540486615040,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1496224455,"CurrentTimeLocal","Wed May 31 11:54:15 2017","Hostname","r02n08"
"Fftw","Inplace","Complex","float",1,"oddshape",19,0,0,11,51,"Success",7.7e-05,0.162339,0.155669,7.7e-05,0.000328,0.000186,4.8e-05,0.00043,0.319445,152,0,152
"Fftw","Inplace","Complex","float",1,"oddshape",361,0,0,0,52,"Warmup",0.000288,2.564256,2.041984,0.000474,0.160419,0.058999,0.001031,0.060698,4.888903,2888,0,2888
"Fftw","Inplace","Complex","float",1,"oddshape",361,0,0,1,52,"Warmup",0.000268,2.559982,2.022802,0.000359,0.168254,0.059589,0.002248,0.046534,4.860776,2888,0,2888
"Fftw","Inplace","Complex","float",1,"oddshape",361,0,0,2,52,"Success",0.000247,2.549185,1.979274,0.000336,0.134592,0.057804,0.003076,0.047055,4.772497,2888,0,2888
"Fftw","Inplace","Complex","float",1,"oddshape",361,0,0,3,52,"Success",0.000245,2.549048,1.983533,0.000335,0.170702,0.057125,0.001874,0.046344,4.809898,2888,0,2888
"Fftw","Inplace","Complex","float",1,"oddshape",361,0,0,4,52,"Success",0.000216,2.548055,2.005783,0.00027,0.196118,0.054622,0.003089,0.047704,4.856587,2888,0,2888
"Fftw","Inplace","Complex","float",1,"oddshape",361,0,0,5,52,"Success",0.00022,2.542523,1.9876,0.000322,0.123707,0.060373,0.002196,0.046406,4.764109,2888,0,2888
"Fftw","Inplace","Complex","float",1,"oddshape",361,0,0,6,52,"Success",0.000295,2.553486,1.990508,0.000324,0.121722,0.058645,0.001416,0.047517,4.774526,2888,0,2888
"Fftw","Inplace","Complex","float",1,"oddshape",361,0,0,7,52,"Success",0.00032,2.538256,2.003594,0.000299,0.174061,0.06422,0.000932,0.046674,4.829086,2888,0,2888
"Fftw","Inplace","Complex","float",1,"oddshape",361,0,0,8,52,"Success",0.000257,2.53984,2.019771,0.000339,0.128775,0.054495,0.000897,0.048104,4.793181,2888,0,2888
"Fftw","Inplace","Complex","float",1,"oddshape",361,0,0,9,52,"Success",0.000256,2.548179,2.005099,0.000324,0.242294,0.055028,0.002388,0.045129,4.899162,2888,0,2888
"Fftw","Inplace","Complex","float",1,"oddshape",361,0,0,10,52,"Success",0.000268,2.545906,2.00176,0.00037,0.12517,0.059642,0.001757,0.04772,4.783316,2888,0,2888
"Fftw","Inplace","Complex","float",1,"oddshape",361,0,0,11,52,"Success",0.000304,2.549462,1.983428,0.000348,0.134297,0.062608,0.002458,0.047845,4.781495,2888,0,2888
"Fftw","Inplace","Complex","float",1,"oddshape",6859,0,0,0,53,"Warmup",0.0003,22.559344,21.973929,0.007522,0.309968,0.17619,0.01972,0.144631,45.192585,54872,0,54872
"Fftw","Inplace","Complex","float",1,"oddshape",6859,0,0,1,53,"Warmup",0.000288,22.707462,21.897601,0.009356,0.26023,0.200754,0.014026,0.155132,45.245912,54872,0,54872
"Fftw","Inplace","Complex","float",1,"oddshape",6859,0,0,2,53,"Success",0.000323,22.697618,21.951689,0.009307,0.315385,0.204188,0.013763,0.147714,45.341535,54872,0,54872
"Fftw","Inplace","Complex","float",1,"oddshape",6859,0,0,3,53,"Success",0.000393,22.741751,21.903275,0.009266,0.265269,0.237246,0.011265,0.152606,45.321925,54872,0,54872
"Fftw","Inplace","Complex","float",1,"oddshape",6859,0,0,4,53,"Success",0.000471,22.7043,21.952362,0.009564,0.262996,0.199395,0.013659,0.147276,45.29146,54872,0,54872
"Fftw","Inplace","Complex","float",1,"oddshape",6859,0,0,5,53,"Success",0.000346,22.738015,21.900656,0.00916,0.277775,0.19667,0.01246,0.144719,45.281132,54872,0,54872
"Fftw","Inplace","Complex","float",1,"oddshape",6859,0,0,6,53,"Success",0.000311,22.732838,21.917636,0.009537,0.272866,0.238793,0.009397,0.139787,45.322175,54872,0,54872
"Fftw","Inplace","Complex","float",1,"oddshape",6859,0,0,7,53,"Success",0.000291,22.720305,22.043733,0.012067,0.265834,0.199059,0.011965,0.145733,45.401959,54872,0,54872
"Fftw","Inplace","Complex","float",1,"oddshape",6859,0,0,8,53,"Success",0.000521,23.055042,21.948703,0.008166,0.263889,0.199545,0.011345,0.148167,45.637553,54872,0,54872
"Fftw","Inplace","Complex","float",1,"oddshape",6859,0,0,9,53,"Success",0.000455,22.721801,21.90184,0.00853,0.30586,0.201725,0.013455,0.14759,45.302775,54872,0,54872
"Fftw","Inplace","Complex","float",1,"oddshape",6859,0,0,10,53,"Success",0.000316,22.731983,22.182286,0.009384,0.291411,0.197698,0.012673,0.14952,45.576344,54872,0,54872
"Fftw","Inplace","Complex","float",1,"oddshape",6859,0,0,11,53,"Success",0.000399,22.751821,21.922848,0.008147,0.261622,0.207346,0.012626,0.159205,45.326252,54872,0,54872
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,0,54,"Warmup",0.000333,29.87209,28.417747,0.188668,1.069181,0.89568,0.225916,0.313238,60.983311,1042568,0,1042568
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,1,54,"Warmup",0.000337,29.629931,28.493022,0.123808,1.062448,0.938698,0.230415,0.300233,60.779552,1042568,0,1042568
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,2,54,"Success",0.000375,29.652649,28.215485,0.123824,1.072545,0.930123,0.230945,0.33062,60.557047,1042568,0,1042568
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,3,54,"Success",0.000377,29.632858,28.339204,0.124689,1.028489,0.990478,0.245557,0.31258,60.67497,1042568,0,1042568
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,4,54,"Success",0.000381,29.628254,28.184758,0.131732,1.0586,0.927525,0.234303,0.311932,60.478099,1042568,0,1042568
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,5,54,"Success",0.000328,29.640081,28.203219,0.122537,1.041419,0.925763,0.225875,0.31693,60.476719,1042568,0,1042568
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,6,54,"Success",0.000319,29.679603,28.233844,0.121932,1.040432,0.926126,0.227455,0.298386,60.528802,1042568,0,1042568
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,7,54,"Success",0.000385,29.695497,28.248648,0.126817,1.044612,0.939394,0.225872,0.311971,60.593787,1042568,0,1042568
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,8,54,"Success",0.000341,29.672215,28.192782,0.126988,1.03233,0.947753,0.233329,0.315875,60.523098,1042568,0,1042568
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,9,54,"Success",0.000322,29.674182,28.211231,0.124456,1.00219,0.945348,0.240863,0.314193,60.51366,1042568,0,1042568
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,10,54,"Success",0.000325,29.660771,28.218637,0.126552,1.033957,0.942444,0.230579,0.308969,60.523255,1042568,0,1042568
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,11,54,"Success",0.000331,29.650299,28.207742,0.124891,1.017302,0.942445,0.228058,0.311487,60.483191,1042568,0,1042568
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,0,55,"Warmup",0.000403,69.502725,52.317178,2.205741,17.075687,16.252025,3.304791,0.246276,160.90567,19808792,0,19808792
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,1,55,"Warmup",0.000341,66.154964,52.21164,1.825658,16.476946,15.59668,3.394091,0.244417,155.905578,19808792,0,19808792
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,2,55,"Success",0.000439,66.012111,52.519297,1.865356,15.797574,14.929342,3.314054,0.250044,154.688931,19808792,0,19808792
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,3,55,"Success",0.000421,66.137141,52.152135,1.840407,15.809292,14.790872,3.349813,0.246816,154.327572,19808792,0,19808792
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,4,55,"Success",0.000447,66.037286,52.120366,1.820812,15.758102,14.798035,3.332343,0.255058,154.123284,19808792,0,19808792
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,5,55,"Success",0.00053,66.086527,52.312334,1.825288,15.354421,14.485049,3.319803,0.255315,153.640059,19808792,0,19808792
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,6,55,"Success",0.000437,65.932026,52.255761,1.842412,15.414432,14.689985,3.318968,0.251141,153.705861,19808792,0,19808792
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,7,55,"Success",0.000521,66.10579,52.122669,1.827366,15.131907,14.333219,3.3189,0.249453,153.090552,19808792,0,19808792
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,8,55,"Success",0.00035,65.929711,52.304782,1.804104,15.159649,17.109106,3.367295,0.251079,155.926765,19808792,0,19808792
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,9,55,"Success",0.00039,66.137384,52.277683,1.83711,17.316128,16.527306,3.322899,0.247962,157.667554,19808792,0,19808792
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,10,55,"Success",0.00033,65.976566,52.171413,1.818093,16.282239,15.284301,3.318211,0.24949,155.101342,19808792,0,19808792
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,11,55,"Success",0.000341,66.114789,52.144511,1.809752,15.642291,15.276156,3.362224,0.250015,154.600839,19808792,0,19808792
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,0,0,"Warmup",0.000237,0.033056,0.023777,0.000171,0.000423,0.000125,0.00014,0.001212,0.059782,32,0,32
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,1,0,"Warmup",0.000169,0.033002,0.023811,0.00014,0.000329,0.000191,0.00014,0.001094,0.059542,32,0,32
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,2,0,"Success",0.000234,0.032925,0.023743,0.000137,0.000385,0.000194,0.000142,0.001185,0.059586,32,0,32
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,3,0,"Success",0.000169,0.03316,0.024011,0.00014,0.00028,0.000192,0.000118,0.001097,0.059797,32,0,32
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,4,0,"Success",0.00026,0.032882,0.023957,0.000135,0.000266,0.000137,0.000143,0.001183,0.059622,32,0,32
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,5,0,"Success",0.000169,0.032769,0.023697,9.7e-05,0.000368,0.000145,0.000144,0.001017,0.059106,32,0,32
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,6,0,"Success",0.000238,0.03256,0.023768,0.000174,0.000325,0.000138,0.00014,0.001168,0.05918,32,0,32
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,7,0,"Success",0.000148,0.032071,0.02386,0.000137,0.000328,0.000108,0.000125,0.001036,0.058439,32,0,32
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,8,0,"Success",0.00022,0.032286,0.023892,0.000163,0.000371,0.000133,0.00014,0.001205,0.059085,32,0,32
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,9,0,"Success",0.000149,0.031951,0.023643,9.7e-05,0.000303,0.000143,0.00012,0.001006,0.058034,32,0,32
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,10,0,"Success",0.000248,0.032282,0.024045,0.000129,0.000304,0.000137,0.000126,0.001171,0.059076,32,0,32
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,11,0,"Success",0.000148,0.032207,0.023651,0.000135,0.000314,0.000144,0.000125,0.00104,0.058402,32,0,32
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,0,1,"Warmup",0.000233,0.038669,0.027227,0.000216,0.000544,0.00025,0.000204,0.001178,0.06927,64,0,64
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,1,1,"Warmup",0.00018,0.033298,0.025757,0.00012,0.000372,0.000138,0.000116,0.000986,0.061562,64,0,64
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,2,1,"Success",0.000213,0.033489,0.025663,0.000125,0.000322,0.000176,0.000137,0.001065,0.061777,64,0,64
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,3,1,"Success",0.000162,0.033062,0.02534,0.000122,0.000308,0.000158,0.000114,0.000965,0.060849,64,0,64
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,4,1,"Success",0.00018,0.032839,0.025307,0.000145,0.00035,0.000155,0.000125,0.000895,0.060557,64,0,64
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,5,1,"Success",0.00021,0.032996,0.025698,0.000157,0.00039,0.000167,0.00013,0.000797,0.061145,64,0,64
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,6,1,"Success",0.000205,0.03262,0.025562,0.000154,0.00029,0.000142,0.000128,0.000782,0.060468,64,0,64
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,7,1,"Success",0.000195,0.032627,0.025292,0.00014,0.000372,0.00016,0.000123,0.000855,0.060321,64,0,64
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,8,1,"Success",0.000192,0.03252,0.025455,0.000155,0.000335,0.000162,0.00011,0.000878,0.06038,64,0,64
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,9,1,"Success",0.00018,0.033228,0.02541,0.000153,0.000327,0.000177,0.00012,0.000832,0.061002,64,0,64
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,10,1,"Success",0.000185,0.032308,0.025288,0.00016,0.00031,0.00014,9.8e-05,0.000894,0.059932,64,0,64
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,11,1,"Success",0.00016,0.032217,0.025257,0.000163,0.00029,0.00014,0.000108,0.000825,0.059715,64,0,64
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,0,2,"Warmup",0.000246,0.041707,0.031511,0.000229,0.000993,0.032301,0.000181,0.001842,0.109721,128,0,128
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,1,2,"Warmup",0.000228,0.039021,0.030217,0.000176,0.000522,0.000307,0.000115,0.001104,0.072313,128,0,128
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,2,2,"Success",0.000181,0.037724,0.029689,0.000152,0.000413,0.000233,0.000103,0.001045,0.070113,128,0,128
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,3,2,"Success",0.0002,0.036891,0.029498,0.00016,0.000356,0.000227,0.000144,0.000991,0.069063,128,0,128
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,4,2,"Success",0.000132,0.037402,0.03654,0.000104,0.000358,0.000216,0.000142,0.001036,0.076491,128,0,128
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,5,2,"Success",0.000136,0.036866,0.029507,0.00012,0.000374,0.000218,0.000131,0.000915,0.068888,128,0,128
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,6,2,"Success",0.000101,0.036564,0.029224,0.000108,0.000309,0.000175,0.000193,0.000889,0.06811,128,0,128
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,7,2,"Success",0.000188,0.037106,0.02958,0.000112,0.00026,0.000223,0.000129,0.000847,0.069006,128,0,128
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,8,2,"Success",0.000149,0.036866,0.02924,0.000104,0.000278,0.000167,0.000131,0.00089,0.068359,128,0,128
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,9,2,"Success",0.000209,0.03678,0.029264,0.000116,0.000381,0.000218,0.00017,0.000948,0.068621,128,0,128
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,10,2,"Success",0.000144,0.037184,0.029615,0.000102,0.000435,0.000217,0.000113,0.000953,0.069302,128,0,128
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,11,2,"Success",0.000171,0.037069,0.029364,0.000124,0.0003,0.000169,0.000127,0.000895,0.068771,128,0,128
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,0,3,"Warmup",0.000229,0.0428,0.033036,0.000246,0.002173,0.001281,0.000115,0.001218,0.08175,256,0,256
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,1,3,"Warmup",0.000146,0.038662,0.032427,0.000164,0.000603,0.000376,0.000102,0.000973,0.073976,256,0,256
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,2,3,"Success",0.000127,0.038398,0.031958,0.000133,0.000458,0.00042,8.9e-05,0.000851,0.072938,256,0,256
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,3,3,"Success",0.000136,0.038165,0.038336,0.000164,0.000535,0.000394,9.1e-05,0.000852,0.079139,256,0,256
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,4,3,"Success",0.000144,0.03795,0.031896,0.000129,0.000503,0.000326,8.8e-05,0.000841,0.072364,256,0,256
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,5,3,"Success",0.000137,0.037681,0.031732,0.00012,0.00052,0.000327,8.8e-05,0.000725,0.071846,256,0,256
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,6,3,"Success",0.000139,0.039078,0.032053,0.000109,0.00053,0.000372,8.9e-05,0.000775,0.07359,256,0,256
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,7,3,"Success",0.00016,0.036198,0.03024,0.0001,0.000501,0.000337,8.5e-05,0.000795,0.068858,256,0,256
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,8,3,"Success",0.000125,0.035943,0.030292,0.000118,0.000434,0.000326,8.6e-05,0.000758,0.068524,256,0,256
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,9,3,"Success",0.000178,0.0361,0.030182,0.000118,0.00051,0.000384,7.6e-05,0.0008,0.068804,256,0,256
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,10,3,"Success",0.00012,0.036239,0.030177,0.000123,0.000506,0.000381,9e-05,0.000795,0.068875,256,0,256
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,11,3,"Success",0.000133,0.036888,0.030203,0.000106,0.000469,0.000331,7.4e-05,0.000778,0.069434,256,0,256
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,0,4,"Warmup",0.000233,0.044807,0.03467,0.000169,0.028794,0.012341,0.000274,0.001382,0.123263,512,0,512
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,1,4,"Warmup",0.000182,0.040936,0.033738,0.000112,0.0009,0.000755,0.000151,0.001052,0.078321,512,0,512
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,2,4,"Success",0.000121,0.040236,0.034069,0.000113,0.000854,0.000743,0.000116,0.000891,0.077577,512,0,512
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,3,4,"Success",9.5e-05,0.038947,0.033804,9.7e-05,0.000858,0.000685,0.00014,0.000751,0.075807,512,0,512
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,4,4,"Success",0.000102,0.039078,0.033235,0.0001,0.000837,0.000754,0.00012,0.000731,0.075387,512,0,512
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,5,4,"Success",8.7e-05,0.039158,0.033478,9.1e-05,0.000837,0.000737,0.000109,0.000793,0.075741,512,0,512
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,6,4,"Success",8.9e-05,0.039122,0.033358,0.0001,0.000847,0.000725,0.000105,0.000758,0.075515,512,0,512
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,7,4,"Success",8.7e-05,0.039071,0.033567,0.0001,0.000873,0.000704,0.000109,0.000758,0.075694,512,0,512
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,8,4,"Success",0.000135,0.039153,0.033467,7.7e-05,0.000853,0.000691,0.00012,0.000842,0.07573,512,0,512
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,9,4,"Success",0.000109,0.039094,0.033031,0.000103,0.00082,0.000704,0.000102,0.00084,0.075232,512,0,512
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,10,4,"Success",0.0001,0.03866,0.033169,9.3e-05,0.000863,0.0007,0.000118,0.0008,0.07493,512,0,512
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,11,4,"Success",8e-05,0.038461,0.033127,9.6e-05,0.000874,0.000729,0.000106,0.000776,0.074659,512,0,512
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,0,5,"Warmup",0.000386,2.360094,2.274776,0.000358,0.05475,0.028083,0.000207,0.001685,4.720995,1024,0,1024
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,1,5,"Warmup",0.000402,2.35297,2.274144,0.000324,0.001958,0.0016,0.00014,0.00128,4.633336,1024,0,1024
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,2,5,"Success",0.000452,2.349607,2.273378,0.000315,0.002118,0.001584,0.000133,0.001214,4.629367,1024,0,1024
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,3,5,"Success",0.000398,2.354388,2.280191,0.000333,0.002017,0.0016,0.000127,0.001173,4.640747,1024,0,1024
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,4,5,"Success",0.00046,2.343787,2.272307,0.000264,0.002005,0.001588,0.000115,0.001156,4.622213,1024,0,1024
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,5,5,"Success",0.000488,2.341978,2.275358,0.000312,0.002013,0.001577,0.000134,0.001131,4.623561,1024,0,1024
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,6,5,"Success",0.000374,2.798805,2.703095,0.00034,0.001902,0.001567,0.000127,0.001158,5.507899,1024,0,1024
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,7,5,"Success",0.000515,2.346195,2.269133,0.000342,0.001993,0.001596,0.000144,0.001192,4.621666,1024,0,1024
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,8,5,"Success",0.000406,2.340868,2.272507,0.000321,0.001985,0.001625,0.000135,0.001189,4.619555,1024,0,1024
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,9,5,"Success",0.000422,2.340104,2.275878,0.000302,0.002016,0.001596,0.000144,0.001227,4.622254,1024,0,1024
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,10,5,"Success",0.0004,2.348039,2.276833,0.000347,0.002026,0.001607,0.000131,0.001237,4.631171,1024,0,1024
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,11,5,"Success",0.000377,2.353184,2.274263,0.000298,0.002013,0.001607,0.000133,0.001117,4.633554,1024,0,1024
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,0,6,"Warmup",0.000262,5.251185,5.134643,0.000384,2.308836,0.064525,0.00392,0.051454,12.816207,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,1,6,"Warmup",0.000353,5.37275,5.285034,0.000411,0.159506,0.063546,0.001052,0.05401,10.937793,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,2,6,"Success",0.000293,5.358905,5.276508,0.0004,0.168895,0.062895,0.0016,0.053442,10.926658,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,3,6,"Success",0.000391,5.335411,5.268803,0.000278,0.165353,0.064909,0.002256,0.057824,10.896868,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,4,6,"Success",0.00027,5.331332,3.513171,0.000269,0.156624,0.059598,0.002792,0.045962,9.111075,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,5,6,"Success",0.000248,4.259182,3.37296,0.0003,0.199918,0.062626,0.002862,0.05334,7.952861,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,6,6,"Success",0.000254,4.249314,3.383819,0.000296,0.167603,0.059708,0.002537,0.048496,7.913433,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,7,6,"Success",0.000269,4.224443,3.34624,0.00024,0.16057,0.055206,0.002302,0.05317,7.844853,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,8,6,"Success",0.000418,4.222854,3.33609,0.000203,0.14077,0.059384,0.000829,0.044373,7.806961,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,9,6,"Success",0.000239,4.244739,3.324663,0.00028,0.12941,0.056073,0.003284,0.045848,7.805599,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,10,6,"Success",0.00019,4.231369,3.310834,0.000277,0.137252,0.05954,0.00376,0.045107,7.78908,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,11,6,"Success",0.000342,4.251084,3.312958,0.000232,0.152838,0.056692,0.000753,0.0459,7.821707,2048,0,2048
