; "SupportedThreads",40,"UsedThreads",40,"TotalMemory",540486615040,"PlanRigor","wisdom","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1497257085,"CurrentTimeLocal","Mon Jun 12 10:44:45 2017","Hostname","r02n01"
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,10,54,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,11,54,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,0,55,"fftw forward plan could not be created as wisdom is not available for this problem.",0.006264,0,0,0,0,0,0,0,0,19808792,0,19808792
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,1,55,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,2,55,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,3,55,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,4,55,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,5,55,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,6,55,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,7,55,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,8,55,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,9,55,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,10,55,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,11,55,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,0,0,"Warmup",0.000405,0.009496,0.005569,0.000133,0.000291,7.8e-05,0.000105,0.000729,0.017429,32,0,32
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,1,0,"Warmup",0.000529,0.009682,0.00454,0.000173,0.000311,8e-05,0.000118,0.000685,0.016724,32,0,32
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,2,0,"Success",0.000433,0.009358,0.004626,0.00016,0.000317,7.1e-05,0.00011,0.000662,0.016256,32,0,32
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,3,0,"Success",0.000462,0.009813,0.004582,0.000146,0.0003,8e-05,0.000101,0.000672,0.016796,32,0,32
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,4,0,"Success",0.00044,0.00978,0.005506,0.000156,0.000293,9.3e-05,0.000111,0.000642,0.017582,32,0,32
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,5,0,"Success",0.000469,0.009862,0.00468,0.000155,0.000293,8e-05,0.000103,0.000701,0.016958,32,0,32
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,6,0,"Success",0.000431,0.008969,0.004718,0.000166,0.000293,7.3e-05,0.000122,0.000675,0.016025,32,0,32
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,7,0,"Success",0.000456,0.009671,0.004662,0.000171,0.000291,7.1e-05,9.1e-05,0.000726,0.016753,32,0,32
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,8,0,"Success",0.000406,0.009265,0.004714,0.000155,0.000286,8e-05,0.000114,0.000676,0.01626,32,0,32
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,9,0,"Success",0.000477,0.010211,0.004573,0.000168,0.000309,8e-05,8.2e-05,0.000674,0.017151,32,0,32
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,10,0,"Success",0.000436,0.009251,0.004722,0.000137,0.0003,8e-05,0.000127,0.000746,0.016449,32,0,32
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,11,0,"Success",0.000507,0.009771,0.004639,0.000172,0.000305,8.1e-05,8.2e-05,0.000738,0.016868,32,0,32
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,0,1,"Warmup",0.000537,0.00635,0.002978,0.000103,0.000346,6.1e-05,9.8e-05,0.000465,0.011337,64,0,64
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,1,1,"Warmup",0.000576,0.006335,0.002851,0.000112,0.000246,6.3e-05,8.1e-05,0.00044,0.011156,64,0,64
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,2,1,"Success",0.000542,0.006192,0.002981,0.000108,0.000248,5.9e-05,7.5e-05,0.000467,0.011051,64,0,64
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,3,1,"Success",0.000561,0.006291,0.003374,0.000105,0.000253,6.3e-05,9.5e-05,0.000458,0.01161,64,0,64
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,4,1,"Success",0.000522,0.006204,0.003424,0.0001,0.000232,5.8e-05,9.8e-05,0.000432,0.011452,64,0,64
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,5,1,"Success",0.000611,0.006142,0.003279,9.5e-05,0.000234,5.5e-05,0.000102,0.000454,0.011395,64,0,64
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,6,1,"Success",0.000532,0.006124,0.002818,0.000108,0.000246,5.8e-05,0.000101,0.000459,0.010851,64,0,64
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,7,1,"Success",0.000609,0.006079,0.003242,9.1e-05,0.000251,6.4e-05,0.0001,0.000477,0.011253,64,0,64
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,8,1,"Success",0.0006,0.006259,0.003073,0.000114,0.00025,6e-05,6.8e-05,0.000489,0.011338,64,0,64
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,9,1,"Success",0.000599,0.00608,0.002793,0.000107,0.000244,6.3e-05,0.0001,0.000449,0.010843,64,0,64
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,10,1,"Success",0.000559,0.006095,0.002901,8.6e-05,0.000248,6.6e-05,8.1e-05,0.000458,0.010866,64,0,64
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,11,1,"Success",0.000565,0.006138,0.002951,0.000112,0.000251,5.6e-05,0.000102,0.000481,0.011024,64,0,64
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,0,2,"Warmup",0.000666,0.007253,0.003661,0.000119,0.015612,0.000448,0.000161,0.000899,0.029313,128,0,128
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,1,2,"Warmup",0.0006,0.006463,0.003259,0.000107,0.000417,0.000193,0.000108,0.00061,0.012165,128,0,128
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,2,2,"Success",0.000564,0.006559,0.005549,6.9e-05,0.000414,0.000186,0.000103,0.0006,0.014418,128,0,128
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,3,2,"Success",0.00061,0.006429,0.003182,6.9e-05,0.000398,0.000195,0.000107,0.000568,0.011954,128,0,128
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,4,2,"Success",0.000555,0.006411,0.003213,7.4e-05,0.000414,0.000194,0.000101,0.000534,0.01187,128,0,128
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,5,2,"Success",0.000562,0.0064,0.003131,8.2e-05,0.00039,0.000191,0.000109,0.000529,0.011769,128,0,128
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,6,2,"Success",0.000602,0.006431,0.003827,9.3e-05,0.000425,0.000187,8.6e-05,0.000548,0.012607,128,0,128
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,7,2,"Success",0.000572,0.006256,0.003171,8.1e-05,0.000401,0.000189,0.000103,0.000554,0.011668,128,0,128
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,8,2,"Success",0.000545,0.006475,0.003152,7.6e-05,0.000387,0.000199,0.000105,0.000553,0.011889,128,0,128
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,9,2,"Success",0.000521,0.006482,0.003081,8.8e-05,0.000364,0.000198,9.9e-05,0.000565,0.011794,128,0,128
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,10,2,"Success",0.0006,0.00651,0.003212,7.4e-05,0.000397,0.000192,0.000102,0.000522,0.01203,128,0,128
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,11,2,"Success",0.000524,0.006411,0.00316,7.9e-05,0.000405,0.000193,8e-05,0.000568,0.01181,128,0,128
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,0,3,"Warmup",0.000545,0.057956,0.004448,0.000103,0.007499,0.00133,7.7e-05,0.000903,0.073248,256,0,256
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,1,3,"Warmup",0.000569,0.013483,0.00345,8.6e-05,0.00057,0.000344,6e-05,0.000712,0.019694,256,0,256
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,2,3,"Success",0.00058,0.0133,0.003465,0.000109,0.000559,0.000373,5.5e-05,0.000714,0.019521,256,0,256
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,3,3,"Success",0.000544,0.013455,0.003406,9.7e-05,0.000551,0.000351,5.4e-05,0.000669,0.019516,256,0,256
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,4,3,"Success",0.000529,0.01323,0.003386,0.000115,0.000548,0.000345,5.4e-05,0.000687,0.019319,256,0,256
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,5,3,"Success",0.000638,0.01407,0.003695,0.000109,0.000586,0.000354,5.1e-05,0.000759,0.020676,256,0,256
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,6,3,"Success",0.000553,0.013351,0.003431,9.8e-05,0.000568,0.000357,5.4e-05,0.000706,0.019493,256,0,256
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,7,3,"Success",0.000581,0.01333,0.00352,0.000114,0.000543,0.000349,5.5e-05,0.000694,0.019604,256,0,256
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,8,3,"Success",0.000541,0.013501,0.003472,0.000108,0.000554,0.000343,5.3e-05,0.000707,0.019641,256,0,256
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,9,3,"Success",0.000546,0.013161,0.003519,9.8e-05,0.000547,0.000362,5.6e-05,0.000673,0.019288,256,0,256
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,10,3,"Success",0.000549,0.013126,0.003431,9e-05,0.000552,0.000348,5.5e-05,0.000667,0.019189,256,0,256
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,11,3,"Success",0.000576,0.013339,0.00366,0.000119,0.000552,0.000346,6.2e-05,0.000687,0.01975,256,0,256
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,0,4,"Warmup",0.000517,0.017158,0.038605,0.000112,0.000732,0.008171,0.000104,0.000966,0.066811,512,0,512
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,1,4,"Warmup",0.000537,0.014839,0.018358,0.000104,0.000656,0.000566,9e-05,0.000792,0.036365,512,0,512
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,2,4,"Success",0.00058,0.014687,0.017869,0.000112,0.000662,0.000574,9e-05,0.000779,0.035772,512,0,512
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,3,4,"Success",0.000494,0.014532,0.017833,0.000107,0.000631,0.000532,0.000102,0.000761,0.035421,512,0,512
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,4,4,"Success",0.00049,0.015014,0.020222,0.000109,0.00065,0.000568,9.9e-05,0.000778,0.03834,512,0,512
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,5,4,"Success",0.000548,0.014731,0.018024,0.0001,0.000636,0.000556,0.000102,0.000769,0.035873,512,0,512
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,6,4,"Success",0.00053,0.014515,0.04762,9.5e-05,0.000683,0.000592,9.3e-05,0.000869,0.065455,512,0,512
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,7,4,"Success",0.000496,0.014569,0.018269,8.5e-05,0.000665,0.000569,9.5e-05,0.00073,0.035889,512,0,512
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,8,4,"Success",0.000551,0.014735,0.018066,9.4e-05,0.000659,0.000553,9.2e-05,0.000805,0.035914,512,0,512
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,9,4,"Success",0.000507,0.01444,0.01816,9.4e-05,0.000641,0.000589,0.000111,0.000761,0.035741,512,0,512
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,10,4,"Success",0.000512,0.01433,0.01812,0.000122,0.000652,0.000564,9.9e-05,0.000771,0.035546,512,0,512
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,11,4,"Success",0.000504,0.014977,0.019151,0.000101,0.00069,0.000531,0.000107,0.000765,0.03719,512,0,512
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,0,5,"Warmup",0.000522,0.031453,0.021227,0.000151,0.001344,0.001475,7.9e-05,0.001097,0.057729,1024,0,1024
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,1,5,"Warmup",0.0005,0.028252,0.020835,0.000116,0.001099,0.000604,8e-05,0.001169,0.05312,1024,0,1024
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,2,5,"Success",0.000531,0.027909,0.021,0.000102,0.001078,0.000576,8.1e-05,0.001134,0.052842,1024,0,1024
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,3,5,"Success",0.000548,0.029104,0.02219,0.000113,0.001139,0.000652,8.3e-05,0.001196,0.055435,1024,0,1024
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,4,5,"Success",0.000569,0.029801,0.020918,0.000142,0.001073,0.00059,7.7e-05,0.001203,0.054732,1024,0,1024
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,5,5,"Success",0.000553,0.028009,0.020941,0.000113,0.001107,0.000604,7.6e-05,0.00117,0.052969,1024,0,1024
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,6,5,"Success",0.000539,0.027824,0.020869,9.9e-05,0.001143,0.000632,7.7e-05,0.00119,0.052721,1024,0,1024
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,7,5,"Success",0.000514,0.028164,0.020789,0.000112,0.001166,0.000619,7.8e-05,0.00116,0.053005,1024,0,1024
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,8,5,"Success",0.000546,0.029579,0.021982,0.000117,0.001122,0.000659,9e-05,0.001261,0.055752,1024,0,1024
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,9,5,"Success",0.000559,0.027765,0.020829,9.7e-05,0.001126,0.000637,7.5e-05,0.001176,0.052701,1024,0,1024
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,10,5,"Success",0.00044,0.028258,0.020771,0.00013,0.001161,0.000613,8.2e-05,0.001137,0.053018,1024,0,1024
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,11,5,"Success",0.000588,0.027933,0.020975,0.000115,0.001118,0.000622,8.1e-05,0.001108,0.052977,1024,0,1024
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,0,6,"Warmup",0.000485,0.031617,0.017109,0.000194,0.001458,0.000796,0.000109,0.001151,0.053369,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,1,6,"Warmup",0.000516,0.031341,0.016941,0.0002,0.001401,0.000793,0.000102,0.001063,0.052753,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,2,6,"Success",0.000457,0.03121,0.017325,0.000193,0.00136,0.000796,9.8e-05,0.001159,0.052976,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,3,6,"Success",0.000546,0.03131,0.017181,0.000225,0.001383,0.000807,9.1e-05,0.001127,0.053063,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,4,6,"Success",0.000461,0.033214,0.01957,0.000205,0.001357,0.000801,9.3e-05,0.001241,0.057358,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,5,6,"Success",0.000503,0.031212,0.017206,0.000186,0.001363,0.000798,8.3e-05,0.001131,0.052854,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,6,6,"Success",0.000557,0.031296,0.017205,0.000201,0.00139,0.000797,9.5e-05,0.001068,0.05302,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,7,6,"Success",0.000462,0.03346,0.017108,0.000199,0.001328,0.000795,9.7e-05,0.001081,0.054892,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,8,6,"Success",0.000482,0.03131,0.017071,0.000184,0.001376,0.0008,9.6e-05,0.001125,0.052837,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,9,6,"Success",0.000449,0.031114,0.017172,0.000221,0.00143,0.000821,7.9e-05,0.001155,0.052835,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,10,6,"Success",0.00049,0.033113,0.018126,0.000214,0.001426,0.000841,0.000105,0.0011,0.0558,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,11,6,"Success",0.000489,0.031056,0.017069,0.000185,0.001358,0.000797,9.8e-05,0.001108,0.052578,2048,0,2048
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,0,7,"Warmup",0.00054,0.037796,0.030664,0.000329,0.001993,0.001599,0.000177,0.001341,0.074848,4096,0,4096
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,1,7,"Warmup",0.000517,0.036878,0.030086,0.000328,0.002002,0.001381,0.000181,0.001299,0.073068,4096,0,4096
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,2,7,"Success",0.000519,0.03684,0.030223,0.000334,0.002042,0.001407,0.000175,0.001292,0.073254,4096,0,4096
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,3,7,"Success",0.000552,0.036867,0.030413,0.000337,0.001983,0.001392,0.00018,0.001228,0.073431,4096,0,4096
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,4,7,"Success",0.000562,0.037287,0.030056,0.000338,0.002002,0.001449,0.000158,0.00127,0.073565,4096,0,4096
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,5,7,"Success",0.000515,0.037026,0.030088,0.000321,0.00199,0.001406,0.000163,0.001287,0.07324,4096,0,4096
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,6,7,"Success",0.000536,0.036804,0.029859,0.000332,0.002009,0.001408,0.000163,0.001272,0.072836,4096,0,4096
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,7,7,"Success",0.00047,0.037012,0.03236,0.000327,0.001996,0.00138,0.000168,0.001284,0.07539,4096,0,4096
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,8,7,"Success",0.000534,0.036739,0.030029,0.000329,0.002014,0.001364,0.000172,0.001328,0.072902,4096,0,4096
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,9,7,"Success",0.000485,0.036851,0.029902,0.000335,0.002035,0.001363,0.000169,0.001315,0.07285,4096,0,4096
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,10,7,"Success",0.000655,0.040025,0.032677,0.000354,0.002177,0.001486,0.000198,0.0014,0.079439,4096,0,4096
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,11,7,"Success",0.00057,0.036967,0.029844,0.000319,0.002014,0.00138,0.000167,0.00127,0.072929,4096,0,4096
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,0,8,"Warmup",0.00047,0.050964,0.045274,0.0006,0.004601,0.003116,0.000248,0.001676,0.107398,8192,0,8192
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,1,8,"Warmup",0.000509,0.051509,0.046744,0.00057,0.003645,0.002939,0.000257,0.001675,0.108281,8192,0,8192
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,2,8,"Success",0.000449,0.049883,0.044115,0.000564,0.003545,0.002979,0.000245,0.00158,0.103731,8192,0,8192
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,3,8,"Success",0.000548,0.05022,0.04398,0.000565,0.003489,0.002949,0.000245,0.001666,0.10411,8192,0,8192
