; "SupportedThreads",40,"UsedThreads",40,"TotalMemory",540486615040,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1496259892,"CurrentTimeLocal","Wed May 31 21:44:52 2017","Hostname","r02n13"
; "Time_ContextCreate [ms]", 0.00035
; "Time_ContextDestroy [ms]", 3.9e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]"
"Fftw","Inplace","Complex","float",1,"powerof2",4194304,0,0,6,20,"Success",0.457595,2195.105753,16.907255,6.311286,17.970367,18.018956,5.108731,0.416582,2260.297554,33554432,0,33554432
"Fftw","Inplace","Complex","float",1,"powerof2",4194304,0,0,7,20,"Success",0.468797,2194.297811,16.996701,6.110472,18.156172,18.292432,5.123374,0.386973,2259.833717,33554432,0,33554432
"Fftw","Inplace","Complex","float",1,"powerof2",4194304,0,0,8,20,"Success",0.482151,2194.742851,16.981332,6.350536,18.16882,18.42519,5.167561,0.386217,2260.705698,33554432,0,33554432
"Fftw","Inplace","Complex","float",1,"powerof2",4194304,0,0,9,20,"Success",0.472855,2193.885989,16.934217,6.318027,18.139458,20.550321,5.217529,0.39156,2261.910955,33554432,0,33554432
"Fftw","Inplace","Complex","float",1,"powerof2",4194304,0,0,10,20,"Success",0.475265,2194.310443,17.036135,6.159063,18.325743,18.233712,4.837077,0.378096,2259.756699,33554432,0,33554432
"Fftw","Inplace","Complex","float",1,"powerof2",4194304,0,0,11,20,"Success",0.441795,2194.117668,17.000034,6.258563,18.172105,18.243446,5.22666,0.389328,2259.85041,33554432,0,33554432
"Fftw","Inplace","Complex","float",1,"powerof2",8388608,0,0,0,21,"Warmup",0.006982,18839.598566,19419.82344,8.538287,47.602314,38.539958,8.692905,1.048598,38363.8534,67108864,0,67108864
"Fftw","Inplace","Complex","float",1,"powerof2",8388608,0,0,1,21,"Warmup",0.00694,18956.459811,18915.830675,8.615278,48.677418,42.515009,8.573134,0.994692,37981.675215,67108864,0,67108864
"Fftw","Inplace","Complex","float",1,"powerof2",8388608,0,0,2,21,"Success",0.005776,19036.16607,17905.31709,8.349516,40.681477,35.848117,8.240835,0.960565,37035.571908,67108864,0,67108864
"Fftw","Inplace","Complex","float",1,"powerof2",8388608,0,0,3,21,"Success",0.006702,18036.436831,18293.225973,7.978232,43.500429,38.626781,8.339379,0.981996,36429.098684,67108864,0,67108864
"Fftw","Inplace","Complex","float",1,"powerof2",8388608,0,0,4,21,"Success",0.006567,17325.588762,17577.046733,8.349792,44.917644,40.082198,8.404053,0.935645,35005.333479,67108864,0,67108864
"Fftw","Inplace","Complex","float",1,"powerof2",8388608,0,0,5,21,"Success",0.006384,18604.725252,19415.870261,8.525063,45.016188,38.957759,8.72566,1.043242,38122.871966,67108864,0,67108864
"Fftw","Inplace","Complex","float",1,"powerof2",8388608,0,0,6,21,"Success",0.007104,19937.162187,18752.046615,8.191931,42.543867,38.836848,9.698901,0.979736,38789.469036,67108864,0,67108864
"Fftw","Inplace","Complex","float",1,"powerof2",8388608,0,0,7,21,"Success",0.00681,18266.059203,17922.16297,8.713256,40.506141,36.83652,8.859416,0.895252,36284.042198,67108864,0,67108864
"Fftw","Inplace","Complex","float",1,"powerof2",8388608,0,0,8,21,"Success",0.006499,17873.862687,17897.297912,8.605566,43.956317,37.13983,8.358454,0.950336,35870.179704,67108864,0,67108864
"Fftw","Inplace","Complex","float",1,"powerof2",8388608,0,0,9,21,"Success",0.005646,17421.551452,21295.091062,11.992541,45.186485,39.972085,10.296111,2.224777,38826.322489,67108864,0,67108864
"Fftw","Inplace","Complex","float",1,"powerof2",8388608,0,0,10,21,"Success",0.008294,18515.933105,17358.930892,10.495696,43.123803,37.063669,10.80084,1.268391,35977.626876,67108864,0,67108864
"Fftw","Inplace","Complex","float",1,"powerof2",8388608,0,0,11,21,"Success",0.014618,19711.123546,18734.19084,10.650832,49.942059,38.437932,9.328712,0.978599,38554.669346,67108864,0,67108864
"Fftw","Inplace","Complex","float",1,"radix357",9,0,0,0,22,"Warmup",0.000122,12.404117,1.314816,0.000106,0.000261,9.7e-05,0.000258,0.000661,13.720978,72,0,72
"Fftw","Inplace","Complex","float",1,"radix357",9,0,0,1,22,"Warmup",0.000154,1.299705,1.293485,0.000104,0.000146,7.2e-05,5.9e-05,0.000769,2.595029,72,0,72
"Fftw","Inplace","Complex","float",1,"radix357",9,0,0,2,22,"Success",0.000178,1.318569,1.295951,0.000102,0.00017,0.00014,7.5e-05,0.00063,2.616281,72,0,72
"Fftw","Inplace","Complex","float",1,"radix357",9,0,0,3,22,"Success",0.00017,1.307762,1.266025,9e-05,0.000169,0.000115,8.3e-05,0.000682,2.575522,72,0,72
"Fftw","Inplace","Complex","float",1,"radix357",9,0,0,4,22,"Success",0.000153,1.314179,1.775688,7.1e-05,0.000137,0.000121,6.7e-05,0.00064,3.09147,72,0,72
"Fftw","Inplace","Complex","float",1,"radix357",9,0,0,5,22,"Success",0.00016,1.314736,1.276502,0.000102,0.000152,0.000121,6.2e-05,0.000576,2.592872,72,0,72
"Fftw","Inplace","Complex","float",1,"radix357",9,0,0,6,22,"Success",0.000168,1.324143,1.279516,0.000101,0.00017,0.000128,7.6e-05,0.000576,2.605332,72,0,72
"Fftw","Inplace","Complex","float",1,"radix357",9,0,0,7,22,"Success",0.00017,1.330598,1.290247,0.000114,0.000138,0.000122,8e-05,0.000582,2.622501,72,0,72
"Fftw","Inplace","Complex","float",1,"radix357",9,0,0,8,22,"Success",0.000159,1.335899,1.268147,0.000103,0.000159,0.000104,8.3e-05,0.000593,2.605703,72,0,72
"Fftw","Inplace","Complex","float",1,"radix357",9,0,0,9,22,"Success",0.000166,1.287907,1.270393,0.000105,0.000137,0.000127,7.2e-05,0.000608,2.559961,72,0,72
"Fftw","Inplace","Complex","float",1,"radix357",9,0,0,10,22,"Success",0.000196,1.365237,3.479912,0.000103,0.000155,0.000112,0.000116,0.000654,4.846939,72,0,72
"Fftw","Inplace","Complex","float",1,"radix357",9,0,0,11,22,"Success",0.000194,1.318704,1.275169,0.000102,0.000142,0.000121,7.9e-05,0.000557,2.595487,72,0,72
"Fftw","Inplace","Complex","float",1,"radix357",25,0,0,0,35,"Warmup",0.000191,12.962604,12.912572,0.000159,0.000512,0.000203,6.9e-05,0.0008,25.877776,200,0,200
"Fftw","Inplace","Complex","float",1,"radix357",25,0,0,1,35,"Warmup",0.000163,12.809438,12.821233,0.00014,0.000436,0.00019,0.00013,0.001105,25.63338,200,0,200
"Fftw","Inplace","Complex","float",1,"radix357",25,0,0,2,35,"Success",0.000196,12.855611,12.771183,0.000176,0.000429,0.000188,6.9e-05,0.00086,25.629289,200,0,200
"Fftw","Inplace","Complex","float",1,"radix357",25,0,0,3,35,"Success",0.00017,12.859154,12.76383,0.00012,0.000465,0.000199,0.000128,0.001269,25.62585,200,0,200
"Fftw","Inplace","Complex","float",1,"radix357",25,0,0,4,35,"Success",0.000175,12.740278,12.680567,0.000164,0.000469,0.000191,6.9e-05,0.001149,25.4236,200,0,200
"Fftw","Inplace","Complex","float",1,"radix357",25,0,0,5,35,"Success",0.000174,12.758146,12.780429,0.000153,0.0008,0.000195,0.000133,0.000821,25.541355,200,0,200
"Fftw","Inplace","Complex","float",1,"radix357",25,0,0,6,35,"Success",0.000191,12.732431,12.711225,0.000185,0.000491,0.000194,6.6e-05,0.001076,25.446807,200,0,200
"Fftw","Inplace","Complex","float",1,"radix357",25,0,0,7,35,"Success",0.000175,13.54205,12.723451,0.000422,0.000604,0.000195,0.000129,0.00088,26.268486,200,0,200
"Fftw","Inplace","Complex","float",1,"radix357",25,0,0,8,35,"Success",0.000195,15.674945,12.907414,0.000177,0.00052,0.000237,9.4e-05,0.001049,28.585282,200,0,200
"Fftw","Inplace","Complex","float",1,"radix357",25,0,0,9,35,"Success",0.000238,12.826166,12.891731,0.000131,0.000524,0.000249,0.000139,0.001327,25.721167,200,0,200
"Fftw","Inplace","Complex","float",1,"radix357",25,0,0,10,35,"Success",0.000207,13.024837,13.003084,0.000176,0.000496,0.000237,0.000116,0.000972,26.030791,200,0,200
"Fftw","Inplace","Complex","float",1,"radix357",25,0,0,11,35,"Success",0.000218,12.802716,12.902084,0.0001,0.000496,0.00023,0.000154,0.001213,25.707899,200,0,200
"Fftw","Inplace","Complex","float",1,"radix357",27,0,0,0,23,"Warmup",0.000191,32.831244,32.71164,0.000147,0.012355,0.013944,0.001421,0.006686,65.578532,216,0,216
"Fftw","Inplace","Complex","float",1,"radix357",27,0,0,1,23,"Warmup",0.000157,32.998484,32.616028,0.000141,0.011823,0.015833,0.000853,0.006175,65.650333,216,0,216
"Fftw","Inplace","Complex","float",1,"radix357",27,0,0,2,23,"Success",0.000192,33.141345,32.843511,0.000151,0.013334,0.014881,0.000624,0.007251,66.022102,216,0,216
"Fftw","Inplace","Complex","float",1,"radix357",27,0,0,3,23,"Success",0.000167,32.894313,32.626482,0.000153,0.0133,0.013539,0.001412,0.006402,65.557567,216,0,216
"Fftw","Inplace","Complex","float",1,"radix357",27,0,0,4,23,"Success",0.000182,32.83003,32.261142,0.000171,0.013193,0.014606,0.00061,0.009304,65.130207,216,0,216
"Fftw","Inplace","Complex","float",1,"radix357",27,0,0,5,23,"Success",0.000259,32.798139,32.672285,0.000166,0.016208,0.015387,0.002294,0.007701,65.513101,216,0,216
"Fftw","Inplace","Complex","float",1,"radix357",27,0,0,6,23,"Success",0.000171,32.754457,32.662601,0.00015,0.012909,0.014183,0.000191,0.00979,65.455319,216,0,216
"Fftw","Inplace","Complex","float",1,"radix357",27,0,0,7,23,"Success",0.00016,32.976674,32.57086,0.000152,0.01223,0.01578,0.000159,0.006224,65.582947,216,0,216
"Fftw","Inplace","Complex","float",1,"radix357",27,0,0,8,23,"Success",0.000179,32.694284,33.329199,0.000164,0.012145,0.014582,0.001431,0.007785,66.060557,216,0,216
"Fftw","Inplace","Complex","float",1,"radix357",27,0,0,9,23,"Success",0.000182,32.860848,32.581504,0.000158,0.015227,0.014132,0.00113,0.008681,65.482641,216,0,216
"Fftw","Inplace","Complex","float",1,"radix357",27,0,0,10,23,"Success",0.00018,32.507929,31.685821,0.000159,0.011342,0.014245,0.000309,0.007305,64.228099,216,0,216
"Fftw","Inplace","Complex","float",1,"radix357",27,0,0,11,23,"Success",0.000191,31.637699,31.776455,0.000174,0.013082,0.013612,0.000164,0.006692,63.448885,216,0,216
"Fftw","Inplace","Complex","float",1,"radix357",49,0,0,0,44,"Warmup",0.00015,17.03852,17.100695,0.000171,0.013539,0.013885,0.001455,0.008531,34.178331,392,0,392
"Fftw","Inplace","Complex","float",1,"radix357",49,0,0,1,44,"Warmup",0.000194,16.942616,16.770289,0.000192,0.012822,0.015232,0.001874,0.008411,33.75242,392,0,392
"Fftw","Inplace","Complex","float",1,"radix357",49,0,0,2,44,"Success",0.000161,16.843884,16.751237,0.000207,0.014385,0.016302,0.001158,0.007948,33.635945,392,0,392
"Fftw","Inplace","Complex","float",1,"radix357",49,0,0,3,44,"Success",0.000149,16.894354,16.798147,0.00023,0.013986,0.015601,0.000342,0.007884,33.73236,392,0,392
"Fftw","Inplace","Complex","float",1,"radix357",49,0,0,4,44,"Success",0.000181,16.897633,16.713669,0.000164,0.014396,0.015784,0.001918,0.007961,33.652572,392,0,392
"Fftw","Inplace","Complex","float",1,"radix357",49,0,0,5,44,"Success",0.000163,16.900203,16.713741,0.000186,0.013288,0.014623,0.000729,0.010038,33.653762,392,0,392
"Fftw","Inplace","Complex","float",1,"radix357",49,0,0,6,44,"Success",0.000171,16.879443,16.796857,0.000145,0.013548,0.014113,0.001526,0.008595,33.715284,392,0,392
"Fftw","Inplace","Complex","float",1,"radix357",49,0,0,7,44,"Success",0.000149,16.93975,16.760711,0.000197,0.013137,0.015555,0.000219,0.007909,33.738658,392,0,392
"Fftw","Inplace","Complex","float",1,"radix357",49,0,0,8,44,"Success",0.000212,16.928706,16.722415,0.000195,0.01453,0.014932,0.000252,0.009918,33.692125,392,0,392
"Fftw","Inplace","Complex","float",1,"radix357",49,0,0,9,44,"Success",0.000183,16.909024,16.767955,0.000192,0.013587,0.013908,0.000519,0.008674,33.714952,392,0,392
"Fftw","Inplace","Complex","float",1,"radix357",49,0,0,10,44,"Success",0.000159,17.218079,16.818935,0.000205,0.013629,0.015058,0.001879,0.008911,34.077567,392,0,392
"Fftw","Inplace","Complex","float",1,"radix357",49,0,0,11,44,"Success",0.000184,16.897904,16.717571,0.000182,0.013175,0.015287,0.000774,0.008005,33.654186,392,0,392
"Fftw","Inplace","Complex","float",1,"radix357",81,0,0,0,24,"Warmup",0.000172,50.601865,49.28814,0.000191,0.019182,0.018001,0.00095,0.008453,99.937844,648,0,648
"Fftw","Inplace","Complex","float",1,"radix357",81,0,0,1,24,"Warmup",0.000175,49.1051,48.78974,0.000188,0.020049,0.018254,0.002443,0.006648,97.943343,648,0,648
"Fftw","Inplace","Complex","float",1,"radix357",81,0,0,2,24,"Success",0.000167,49.022845,48.85372,0.000185,0.013105,0.0181,0.002486,0.008397,97.919688,648,0,648
"Fftw","Inplace","Complex","float",1,"radix357",81,0,0,3,24,"Success",0.000189,48.672047,49.184564,0.00021,0.015402,0.016556,0.000474,0.008768,97.899228,648,0,648
"Fftw","Inplace","Complex","float",1,"radix357",81,0,0,4,24,"Success",0.000185,48.992547,48.540025,0.000171,0.016312,0.016316,0.002148,0.00849,97.57694,648,0,648
"Fftw","Inplace","Complex","float",1,"radix357",81,0,0,5,24,"Success",0.000172,51.593515,49.013875,0.00019,0.016648,0.016728,0.001424,0.009347,100.6525,648,0,648
"Fftw","Inplace","Complex","float",1,"radix357",81,0,0,6,24,"Success",0.000222,48.917342,48.754052,0.000207,0.01663,0.013955,0.001641,0.007853,97.712797,648,0,648
"Fftw","Inplace","Complex","float",1,"radix357",81,0,0,7,24,"Success",0.000166,48.503788,48.390534,0.000147,0.01428,0.016661,0.002106,0.00949,96.937993,648,0,648
"Fftw","Inplace","Complex","float",1,"radix357",81,0,0,8,24,"Success",0.000176,49.033887,48.970207,0.000197,0.018339,0.01787,0.001776,0.007524,98.050964,648,0,648
"Fftw","Inplace","Complex","float",1,"radix357",81,0,0,9,24,"Success",0.00018,48.881972,48.762261,0.000181,0.012474,0.016937,0.001924,0.007936,97.684681,648,0,648
"Fftw","Inplace","Complex","float",1,"radix357",81,0,0,10,24,"Success",0.000166,52.360294,49.28081,0.000228,0.018053,0.017192,0.002647,0.009551,101.689682,648,0,648
"Fftw","Inplace","Complex","float",1,"radix357",81,0,0,11,24,"Success",0.000157,48.768193,49.074273,0.000175,0.015869,0.016025,0.001668,0.007845,97.885453,648,0,648
"Fftw","Inplace","Complex","float",1,"radix357",125,0,0,0,36,"Warmup",0.000201,48.092553,47.711602,0.000276,0.01914,0.019818,0.002423,0.019653,95.866478,1000,0,1000
"Fftw","Inplace","Complex","float",1,"radix357",125,0,0,1,36,"Warmup",0.000144,47.908669,47.833525,0.000251,0.018461,0.021099,0.000336,0.021539,95.804913,1000,0,1000
"Fftw","Inplace","Complex","float",1,"radix357",125,0,0,2,36,"Success",0.000249,48.065583,47.51769,0.000244,0.019429,0.021413,0.000491,0.023907,95.649873,1000,0,1000
"Fftw","Inplace","Complex","float",1,"radix357",125,0,0,3,36,"Success",0.000155,47.845675,47.720671,0.000277,0.016076,0.01849,0.002825,0.022749,95.62778,1000,0,1000
"Fftw","Inplace","Complex","float",1,"radix357",125,0,0,4,36,"Success",0.000178,47.732185,47.442005,0.000275,0.021448,0.019139,0.002588,0.024226,95.24355,1000,0,1000
"Fftw","Inplace","Complex","float",1,"radix357",125,0,0,5,36,"Success",0.000173,47.796481,47.42996,0.000244,0.018266,0.019845,0.000386,0.025495,95.291679,1000,0,1000
"Fftw","Inplace","Complex","float",1,"radix357",125,0,0,6,36,"Success",0.000171,47.798196,47.504204,0.0002,0.018905,0.017449,0.002208,0.024033,95.366185,1000,0,1000
"Fftw","Inplace","Complex","float",1,"radix357",125,0,0,7,36,"Success",0.000237,47.768139,47.558437,0.000218,0.017818,0.020216,0.00157,0.02136,95.388904,1000,0,1000
"Fftw","Inplace","Complex","float",1,"radix357",125,0,0,8,36,"Success",0.000154,47.68251,51.697533,0.0002,0.018069,0.017333,0.002802,0.022876,99.442274,1000,0,1000
"Fftw","Inplace","Complex","float",1,"radix357",125,0,0,9,36,"Success",0.000196,48.285051,48.381542,0.000275,0.018948,0.017518,0.002505,0.022111,96.728986,1000,0,1000
"Fftw","Inplace","Complex","float",1,"radix357",125,0,0,10,36,"Success",0.000191,48.13571,47.634817,0.000298,0.021362,0.020919,0.001966,0.021109,95.837223,1000,0,1000
"Fftw","Inplace","Complex","float",1,"radix357",125,0,0,11,36,"Success",0.000204,49.013307,47.840041,0.000249,0.01802,0.019528,0.001614,0.021751,96.915773,1000,0,1000
"Fftw","Inplace","Complex","float",1,"radix357",243,0,0,0,25,"Warmup",0.000271,104.990223,102.878222,0.000405,0.05056,0.04876,0.002415,0.046365,208.01811,1944,0,1944
"Fftw","Inplace","Complex","float",1,"radix357",243,0,0,1,25,"Warmup",0.000263,105.130073,101.062782,0.00042,0.043889,0.044697,0.00077,0.052458,206.336228,1944,0,1944
"Fftw","Inplace","Complex","float",1,"radix357",243,0,0,2,25,"Success",0.00036,104.010993,100.878371,0.000425,0.047273,0.042831,0.000452,0.053734,205.03526,1944,0,1944
"Fftw","Inplace","Complex","float",1,"radix357",243,0,0,3,25,"Success",0.000269,105.711803,105.224239,0.000406,0.05289,0.050818,0.001466,0.062558,211.105797,1944,0,1944
"Fftw","Inplace","Complex","float",1,"radix357",243,0,0,4,25,"Success",0.000267,111.553926,102.832964,0.000451,0.046906,0.042365,0.001825,0.042092,214.521962,1944,0,1944
"Fftw","Inplace","Complex","float",1,"radix357",243,0,0,5,25,"Success",0.000294,108.287191,104.349383,0.000419,0.048852,0.044413,0.000957,0.046089,212.779112,1944,0,1944
"Fftw","Inplace","Complex","float",1,"radix357",243,0,0,6,25,"Success",0.000407,105.745071,105.420741,0.000457,0.048227,0.046031,0.000495,0.029684,211.292527,1944,0,1944
"Fftw","Inplace","Complex","float",1,"radix357",243,0,0,7,25,"Success",0.000312,107.186949,102.292455,0.000401,0.04871,0.046637,0.000465,0.032513,209.609241,1944,0,1944
"Fftw","Inplace","Complex","float",1,"radix357",243,0,0,8,25,"Success",0.000294,104.073401,100.483009,0.000457,0.045306,0.047552,0.000557,0.02743,204.678812,1944,0,1944
"Fftw","Inplace","Complex","float",1,"radix357",243,0,0,9,25,"Success",0.000303,103.344534,103.04276,0.000414,0.041805,0.047086,0.001558,0.029569,206.50924,1944,0,1944
"Fftw","Inplace","Complex","float",1,"radix357",243,0,0,10,25,"Success",0.000294,103.680408,101.196922,0.000507,0.03862,0.042696,0.001865,0.029576,204.991925,1944,0,1944
"Fftw","Inplace","Complex","float",1,"radix357",243,0,0,11,25,"Success",0.000338,104.879998,102.968018,0.000522,0.042834,0.047946,0.002265,0.025407,207.967951,1944,0,1944
"Fftw","Inplace","Complex","float",1,"radix357",343,0,0,0,45,"Warmup",0.00029,26.141292,23.8199,0.000474,0.048288,0.047957,0.001494,0.044312,50.104944,2744,0,2744
"Fftw","Inplace","Complex","float",1,"radix357",343,0,0,1,45,"Warmup",0.000258,26.14661,23.835275,0.000508,0.055612,0.053869,0.000616,0.059009,50.152626,2744,0,2744
"Fftw","Inplace","Complex","float",1,"radix357",343,0,0,2,45,"Success",0.000284,26.208783,23.738809,0.000577,0.049669,0.047074,0.002255,0.049963,50.098295,2744,0,2744
"Fftw","Inplace","Complex","float",1,"radix357",343,0,0,3,45,"Success",0.000244,26.341916,23.902236,0.000522,0.051702,0.050595,0.000519,0.054938,50.403687,2744,0,2744
"Fftw","Inplace","Complex","float",1,"radix357",343,0,0,4,45,"Success",0.000283,26.009052,23.587851,0.000491,0.048529,0.049573,0.002645,0.05268,49.751989,2744,0,2744
"Fftw","Inplace","Complex","float",1,"radix357",343,0,0,5,45,"Success",0.000267,26.162992,23.602321,0.000516,0.04886,0.050755,0.001748,0.0483,49.916824,2744,0,2744
"Fftw","Inplace","Complex","float",1,"radix357",343,0,0,6,45,"Success",0.000275,25.961405,23.736731,0.000491,0.048424,0.04671,0.001878,0.048812,49.846512,2744,0,2744
"Fftw","Inplace","Complex","float",1,"radix357",343,0,0,7,45,"Success",0.000296,26.264423,23.535508,0.000583,0.051652,0.051623,0.000533,0.058981,49.964522,2744,0,2744
"Fftw","Inplace","Complex","float",1,"radix357",343,0,0,8,45,"Success",0.000247,26.126506,23.586662,0.000436,0.050325,0.05015,0.000747,0.054089,49.870079,2744,0,2744
"Fftw","Inplace","Complex","float",1,"radix357",343,0,0,9,45,"Success",0.00028,26.133836,23.413942,0.000555,0.048415,0.050557,0.00123,0.049004,49.699522,2744,0,2744
"Fftw","Inplace","Complex","float",1,"radix357",343,0,0,10,45,"Success",0.000283,26.274309,23.841848,0.000536,0.054574,0.052338,0.001562,0.065759,50.292401,2744,0,2744
"Fftw","Inplace","Complex","float",1,"radix357",343,0,0,11,45,"Success",0.000248,26.339024,23.440832,0.000579,0.054349,0.051533,0.001904,0.05783,49.947849,2744,0,2744
"Fftw","Inplace","Complex","float",1,"radix357",625,0,0,0,37,"Warmup",0.000279,101.088651,100.196459,0.000573,0.02153,0.029604,0.003619,0.021625,201.363291,5000,0,5000
"Fftw","Inplace","Complex","float",1,"radix357",625,0,0,1,37,"Warmup",0.00022,100.750593,98.451888,0.00052,0.029205,0.027903,0.003047,0.028839,199.29315,5000,0,5000
"Fftw","Inplace","Complex","float",1,"radix357",625,0,0,2,37,"Success",0.000241,110.911219,103.051735,0.00052,0.025751,0.032542,0.003345,0.027593,214.053831,5000,0,5000
"Fftw","Inplace","Complex","float",1,"radix357",625,0,0,3,37,"Success",0.00032,101.599628,99.931501,0.000541,0.020204,0.028084,0.003795,0.026304,201.611145,5000,0,5000
"Fftw","Inplace","Complex","float",1,"radix357",625,0,0,4,37,"Success",0.000303,101.544278,100.221217,0.000475,0.026421,0.024254,0.003707,0.0247,201.846238,5000,0,5000
"Fftw","Inplace","Complex","float",1,"radix357",625,0,0,5,37,"Success",0.000338,103.06529,99.993283,0.000694,0.026338,0.027359,0.001157,0.02469,203.140224,5000,0,5000
"Fftw","Inplace","Complex","float",1,"radix357",625,0,0,6,37,"Success",0.000291,101.728287,99.613028,0.000524,0.025376,0.028594,0.001383,0.025524,201.423886,5000,0,5000
"Fftw","Inplace","Complex","float",1,"radix357",625,0,0,7,37,"Success",0.000247,101.940775,99.770764,0.000561,0.030295,0.02522,0.004393,0.026882,201.801221,5000,0,5000
"Fftw","Inplace","Complex","float",1,"radix357",625,0,0,8,37,"Success",0.000229,102.018595,100.532966,0.000595,0.029432,0.027369,0.003437,0.029622,202.643266,5000,0,5000
"Fftw","Inplace","Complex","float",1,"radix357",625,0,0,9,37,"Success",0.000308,101.754596,99.401638,0.000539,0.025965,0.028001,0.001334,0.024123,201.23729,5000,0,5000
"Fftw","Inplace","Complex","float",1,"radix357",625,0,0,10,37,"Success",0.000262,102.106186,100.696796,0.000576,0.02304,0.028677,0.001021,0.02145,202.879464,5000,0,5000
"Fftw","Inplace","Complex","float",1,"radix357",625,0,0,11,37,"Success",0.000273,101.016231,100.118812,0.0006,0.024411,0.025372,0.002228,0.028103,201.216928,5000,0,5000
"Fftw","Inplace","Complex","float",1,"radix357",729,0,0,0,26,"Warmup",0.00035,178.635205,172.730716,0.000989,0.053254,0.050024,0.00118,0.060651,351.534275,5832,0,5832
"Fftw","Inplace","Complex","float",1,"radix357",729,0,0,1,26,"Warmup",0.000237,181.508505,174.852917,0.000944,0.060281,0.052187,0.002421,0.067082,356.545425,5832,0,5832
"Fftw","Inplace","Complex","float",1,"radix357",729,0,0,2,26,"Success",0.000239,180.333725,177.170648,0.000967,0.053201,0.048104,0.00336,0.067224,357.678548,5832,0,5832
"Fftw","Inplace","Complex","float",1,"radix357",729,0,0,3,26,"Success",0.000252,181.197383,175.105542,0.00092,0.058406,0.048356,0.001807,0.068944,356.48236,5832,0,5832
"Fftw","Inplace","Complex","float",1,"radix357",729,0,0,4,26,"Success",0.000246,184.100905,175.915835,0.001006,0.05391,0.050215,0.002988,0.069485,360.195707,5832,0,5832
"Fftw","Inplace","Complex","float",1,"radix357",729,0,0,5,26,"Success",0.000271,181.22667,177.037949,0.001045,0.054649,0.048453,0.002611,0.07646,358.449577,5832,0,5832
"Fftw","Inplace","Complex","float",1,"radix357",729,0,0,6,26,"Success",0.000249,181.383432,178.076028,0.000973,0.050037,0.049977,0.002719,0.075564,359.640938,5832,0,5832
"Fftw","Inplace","Complex","float",1,"radix357",729,0,0,7,26,"Success",0.000236,179.034681,177.990236,0.000993,0.051002,0.048616,0.003443,0.067504,357.198877,5832,0,5832
"Fftw","Inplace","Complex","float",1,"radix357",729,0,0,8,26,"Success",0.000301,178.941077,177.551027,0.001008,0.059533,0.05075,0.001178,0.071006,356.679399,5832,0,5832
"Fftw","Inplace","Complex","float",1,"radix357",729,0,0,9,26,"Success",0.000296,180.756894,174.752713,0.001075,0.051059,0.051529,0.004061,0.072711,355.691355,5832,0,5832
"Fftw","Inplace","Complex","float",1,"radix357",729,0,0,10,26,"Success",0.000281,179.289634,176.06786,0.000899,0.057016,0.048653,0.002065,0.073396,355.541815,5832,0,5832
"Fftw","Inplace","Complex","float",1,"radix357",729,0,0,11,26,"Success",0.00027,176.985448,173.387637,0.000874,0.050358,0.046187,0.001058,0.081089,350.554698,5832,0,5832
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,0,27,"Warmup",0.000269,229.730768,226.494594,0.001693,0.07526,0.072756,0.002331,0.145631,456.524382,17496,0,17496
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,1,27,"Warmup",0.000275,231.885422,232.988968,0.001648,0.059319,0.070687,0.003365,0.161938,465.172412,17496,0,17496
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,2,27,"Success",0.00026,229.46723,448.274335,0.001729,0.076572,0.064648,0.00101,0.146912,678.034101,17496,0,17496
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,3,27,"Success",0.000205,228.37021,225.819038,0.001679,0.076598,0.073712,0.003324,0.146182,454.491804,17496,0,17496
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,4,27,"Success",0.000262,231.238503,233.983557,0.001744,0.064493,0.070329,0.00096,0.165211,465.525835,17496,0,17496
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,5,27,"Success",0.000231,229.320204,228.178968,0.001741,0.075275,0.064881,0.001076,0.161083,457.805591,17496,0,17496
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,6,27,"Success",0.000302,229.840895,229.139121,0.001748,0.074568,0.070539,0.001019,0.161742,459.290635,17496,0,17496
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,7,27,"Success",0.000247,228.324256,228.013587,0.00167,0.073388,0.065946,0.000993,0.182443,456.663302,17496,0,17496
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,8,27,"Success",0.000253,228.037009,225.28091,0.001636,0.077666,0.072331,0.003764,0.122522,453.596917,17496,0,17496
"Fftw","Inplace","Complex","float",1,"radix357",2187,0,0,9,27,"Success",0.000341,229.417663,229.958326,0.001741,0.079422,0.070287,0.000978,0.141551,459.671338,17496,0,17496
