; "SupportedThreads",40,"UsedThreads",40,"TotalMemory",540486615040,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1496259892,"CurrentTimeLocal","Wed May 31 21:44:52 2017","Hostname","r02n13"
; "Time_ContextCreate [ms]", 0.00035
; "Time_ContextDestroy [ms]", 3.9e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]"
"Fftw","Outplace","Complex","double",1,"oddshape",6859,0,0,1,109,"Warmup",0.000448,37.40017,37.126176,0.018844,0.067584,0.057204,0.017318,0.127426,74.815825,219488,0,109744
"Fftw","Outplace","Complex","double",1,"oddshape",6859,0,0,2,109,"Success",0.00043,37.38655,36.476094,0.018958,0.069109,0.052072,0.017621,0.117515,74.139815,219488,0,109744
"Fftw","Outplace","Complex","double",1,"oddshape",6859,0,0,3,109,"Success",0.000499,40.78441,36.789203,0.018816,0.06356,0.049961,0.017279,0.124286,77.849148,219488,0,109744
"Fftw","Outplace","Complex","double",1,"oddshape",6859,0,0,4,109,"Success",0.000512,36.94454,38.018512,0.018702,0.069758,0.053629,0.016647,0.108725,75.231884,219488,0,109744
"Fftw","Outplace","Complex","double",1,"oddshape",6859,0,0,5,109,"Success",0.000443,36.578288,38.282204,0.01879,0.069913,0.055682,0.017721,0.122502,75.146245,219488,0,109744
"Fftw","Outplace","Complex","double",1,"oddshape",6859,0,0,6,109,"Success",0.000488,37.15371,37.201863,0.018947,0.072796,0.059903,0.017702,0.131142,74.657671,219488,0,109744
"Fftw","Outplace","Complex","double",1,"oddshape",6859,0,0,7,109,"Success",0.000405,38.307308,36.827751,0.018705,0.066787,0.051973,0.017018,0.116347,75.406996,219488,0,109744
"Fftw","Outplace","Complex","double",1,"oddshape",6859,0,0,8,109,"Success",0.000524,38.223726,37.20078,0.018876,0.070244,0.059006,0.01979,0.125499,75.719324,219488,0,109744
"Fftw","Outplace","Complex","double",1,"oddshape",6859,0,0,9,109,"Success",0.000441,37.33541,37.223123,0.018577,0.069877,0.057373,0.018478,0.130328,74.854408,219488,0,109744
"Fftw","Outplace","Complex","double",1,"oddshape",6859,0,0,10,109,"Success",0.00049,37.653531,36.900569,0.01872,0.065958,0.052925,0.016378,0.119385,74.828712,219488,0,109744
"Fftw","Outplace","Complex","double",1,"oddshape",6859,0,0,11,109,"Success",0.000413,37.533593,37.842431,0.019259,0.079763,0.056425,0.018336,0.125436,75.676356,219488,0,109744
"Fftw","Outplace","Complex","double",1,"oddshape",130321,0,0,0,110,"Warmup",0.000597,243.573282,246.981065,0.269254,0.576629,0.570261,0.359801,0.174336,492.505849,4170272,0,2085136
"Fftw","Outplace","Complex","double",1,"oddshape",130321,0,0,1,110,"Warmup",0.000379,241.472799,248.5306,0.27354,0.570621,0.574674,0.36016,0.158342,491.942201,4170272,0,2085136
"Fftw","Outplace","Complex","double",1,"oddshape",130321,0,0,2,110,"Success",0.0005,233.256455,244.327136,0.270204,0.57353,0.576988,0.356499,0.157477,479.519407,4170272,0,2085136
"Fftw","Outplace","Complex","double",1,"oddshape",130321,0,0,3,110,"Success",0.000439,246.11068,238.367073,0.26823,0.572463,0.579954,0.35666,0.166222,486.422383,4170272,0,2085136
"Fftw","Outplace","Complex","double",1,"oddshape",130321,0,0,4,110,"Success",0.000512,242.170821,235.557751,0.269036,0.573994,0.580779,0.367174,0.155602,479.676722,4170272,0,2085136
"Fftw","Outplace","Complex","double",1,"oddshape",130321,0,0,5,110,"Success",0.000444,245.325272,245.595902,0.267361,0.573451,0.576367,0.357206,0.152194,492.84888,4170272,0,2085136
"Fftw","Outplace","Complex","double",1,"oddshape",130321,0,0,6,110,"Success",0.000504,250.167965,247.187278,0.27065,0.576848,0.584603,0.35835,0.160835,499.307651,4170272,0,2085136
"Fftw","Outplace","Complex","double",1,"oddshape",130321,0,0,7,110,"Success",0.000466,248.878567,239.221277,0.274124,0.575026,0.579949,0.356456,0.154269,490.040809,4170272,0,2085136
"Fftw","Outplace","Complex","double",1,"oddshape",130321,0,0,8,110,"Success",0.000604,252.776104,237.520367,0.270198,0.572245,0.575306,0.355216,0.159374,492.230103,4170272,0,2085136
"Fftw","Outplace","Complex","double",1,"oddshape",130321,0,0,9,110,"Success",0.000415,240.574008,247.356024,0.270371,0.574998,0.579947,0.362487,0.16271,489.881613,4170272,0,2085136
"Fftw","Outplace","Complex","double",1,"oddshape",130321,0,0,10,110,"Success",0.000495,237.925905,235.809762,0.270495,0.578643,0.580316,0.357905,0.153878,475.67809,4170272,0,2085136
"Fftw","Outplace","Complex","double",1,"oddshape",130321,0,0,11,110,"Success",0.000375,238.717864,250.195811,0.271222,0.577298,0.584762,0.372969,0.165059,490.88608,4170272,0,2085136
"Fftw","Outplace","Complex","double",1,"oddshape",2476099,0,0,0,111,"Warmup",0.017258,5805.571794,6320.326101,5.008143,11.610259,12.793837,5.012703,10.084102,12170.428104,79235168,0,39617584
"Fftw","Outplace","Complex","double",1,"oddshape",2476099,0,0,1,111,"Warmup",0.016789,6010.938735,5946.939589,5.099969,11.837971,11.653737,4.370319,9.588021,12000.44698,79235168,0,39617584
"Fftw","Outplace","Complex","double",1,"oddshape",2476099,0,0,2,111,"Success",0.017049,6289.957756,6620.851465,6.603919,12.482747,13.462923,5.048367,10.45982,12958.885471,79235168,0,39617584
"Fftw","Outplace","Complex","double",1,"oddshape",2476099,0,0,3,111,"Success",0.015763,5849.965253,5736.844184,6.214967,12.022012,12.150911,4.518341,8.88753,11630.620711,79235168,0,39617584
"Fftw","Outplace","Complex","double",1,"oddshape",2476099,0,0,4,111,"Success",0.015699,5977.423109,6593.637337,6.167834,13.179968,13.847788,4.414082,10.384588,12619.072922,79235168,0,39617584
"Fftw","Outplace","Complex","double",1,"oddshape",2476099,0,0,5,111,"Success",0.016246,5716.26867,5786.348482,6.16709,11.952424,12.226441,4.39543,8.762861,11546.139692,79235168,0,39617584
"Fftw","Outplace","Complex","double",1,"oddshape",2476099,0,0,6,111,"Success",0.015539,5762.476032,5737.18201,6.245309,11.741396,15.745162,4.427186,8.727986,11546.562737,79235168,0,39617584
"Fftw","Outplace","Complex","double",1,"oddshape",2476099,0,0,7,111,"Success",0.017463,6064.626174,6265.115891,5.267309,11.956951,11.939017,5.101749,10.287427,12374.3135,79235168,0,39617584
"Fftw","Outplace","Complex","double",1,"oddshape",2476099,0,0,8,111,"Success",0.015802,5643.57563,5613.906463,5.117463,11.941751,11.810198,4.345509,9.517605,11300.232306,79235168,0,39617584
"Fftw","Outplace","Complex","double",1,"oddshape",2476099,0,0,9,111,"Success",0.016131,5771.342695,5607.747311,5.090416,11.864571,11.707867,4.333796,9.480805,11421.58515,79235168,0,39617584
"Fftw","Outplace","Complex","double",1,"oddshape",2476099,0,0,10,111,"Success",0.015662,5733.171308,5632.68783,5.087387,11.868475,11.720262,4.351452,9.560498,11408.4645,79235168,0,39617584
"Fftw","Outplace","Complex","double",1,"oddshape",2476099,0,0,11,111,"Success",0.017395,5743.297866,6361.07466,6.413348,11.840734,11.761036,5.056798,10.432479,12149.898558,79235168,0,39617584
"Fftw","Outplace","Complex","double",1,"powerof2",4,0,0,0,56,"Warmup",0.000238,0.204867,0.197117,0.000125,0.000171,0.000132,7.5e-05,0.000569,0.403648,128,0,64
"Fftw","Outplace","Complex","double",1,"powerof2",4,0,0,1,56,"Warmup",0.000241,0.202454,0.197021,7e-05,0.000131,4.8e-05,5.9e-05,0.000488,0.400794,128,0,64
"Fftw","Outplace","Complex","double",1,"powerof2",4,0,0,2,56,"Success",0.00017,0.201981,0.202018,9.4e-05,0.00015,5.3e-05,5.2e-05,0.000464,0.405258,128,0,64
"Fftw","Outplace","Complex","double",1,"powerof2",4,0,0,3,56,"Success",0.000196,0.204081,0.196612,0.00011,0.000116,4.8e-05,3.4e-05,0.000464,0.401947,128,0,64
"Fftw","Outplace","Complex","double",1,"powerof2",4,0,0,4,56,"Success",0.000163,0.2051,0.197015,0.000115,0.000124,5.9e-05,4.2e-05,0.000444,0.403317,128,0,64
"Fftw","Outplace","Complex","double",1,"powerof2",4,0,0,5,56,"Success",0.00019,0.20127,0.218612,0.000108,0.000118,5.5e-05,3.6e-05,0.000475,0.421135,128,0,64
"Fftw","Outplace","Complex","double",1,"powerof2",4,0,0,6,56,"Success",0.000182,0.203429,0.196339,0.000111,0.000139,6.5e-05,3.6e-05,0.000475,0.401026,128,0,64
"Fftw","Outplace","Complex","double",1,"powerof2",4,0,0,7,56,"Success",0.000166,0.204967,0.196883,0.00011,0.000137,5.7e-05,4.1e-05,0.000446,0.403073,128,0,64
"Fftw","Outplace","Complex","double",1,"powerof2",4,0,0,8,56,"Success",0.000189,0.200993,0.197177,9.3e-05,0.000127,5.6e-05,4.1e-05,0.000419,0.39935,128,0,64
"Fftw","Outplace","Complex","double",1,"powerof2",4,0,0,9,56,"Success",0.000201,0.20366,0.196228,6.6e-05,0.000136,6.4e-05,4.3e-05,0.000459,0.401104,128,0,64
"Fftw","Outplace","Complex","double",1,"powerof2",4,0,0,10,56,"Success",0.000154,0.200897,0.201953,7.1e-05,0.000139,5.4e-05,4.1e-05,0.000448,0.404008,128,0,64
"Fftw","Outplace","Complex","double",1,"powerof2",4,0,0,11,56,"Success",0.000206,0.201167,0.197355,6.8e-05,0.000137,5.8e-05,4.3e-05,0.00043,0.399722,128,0,64
"Fftw","Outplace","Complex","double",1,"powerof2",8,0,0,0,57,"Warmup",0.000209,0.192002,0.18009,0.000113,0.000189,7.9e-05,6.2e-05,0.000554,0.373637,256,0,128
"Fftw","Outplace","Complex","double",1,"powerof2",8,0,0,1,57,"Warmup",0.000233,0.189131,0.15438,0.000108,0.000126,5.2e-05,4.8e-05,0.000509,0.344877,256,0,128
"Fftw","Outplace","Complex","double",1,"powerof2",8,0,0,2,57,"Success",0.000199,0.187991,0.179184,9.7e-05,0.000133,6.8e-05,4.6e-05,0.000485,0.368479,256,0,128
"Fftw","Outplace","Complex","double",1,"powerof2",8,0,0,3,57,"Success",0.000211,0.1843,0.178838,0.00012,0.000109,5.9e-05,4.3e-05,0.00047,0.364441,256,0,128
"Fftw","Outplace","Complex","double",1,"powerof2",8,0,0,4,57,"Success",0.000208,0.188804,0.190849,9.6e-05,0.000106,5.9e-05,4.5e-05,0.000477,0.380919,256,0,128
"Fftw","Outplace","Complex","double",1,"powerof2",8,0,0,5,57,"Success",0.000202,0.184299,0.182791,9.1e-05,0.000116,6.1e-05,3.7e-05,0.000485,0.368358,256,0,128
"Fftw","Outplace","Complex","double",1,"powerof2",8,0,0,6,57,"Success",0.00022,0.184191,0.178361,7.7e-05,0.000134,5.7e-05,4.2e-05,0.000495,0.363833,256,0,128
"Fftw","Outplace","Complex","double",1,"powerof2",8,0,0,7,57,"Success",0.000209,0.188259,0.157884,9.4e-05,0.000146,6e-05,4e-05,0.000507,0.34748,256,0,128
"Fftw","Outplace","Complex","double",1,"powerof2",8,0,0,8,57,"Success",0.000228,0.183883,0.178523,8.6e-05,0.000151,5.9e-05,3.8e-05,0.000456,0.363675,256,0,128
"Fftw","Outplace","Complex","double",1,"powerof2",8,0,0,9,57,"Success",0.000174,0.189258,0.17877,9.3e-05,0.00014,5.6e-05,4.3e-05,0.000475,0.369274,256,0,128
"Fftw","Outplace","Complex","double",1,"powerof2",8,0,0,10,57,"Success",0.00022,0.188189,0.153905,9e-05,0.000139,5.9e-05,5e-05,0.000449,0.343367,256,0,128
"Fftw","Outplace","Complex","double",1,"powerof2",8,0,0,11,57,"Success",0.00022,0.184478,0.178316,9.1e-05,9.7e-05,5.7e-05,4e-05,0.000517,0.364076,256,0,128
"Fftw","Outplace","Complex","double",1,"powerof2",16,0,0,0,58,"Warmup",0.000293,0.180051,0.17365,0.000136,0.000178,8e-05,5.9e-05,0.000704,0.355499,512,0,256
"Fftw","Outplace","Complex","double",1,"powerof2",16,0,0,1,58,"Warmup",0.000281,0.174463,0.168804,0.000124,0.000106,7.6e-05,4.1e-05,0.000605,0.344765,512,0,256
"Fftw","Outplace","Complex","double",1,"powerof2",16,0,0,2,58,"Success",0.000248,0.177921,0.168942,0.000101,0.000133,6.8e-05,4.8e-05,0.000536,0.348258,512,0,256
"Fftw","Outplace","Complex","double",1,"powerof2",16,0,0,3,58,"Success",0.000295,0.173781,0.168446,9.3e-05,0.000156,5.6e-05,4.2e-05,0.000563,0.343691,512,0,256
"Fftw","Outplace","Complex","double",1,"powerof2",16,0,0,4,58,"Success",0.000273,0.174147,0.168539,9.2e-05,0.000102,6.8e-05,4e-05,0.000502,0.344033,512,0,256
"Fftw","Outplace","Complex","double",1,"powerof2",16,0,0,5,58,"Success",0.000242,0.173651,0.168614,0.000109,0.000155,5.9e-05,3.5e-05,0.00053,0.34366,512,0,256
"Fftw","Outplace","Complex","double",1,"powerof2",16,0,0,6,58,"Success",0.00027,0.173703,0.168345,9.7e-05,0.000103,6.7e-05,3.9e-05,0.000549,0.343449,512,0,256
"Fftw","Outplace","Complex","double",1,"powerof2",16,0,0,7,58,"Success",0.000243,0.173416,0.172623,8.7e-05,0.00016,8.4e-05,3.9e-05,0.000523,0.34744,512,0,256
"Fftw","Outplace","Complex","double",1,"powerof2",16,0,0,8,58,"Success",0.000287,0.173245,0.168384,0.000114,0.000139,6.4e-05,3.8e-05,0.00051,0.343039,512,0,256
"Fftw","Outplace","Complex","double",1,"powerof2",16,0,0,9,58,"Success",0.000285,0.173658,0.174108,8.4e-05,0.00015,6.9e-05,4e-05,0.000489,0.349158,512,0,256
"Fftw","Outplace","Complex","double",1,"powerof2",16,0,0,10,58,"Success",0.000276,0.173656,0.168136,7.9e-05,0.000132,7.3e-05,3.7e-05,0.000509,0.343153,512,0,256
"Fftw","Outplace","Complex","double",1,"powerof2",16,0,0,11,58,"Success",0.00024,0.177419,0.169419,0.000101,0.000161,6.9e-05,3.9e-05,0.000563,0.348286,512,0,256
"Fftw","Outplace","Complex","double",1,"powerof2",32,0,0,0,59,"Warmup",0.000425,7.977782,7.63771,0.000193,0.000364,0.000252,9.8e-05,0.000989,15.618328,1024,0,512
"Fftw","Outplace","Complex","double",1,"powerof2",32,0,0,1,59,"Warmup",0.000372,7.876122,7.66674,0.000198,0.000371,0.000188,9.4e-05,0.001353,15.545899,1024,0,512
"Fftw","Outplace","Complex","double",1,"powerof2",32,0,0,2,59,"Success",0.000378,7.905734,7.641503,0.000205,0.000362,0.000151,0.000104,0.000953,15.54985,1024,0,512
"Fftw","Outplace","Complex","double",1,"powerof2",32,0,0,3,59,"Success",0.000381,7.858575,7.603289,0.000173,0.00039,0.00017,9.5e-05,0.000951,15.464496,1024,0,512
"Fftw","Outplace","Complex","double",1,"powerof2",32,0,0,4,59,"Success",0.000402,7.910375,7.580008,0.000193,0.000356,0.000156,0.000102,0.000851,15.492986,1024,0,512
"Fftw","Outplace","Complex","double",1,"powerof2",32,0,0,5,59,"Success",0.000387,7.860601,7.674121,0.000193,0.000372,0.000213,9.2e-05,0.001197,15.537695,1024,0,512
"Fftw","Outplace","Complex","double",1,"powerof2",32,0,0,6,59,"Success",0.000381,7.871927,7.668047,0.000205,0.000373,0.00019,9.5e-05,0.000972,15.542646,1024,0,512
"Fftw","Outplace","Complex","double",1,"powerof2",32,0,0,7,59,"Success",0.000413,7.890025,7.673536,0.000193,0.000337,0.000174,9.9e-05,0.001057,15.566305,1024,0,512
"Fftw","Outplace","Complex","double",1,"powerof2",32,0,0,8,59,"Success",0.000397,7.883226,7.626139,0.000191,0.000304,0.000214,8.2e-05,0.000905,15.511942,1024,0,512
"Fftw","Outplace","Complex","double",1,"powerof2",32,0,0,9,59,"Success",0.000409,7.92642,7.681282,0.000245,0.000353,0.000194,9.5e-05,0.001145,15.610688,1024,0,512
"Fftw","Outplace","Complex","double",1,"powerof2",32,0,0,10,59,"Success",0.0004,7.87601,7.650274,0.000193,0.000357,0.000197,9.1e-05,0.000886,15.528873,1024,0,512
"Fftw","Outplace","Complex","double",1,"powerof2",32,0,0,11,59,"Success",0.000356,7.8988,7.645279,0.000198,0.000362,0.000166,9.9e-05,0.001406,15.547135,1024,0,512
"Fftw","Outplace","Complex","double",1,"powerof2",64,0,0,0,60,"Warmup",0.000427,23.301143,22.580352,0.000213,0.000669,0.000551,0.000109,0.001278,45.885231,2048,0,1024
"Fftw","Outplace","Complex","double",1,"powerof2",64,0,0,1,60,"Warmup",0.000497,24.143819,22.354293,0.000194,0.000672,0.000465,0.000107,0.000986,46.501514,2048,0,1024
"Fftw","Outplace","Complex","double",1,"powerof2",64,0,0,2,60,"Success",0.000514,25.241517,22.344896,0.000195,0.000651,0.000486,0.000109,0.001277,47.590187,2048,0,1024
"Fftw","Outplace","Complex","double",1,"powerof2",64,0,0,3,60,"Success",0.000476,23.496201,22.4994,0.000256,0.000633,0.000478,0.000108,0.001389,45.999477,2048,0,1024
"Fftw","Outplace","Complex","double",1,"powerof2",64,0,0,4,60,"Success",0.000451,23.427528,22.330703,0.000208,0.000607,0.000477,0.00011,0.001497,45.762085,2048,0,1024
"Fftw","Outplace","Complex","double",1,"powerof2",64,0,0,5,60,"Success",0.000485,23.170392,22.316182,0.000199,0.000696,0.000491,0.00011,0.001157,45.490208,2048,0,1024
"Fftw","Outplace","Complex","double",1,"powerof2",64,0,0,6,60,"Success",0.000446,23.581804,22.512667,0.000215,0.000659,0.000527,0.000108,0.001247,46.098175,2048,0,1024
"Fftw","Outplace","Complex","double",1,"powerof2",64,0,0,7,60,"Success",0.00048,23.214424,22.472007,0.000212,0.000613,0.000433,0.000109,0.001319,45.690165,2048,0,1024
"Fftw","Outplace","Complex","double",1,"powerof2",64,0,0,8,60,"Success",0.000528,23.227081,22.166377,0.000218,0.00061,0.000521,0.000105,0.001487,45.397439,2048,0,1024
"Fftw","Outplace","Complex","double",1,"powerof2",64,0,0,9,60,"Success",0.000472,23.447115,22.299593,0.000344,0.000686,0.000492,0.000112,0.001299,45.750619,2048,0,1024
"Fftw","Outplace","Complex","double",1,"powerof2",64,0,0,10,60,"Success",0.000479,23.439222,22.396172,0.000256,0.000624,0.000489,0.000111,0.001359,45.839211,2048,0,1024
"Fftw","Outplace","Complex","double",1,"powerof2",64,0,0,11,60,"Success",0.000549,23.406419,22.317402,0.000218,0.000679,0.000473,0.000112,0.001514,45.727859,2048,0,1024
"Fftw","Outplace","Complex","double",1,"powerof2",128,0,0,0,61,"Warmup",0.000552,42.402623,40.840393,0.000496,0.001475,0.001059,0.000218,0.001868,83.249235,4096,0,2048
"Fftw","Outplace","Complex","double",1,"powerof2",128,0,0,1,61,"Warmup",0.000482,42.784225,41.034552,0.000397,0.001474,0.001033,0.000236,0.001341,83.824233,4096,0,2048
"Fftw","Outplace","Complex","double",1,"powerof2",128,0,0,2,61,"Success",0.000551,43.161485,40.955524,0.000455,0.001448,0.001113,0.000467,0.001181,84.122754,4096,0,2048
"Fftw","Outplace","Complex","double",1,"powerof2",128,0,0,3,61,"Success",0.000489,42.446441,40.926533,0.000347,0.001588,0.001168,0.000188,0.001446,83.378684,4096,0,2048
"Fftw","Outplace","Complex","double",1,"powerof2",128,0,0,4,61,"Success",0.000531,42.322752,40.792423,0.000391,0.001459,0.001039,0.000181,0.001314,83.120652,4096,0,2048
"Fftw","Outplace","Complex","double",1,"powerof2",128,0,0,5,61,"Success",0.000581,42.652508,40.567028,0.000319,0.001444,0.00105,0.000368,0.001179,83.224972,4096,0,2048
"Fftw","Outplace","Complex","double",1,"powerof2",128,0,0,6,61,"Success",0.000491,42.718951,40.916044,0.000407,0.001438,0.001051,0.000222,0.00132,83.640445,4096,0,2048
"Fftw","Outplace","Complex","double",1,"powerof2",128,0,0,7,61,"Success",0.000538,42.689679,43.307481,0.000542,0.001427,0.001042,0.000424,0.001397,86.003039,4096,0,2048
"Fftw","Outplace","Complex","double",1,"powerof2",128,0,0,8,61,"Success",0.0006,42.154155,40.383201,0.000425,0.001548,0.001169,0.000185,0.001378,82.543162,4096,0,2048
"Fftw","Outplace","Complex","double",1,"powerof2",128,0,0,9,61,"Success",0.000536,42.57259,41.04858,0.000401,0.001483,0.001077,0.000212,0.001301,83.626668,4096,0,2048
"Fftw","Outplace","Complex","double",1,"powerof2",128,0,0,10,61,"Success",0.000516,42.514553,40.873588,0.000426,0.001429,0.001098,0.000228,0.001511,83.393951,4096,0,2048
"Fftw","Outplace","Complex","double",1,"powerof2",128,0,0,11,61,"Success",0.000505,42.442414,40.493255,0.000352,0.00161,0.001039,0.000314,0.001545,82.941514,4096,0,2048
"Fftw","Outplace","Complex","double",1,"powerof2",256,0,0,0,62,"Warmup",0.000465,72.793423,66.856675,0.000768,0.02831,0.030854,0.001602,0.024352,139.737311,8192,0,4096
"Fftw","Outplace","Complex","double",1,"powerof2",256,0,0,1,62,"Warmup",0.000435,69.788959,66.300639,0.000584,0.033149,0.029185,0.002357,0.023569,136.17966,8192,0,4096
"Fftw","Outplace","Complex","double",1,"powerof2",256,0,0,2,62,"Success",0.000456,70.110284,66.24476,0.000639,0.03579,0.030492,0.003993,0.02666,136.454412,8192,0,4096
"Fftw","Outplace","Complex","double",1,"powerof2",256,0,0,3,62,"Success",0.000565,69.671395,66.000872,0.000569,0.032826,0.032646,0.0023,0.024005,135.766012,8192,0,4096
"Fftw","Outplace","Complex","double",1,"powerof2",256,0,0,4,62,"Success",0.000479,69.309082,65.808528,0.000658,0.031161,0.031597,0.000865,0.027674,135.212648,8192,0,4096
"Fftw","Outplace","Complex","double",1,"powerof2",256,0,0,5,62,"Success",0.000473,71.660454,65.883536,0.000699,0.031199,0.028646,0.001422,0.027083,137.634225,8192,0,4096
"Fftw","Outplace","Complex","double",1,"powerof2",256,0,0,6,62,"Success",0.000483,68.97986,67.09075,0.000676,0.034312,0.029198,0.002978,0.023732,136.162856,8192,0,4096
"Fftw","Outplace","Complex","double",1,"powerof2",256,0,0,7,62,"Success",0.000497,68.568676,66.476218,0.000695,0.034783,0.031983,0.002927,0.02462,135.141239,8192,0,4096
"Fftw","Outplace","Complex","double",1,"powerof2",256,0,0,8,62,"Success",0.000686,69.946817,66.652146,0.000639,0.036256,0.027909,0.003084,0.02422,136.692577,8192,0,4096
"Fftw","Outplace","Complex","double",1,"powerof2",256,0,0,9,62,"Success",0.000427,69.20442,66.730014,0.000791,0.034434,0.027822,0.003418,0.026417,136.028829,8192,0,4096
"Fftw","Outplace","Complex","double",1,"powerof2",256,0,0,10,62,"Success",0.000556,69.098948,65.567424,0.000852,0.033375,0.026171,0.002126,0.022765,134.752997,8192,0,4096
"Fftw","Outplace","Complex","double",1,"powerof2",256,0,0,11,62,"Success",0.000451,69.979245,65.431967,0.000622,0.031864,0.028294,0.0024,0.023899,135.500335,8192,0,4096
"Fftw","Outplace","Complex","double",1,"powerof2",512,0,0,0,63,"Warmup",0.000581,108.401195,105.331893,0.001458,0.031394,0.032862,0.003699,0.027663,213.831641,16384,0,8192
"Fftw","Outplace","Complex","double",1,"powerof2",512,0,0,1,63,"Warmup",0.00049,107.712987,104.872598,0.001304,0.032847,0.032873,0.002255,0.041141,212.698821,16384,0,8192
"Fftw","Outplace","Complex","double",1,"powerof2",512,0,0,2,63,"Success",0.00048,108.284876,104.259405,0.001273,0.032116,0.03135,0.00181,0.026793,212.63951,16384,0,8192
"Fftw","Outplace","Complex","double",1,"powerof2",512,0,0,3,63,"Success",0.000482,106.591802,104.86779,0.00123,0.031455,0.030668,0.003029,0.042318,211.569656,16384,0,8192
"Fftw","Outplace","Complex","double",1,"powerof2",512,0,0,4,63,"Success",0.000487,108.341352,104.900482,0.001297,0.03542,0.034397,0.001473,0.031597,213.34727,16384,0,8192
"Fftw","Outplace","Complex","double",1,"powerof2",512,0,0,5,63,"Success",0.000576,107.869263,102.817742,0.001448,0.031359,0.033812,0.002505,0.036772,210.794262,16384,0,8192
"Fftw","Outplace","Complex","double",1,"powerof2",512,0,0,6,63,"Success",0.000486,107.858253,104.852376,0.001294,0.034936,0.034891,0.004576,0.039502,212.827023,16384,0,8192
"Fftw","Outplace","Complex","double",1,"powerof2",512,0,0,7,63,"Success",0.000459,106.599905,105.095371,0.001398,0.030009,0.0303,0.001162,0.025876,211.787296,16384,0,8192
"Fftw","Outplace","Complex","double",1,"powerof2",512,0,0,8,63,"Success",0.000485,107.835025,103.893317,0.001237,0.033747,0.033638,0.003441,0.035069,211.837159,16384,0,8192
"Fftw","Outplace","Complex","double",1,"powerof2",512,0,0,9,63,"Success",0.000587,107.742879,103.091453,0.001512,0.035437,0.033481,0.0012,0.031327,210.940251,16384,0,8192
"Fftw","Outplace","Complex","double",1,"powerof2",512,0,0,10,63,"Success",0.000495,106.520746,105.217666,0.001379,0.032525,0.031757,0.003974,0.033724,211.843383,16384,0,8192
"Fftw","Outplace","Complex","double",1,"powerof2",512,0,0,11,63,"Success",0.00047,113.767417,106.423884,0.001383,0.031565,0.032146,0.003511,0.034802,220.296044,16384,0,8192
"Fftw","Outplace","Complex","double",1,"powerof2",1024,0,0,0,64,"Warmup",0.000404,161.032262,155.013861,0.003226,0.038779,0.035947,0.003644,0.034164,316.163228,32768,0,16384
"Fftw","Outplace","Complex","double",1,"powerof2",1024,0,0,1,64,"Warmup",0.000397,159.716139,155.03299,0.003107,0.040095,0.03245,0.003434,0.049966,314.879611,32768,0,16384
"Fftw","Outplace","Complex","double",1,"powerof2",1024,0,0,2,64,"Success",0.000317,159.394673,154.360994,0.003495,0.036935,0.03361,0.002674,0.036394,313.870998,32768,0,16384
"Fftw","Outplace","Complex","double",1,"powerof2",1024,0,0,3,64,"Success",0.000499,161.553839,175.585901,0.003438,0.038457,0.032538,0.00341,0.048258,337.267352,32768,0,16384
"Fftw","Outplace","Complex","double",1,"powerof2",1024,0,0,4,64,"Success",0.000436,161.17417,155.846157,0.003239,0.035927,0.0291,0.004999,0.031093,317.126104,32768,0,16384
"Fftw","Outplace","Complex","double",1,"powerof2",1024,0,0,5,64,"Success",0.000353,158.875078,157.41502,0.003612,0.044584,0.035351,0.003789,0.054038,316.432524,32768,0,16384
"Fftw","Outplace","Complex","double",1,"powerof2",1024,0,0,6,64,"Success",0.000467,161.314609,155.465179,0.002701,0.036704,0.035858,0.003385,0.047864,316.90749,32768,0,16384
"Fftw","Outplace","Complex","double",1,"powerof2",1024,0,0,7,64,"Success",0.000449,160.263128,154.715421,0.003394,0.036549,0.031271,0.004334,0.03551,315.091702,32768,0,16384
"Fftw","Outplace","Complex","double",1,"powerof2",1024,0,0,8,64,"Success",0.00036,160.90695,155.338809,0.003006,0.03897,0.031684,0.003079,0.040972,316.36681,32768,0,16384
"Fftw","Outplace","Complex","double",1,"powerof2",1024,0,0,9,64,"Success",0.00034,159.688053,157.805838,0.003267,0.033093,0.03102,0.006249,0.030601,317.60072,32768,0,16384
"Fftw","Outplace","Complex","double",1,"powerof2",1024,0,0,10,64,"Success",0.000444,159.006275,156.481849,0.003672,0.038016,0.035804,0.003482,0.045999,315.616375,32768,0,16384
"Fftw","Outplace","Complex","double",1,"powerof2",1024,0,0,11,64,"Success",0.000364,160.721564,155.064192,0.003262,0.037481,0.029862,0.004859,0.034473,315.897364,32768,0,16384
"Fftw","Outplace","Complex","double",1,"powerof2",2048,0,0,0,65,"Warmup",0.000403,219.069265,222.056639,0.005432,0.046536,0.043074,0.006918,0.052323,441.281315,65536,0,32768
