; "SupportedThreads",40,"UsedThreads",40,"TotalMemory",540486615040,"PlanRigor","wisdom","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1497257436,"CurrentTimeLocal","Mon Jun 12 10:50:36 2017","Hostname","r02n02"
"Fftw","Outplace","Complex","float",2,"powerof2",64,128,0,0,11,"fftw forward plan could not be created as wisdom is not available for this problem.",0.000744,0,0,0,0,0,0,0,0,131072,0,65536
"Fftw","Outplace","Complex","float",2,"powerof2",64,128,0,1,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",64,128,0,2,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",64,128,0,3,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",64,128,0,4,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",64,128,0,5,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",64,128,0,6,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",64,128,0,7,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",64,128,0,8,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",64,128,0,9,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",64,128,0,10,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",64,128,0,11,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,128,0,0,12,"fftw forward plan could not be created as wisdom is not available for this problem.",0.00235,0,0,0,0,0,0,0,0,262144,0,131072
"Fftw","Outplace","Complex","float",2,"powerof2",128,128,0,1,12,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,128,0,2,12,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,128,0,3,12,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,128,0,4,12,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,128,0,5,12,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,128,0,6,12,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,128,0,7,12,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,128,0,8,12,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,128,0,9,12,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,128,0,10,12,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,128,0,11,12,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,256,0,0,13,"fftw forward plan could not be created as wisdom is not available for this problem.",0.003431,0,0,0,0,0,0,0,0,524288,0,262144
"Fftw","Outplace","Complex","float",2,"powerof2",128,256,0,1,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,256,0,2,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,256,0,3,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,256,0,4,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,256,0,5,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,256,0,6,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,256,0,7,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,256,0,8,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,256,0,9,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,256,0,10,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",128,256,0,11,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,256,0,0,14,"fftw forward plan could not be created as wisdom is not available for this problem.",0.004961,0,0,0,0,0,0,0,0,1048576,0,524288
"Fftw","Outplace","Complex","float",2,"powerof2",256,256,0,1,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,256,0,2,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,256,0,3,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,256,0,4,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,256,0,5,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,256,0,6,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,256,0,7,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,256,0,8,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,256,0,9,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,256,0,10,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,256,0,11,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,512,0,0,15,"fftw forward plan could not be created as wisdom is not available for this problem.",0.007074,0,0,0,0,0,0,0,0,2097152,0,1048576
"Fftw","Outplace","Complex","float",2,"powerof2",256,512,0,1,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,512,0,2,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,512,0,3,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,512,0,4,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,512,0,5,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,512,0,6,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,512,0,7,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,512,0,8,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,512,0,9,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,512,0,10,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",256,512,0,11,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,512,0,0,16,"fftw forward plan could not be created as wisdom is not available for this problem.",0.007447,0,0,0,0,0,0,0,0,4194304,0,2097152
"Fftw","Outplace","Complex","float",2,"powerof2",512,512,0,1,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,512,0,2,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,512,0,3,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,512,0,4,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,512,0,5,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,512,0,6,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,512,0,7,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,512,0,8,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,512,0,9,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,512,0,10,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,512,0,11,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,1024,0,0,17,"fftw forward plan could not be created as wisdom is not available for this problem.",0.007382,0,0,0,0,0,0,0,0,8388608,0,4194304
"Fftw","Outplace","Complex","float",2,"powerof2",512,1024,0,1,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,1024,0,2,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,1024,0,3,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,1024,0,4,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,1024,0,5,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,1024,0,6,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,1024,0,7,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,1024,0,8,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,1024,0,9,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,1024,0,10,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",512,1024,0,11,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,1024,0,0,18,"fftw forward plan could not be created as wisdom is not available for this problem.",0.007217,0,0,0,0,0,0,0,0,16777216,0,8388608
"Fftw","Outplace","Complex","float",2,"powerof2",1024,1024,0,1,18,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,1024,0,2,18,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,1024,0,3,18,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,1024,0,4,18,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,1024,0,5,18,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,1024,0,6,18,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,1024,0,7,18,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,1024,0,8,18,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,1024,0,9,18,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,1024,0,10,18,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,1024,0,11,18,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,2048,0,0,19,"fftw forward plan could not be created as wisdom is not available for this problem.",0.00792,0,0,0,0,0,0,0,0,33554432,0,16777216
"Fftw","Outplace","Complex","float",2,"powerof2",1024,2048,0,1,19,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,2048,0,2,19,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,2048,0,3,19,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,2048,0,4,19,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,2048,0,5,19,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,2048,0,6,19,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,2048,0,7,19,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,2048,0,8,19,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,2048,0,9,19,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,2048,0,10,19,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",1024,2048,0,11,19,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,2048,0,0,20,"fftw forward plan could not be created as wisdom is not available for this problem.",0.015774,0,0,0,0,0,0,0,0,67108864,0,33554432
"Fftw","Outplace","Complex","float",2,"powerof2",2048,2048,0,1,20,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,2048,0,2,20,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,2048,0,3,20,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,2048,0,4,20,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,2048,0,5,20,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,2048,0,6,20,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,2048,0,7,20,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,2048,0,8,20,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,2048,0,9,20,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,2048,0,10,20,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,2048,0,11,20,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,4096,0,0,21,"fftw forward plan could not be created as wisdom is not available for this problem.",0.01181,0,0,0,0,0,0,0,0,134217728,0,67108864
"Fftw","Outplace","Complex","float",2,"powerof2",2048,4096,0,1,21,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,4096,0,2,21,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,4096,0,3,21,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,4096,0,4,21,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,4096,0,5,21,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,4096,0,6,21,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,4096,0,7,21,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,4096,0,8,21,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,4096,0,9,21,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,4096,0,10,21,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",2048,4096,0,11,21,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,4096,0,0,22,"fftw forward plan could not be created as wisdom is not available for this problem.",0.011788,0,0,0,0,0,0,0,0,268435456,0,134217728
"Fftw","Outplace","Complex","float",2,"powerof2",4096,4096,0,1,22,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,4096,0,2,22,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,4096,0,3,22,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,4096,0,4,22,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,4096,0,5,22,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,4096,0,6,22,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,4096,0,7,22,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,4096,0,8,22,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,4096,0,9,22,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,4096,0,10,22,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,4096,0,11,22,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,8192,0,0,23,"fftw forward plan could not be created as wisdom is not available for this problem.",0.0117,0,0,0,0,0,0,0,0,536870912,0,268435456
"Fftw","Outplace","Complex","float",2,"powerof2",4096,8192,0,1,23,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,8192,0,2,23,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,8192,0,3,23,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,8192,0,4,23,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,8192,0,5,23,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,8192,0,6,23,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,8192,0,7,23,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,8192,0,8,23,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,8192,0,9,23,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,8192,0,10,23,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",4096,8192,0,11,23,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,8192,0,0,24,"fftw forward plan could not be created as wisdom is not available for this problem.",0.015425,0,0,0,0,0,0,0,0,1073741824,0,536870912
"Fftw","Outplace","Complex","float",2,"powerof2",8192,8192,0,1,24,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,8192,0,2,24,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,8192,0,3,24,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,8192,0,4,24,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,8192,0,5,24,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,8192,0,6,24,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,8192,0,7,24,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,8192,0,8,24,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,8192,0,9,24,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,8192,0,10,24,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,8192,0,11,24,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,16384,0,0,25,"fftw forward plan could not be created as wisdom is not available for this problem.",0.012385,0,0,0,0,0,0,0,0,2147483648,0,1073741824
"Fftw","Outplace","Complex","float",2,"powerof2",8192,16384,0,1,25,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,16384,0,2,25,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,16384,0,3,25,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,16384,0,4,25,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,16384,0,5,25,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,16384,0,6,25,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,16384,0,7,25,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,16384,0,8,25,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,16384,0,9,25,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,16384,0,10,25,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",8192,16384,0,11,25,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,16384,0,0,26,"fftw forward plan could not be created as wisdom is not available for this problem.",0.012388,0,0,0,0,0,0,0,0,4294967296,0,2147483648
"Fftw","Outplace","Complex","float",2,"powerof2",16384,16384,0,1,26,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,16384,0,2,26,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,16384,0,3,26,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,16384,0,4,26,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,16384,0,5,26,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,16384,0,6,26,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,16384,0,7,26,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,16384,0,8,26,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,16384,0,9,26,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,16384,0,10,26,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,16384,0,11,26,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,32768,0,0,27,"fftw forward plan could not be created as wisdom is not available for this problem.",0.010779,0,0,0,0,0,0,0,0,8589934592,0,4294967296
"Fftw","Outplace","Complex","float",2,"powerof2",16384,32768,0,1,27,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,32768,0,2,27,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,32768,0,3,27,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,32768,0,4,27,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,32768,0,5,27,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,32768,0,6,27,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,32768,0,7,27,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Complex","float",2,"powerof2",16384,32768,0,8,27,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
