; "SupportedThreads",40,"UsedThreads",40,"TotalMemory",540486615040,"PlanRigor","wisdom","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1497002542,"CurrentTimeLocal","Fri Jun  9 12:02:22 2017","Hostname","r02n04"
; "Time_ContextCreate [ms]", 0.000286
; "Time_ContextDestroy [ms]", 7.4e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]"
"Fftw","Outplace","Real","float",3,"powerof2",8,8,16,10,7,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",8,8,16,11,7,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",8,16,16,0,8,"fftw forward plan could not be created as wisdom is not available for this problem.",0.000575,0,0,0,0,0,0,0,0,17408,0,8192
"Fftw","Outplace","Real","float",3,"powerof2",8,16,16,1,8,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",8,16,16,2,8,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",8,16,16,3,8,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",8,16,16,4,8,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",8,16,16,5,8,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",8,16,16,6,8,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",8,16,16,7,8,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",8,16,16,8,8,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",8,16,16,9,8,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",8,16,16,10,8,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",8,16,16,11,8,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,16,16,0,9,"fftw forward plan could not be created as wisdom is not available for this problem.",0.000602,0,0,0,0,0,0,0,0,34816,0,16384
"Fftw","Outplace","Real","float",3,"powerof2",16,16,16,1,9,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,16,16,2,9,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,16,16,3,9,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,16,16,4,9,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,16,16,5,9,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,16,16,6,9,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,16,16,7,9,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,16,16,8,9,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,16,16,9,9,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,16,16,10,9,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,16,16,11,9,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,16,32,0,10,"fftw forward plan could not be created as wisdom is not available for this problem.",0.00069,0,0,0,0,0,0,0,0,67584,0,32768
"Fftw","Outplace","Real","float",3,"powerof2",16,16,32,1,10,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,16,32,2,10,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,16,32,3,10,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,16,32,4,10,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,16,32,5,10,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,16,32,6,10,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,16,32,7,10,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,16,32,8,10,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,16,32,9,10,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,16,32,10,10,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,16,32,11,10,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,32,32,0,11,"fftw forward plan could not be created as wisdom is not available for this problem.",0.000682,0,0,0,0,0,0,0,0,135168,0,65536
"Fftw","Outplace","Real","float",3,"powerof2",16,32,32,1,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,32,32,2,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,32,32,3,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,32,32,4,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,32,32,5,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,32,32,6,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,32,32,7,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,32,32,8,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,32,32,9,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,32,32,10,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",16,32,32,11,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,32,32,0,12,"fftw forward plan could not be created as wisdom is not available for this problem.",0.00059,0,0,0,0,0,0,0,0,270336,0,131072
"Fftw","Outplace","Real","float",3,"powerof2",32,32,32,1,12,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,32,32,2,12,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,32,32,3,12,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,32,32,4,12,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,32,32,5,12,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,32,32,6,12,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,32,32,7,12,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,32,32,8,12,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,32,32,9,12,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,32,32,10,12,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,32,32,11,12,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,32,64,0,13,"fftw forward plan could not be created as wisdom is not available for this problem.",0.00044,0,0,0,0,0,0,0,0,532480,0,262144
"Fftw","Outplace","Real","float",3,"powerof2",32,32,64,1,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,32,64,2,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,32,64,3,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,32,64,4,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,32,64,5,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,32,64,6,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,32,64,7,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,32,64,8,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,32,64,9,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,32,64,10,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,32,64,11,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,64,64,0,14,"fftw forward plan could not be created as wisdom is not available for this problem.",0.004867,0,0,0,0,0,0,0,0,1064960,0,524288
"Fftw","Outplace","Real","float",3,"powerof2",32,64,64,1,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,64,64,2,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,64,64,3,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,64,64,4,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,64,64,5,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,64,64,6,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,64,64,7,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,64,64,8,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,64,64,9,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,64,64,10,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",32,64,64,11,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,64,64,0,15,"fftw forward plan could not be created as wisdom is not available for this problem.",0.00549,0,0,0,0,0,0,0,0,2129920,0,1048576
"Fftw","Outplace","Real","float",3,"powerof2",64,64,64,1,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,64,64,2,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,64,64,3,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,64,64,4,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,64,64,5,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,64,64,6,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,64,64,7,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,64,64,8,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,64,64,9,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,64,64,10,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,64,64,11,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,64,128,0,16,"fftw forward plan could not be created as wisdom is not available for this problem.",0.007115,0,0,0,0,0,0,0,0,4227072,0,2097152
"Fftw","Outplace","Real","float",3,"powerof2",64,64,128,1,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,64,128,2,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,64,128,3,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,64,128,4,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,64,128,5,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,64,128,6,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,64,128,7,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,64,128,8,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,64,128,9,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,64,128,10,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,64,128,11,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,128,128,0,17,"fftw forward plan could not be created as wisdom is not available for this problem.",0.00781,0,0,0,0,0,0,0,0,8454144,0,4194304
"Fftw","Outplace","Real","float",3,"powerof2",64,128,128,1,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,128,128,2,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,128,128,3,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,128,128,4,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,128,128,5,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,128,128,6,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,128,128,7,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,128,128,8,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,128,128,9,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,128,128,10,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",64,128,128,11,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,128,128,0,18,"fftw forward plan could not be created as wisdom is not available for this problem.",0.008315,0,0,0,0,0,0,0,0,16908288,0,8388608
"Fftw","Outplace","Real","float",3,"powerof2",128,128,128,1,18,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,128,128,2,18,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,128,128,3,18,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,128,128,4,18,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,128,128,5,18,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,128,128,6,18,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,128,128,7,18,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,128,128,8,18,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,128,128,9,18,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,128,128,10,18,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,128,128,11,18,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,128,256,0,19,"fftw forward plan could not be created as wisdom is not available for this problem.",0.009603,0,0,0,0,0,0,0,0,33685504,0,16777216
"Fftw","Outplace","Real","float",3,"powerof2",128,128,256,1,19,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,128,256,2,19,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,128,256,3,19,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,128,256,4,19,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,128,256,5,19,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,128,256,6,19,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,128,256,7,19,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,128,256,8,19,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,128,256,9,19,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,128,256,10,19,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,128,256,11,19,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,256,256,0,20,"fftw forward plan could not be created as wisdom is not available for this problem.",0.00839,0,0,0,0,0,0,0,0,67371008,0,33554432
"Fftw","Outplace","Real","float",3,"powerof2",128,256,256,1,20,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,256,256,2,20,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,256,256,3,20,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,256,256,4,20,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,256,256,5,20,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,256,256,6,20,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,256,256,7,20,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,256,256,8,20,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,256,256,9,20,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,256,256,10,20,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",128,256,256,11,20,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,256,256,0,21,"fftw forward plan could not be created as wisdom is not available for this problem.",0.01629,0,0,0,0,0,0,0,0,134742016,0,67108864
"Fftw","Outplace","Real","float",3,"powerof2",256,256,256,1,21,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,256,256,2,21,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,256,256,3,21,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,256,256,4,21,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,256,256,5,21,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,256,256,6,21,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,256,256,7,21,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,256,256,8,21,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,256,256,9,21,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,256,256,10,21,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,256,256,11,21,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,256,512,0,22,"fftw forward plan could not be created as wisdom is not available for this problem.",0.013394,0,0,0,0,0,0,0,0,268959744,0,134217728
"Fftw","Outplace","Real","float",3,"powerof2",256,256,512,1,22,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,256,512,2,22,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,256,512,3,22,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,256,512,4,22,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,256,512,5,22,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,256,512,6,22,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,256,512,7,22,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,256,512,8,22,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,256,512,9,22,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,256,512,10,22,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,256,512,11,22,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,512,512,0,23,"fftw forward plan could not be created as wisdom is not available for this problem.",0.012215,0,0,0,0,0,0,0,0,537919488,0,268435456
"Fftw","Outplace","Real","float",3,"powerof2",256,512,512,1,23,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,512,512,2,23,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,512,512,3,23,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,512,512,4,23,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,512,512,5,23,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,512,512,6,23,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,512,512,7,23,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,512,512,8,23,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,512,512,9,23,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,512,512,10,23,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",256,512,512,11,23,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",512,512,512,0,24,"fftw forward plan could not be created as wisdom is not available for this problem.",0.011206,0,0,0,0,0,0,0,0,1075838976,0,536870912
"Fftw","Outplace","Real","float",3,"powerof2",512,512,512,1,24,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",512,512,512,2,24,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",512,512,512,3,24,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",512,512,512,4,24,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",512,512,512,5,24,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",512,512,512,6,24,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",512,512,512,7,24,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",512,512,512,8,24,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",512,512,512,9,24,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",3,"powerof2",512,512,512,10,24,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
