; "SupportedThreads",40,"UsedThreads",40,"TotalMemory",540486615040,"PlanRigor","wisdom","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1497002542,"CurrentTimeLocal","Fri Jun  9 12:02:22 2017","Hostname","r02n04"
; "Time_ContextCreate [ms]", 0.000286
; "Time_ContextDestroy [ms]", 7.4e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]"
"Fftw","Inplace","Real","float",3,"oddshape",19,19,361,2,65,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"oddshape",19,19,361,3,65,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"oddshape",19,19,361,4,65,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"oddshape",19,19,361,5,65,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"oddshape",19,19,361,6,65,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"oddshape",19,19,361,7,65,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"oddshape",19,19,361,8,65,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"oddshape",19,19,361,9,65,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"oddshape",19,19,361,10,65,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"oddshape",19,19,361,11,65,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"oddshape",19,361,361,0,66,"fftw forward plan could not be created as wisdom is not available for this problem.",0.00059,0,0,0,0,0,0,0,0,9931832,0,9904396
"Fftw","Inplace","Real","float",3,"oddshape",19,361,361,1,66,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"oddshape",19,361,361,2,66,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"oddshape",19,361,361,3,66,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"oddshape",19,361,361,4,66,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"oddshape",19,361,361,5,66,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"oddshape",19,361,361,6,66,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"oddshape",19,361,361,7,66,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"oddshape",19,361,361,8,66,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"oddshape",19,361,361,9,66,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"oddshape",19,361,361,10,66,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"oddshape",19,361,361,11,66,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"oddshape",361,361,361,0,67,"fftw forward plan could not be created as wisdom is not available for this problem.",0.008958,0,0,0,0,0,0,0,0,188704808,0,188183524
"Fftw","Inplace","Real","float",3,"oddshape",361,361,361,1,67,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"oddshape",361,361,361,2,67,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"oddshape",361,361,361,3,67,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"oddshape",361,361,361,4,67,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"oddshape",361,361,361,5,67,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"oddshape",361,361,361,6,67,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"oddshape",361,361,361,7,67,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"oddshape",361,361,361,8,67,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"oddshape",361,361,361,9,67,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"oddshape",361,361,361,10,67,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"oddshape",361,361,361,11,67,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",2,2,2,0,0,"Warmup",0.000404,0.044363,0.032136,0.000247,0.000599,0.000471,0.000245,0.00142,0.080448,64,0,32
"Fftw","Inplace","Real","float",3,"powerof2",2,2,2,1,0,"Warmup",0.00042,0.044174,0.032282,0.000233,0.000567,0.000456,0.000237,0.001409,0.080357,64,0,32
"Fftw","Inplace","Real","float",3,"powerof2",2,2,2,2,0,"Success",0.000413,0.04462,0.032469,0.000256,0.000593,0.000469,0.000234,0.001347,0.080981,64,0,32
"Fftw","Inplace","Real","float",3,"powerof2",2,2,2,3,0,"Success",0.000354,0.044805,0.032576,0.000239,0.000556,0.000463,0.000224,0.001402,0.081199,64,0,32
"Fftw","Inplace","Real","float",3,"powerof2",2,2,2,4,0,"Success",0.000316,0.044319,0.032398,0.000275,0.000569,0.000449,0.000262,0.00138,0.080541,64,0,32
"Fftw","Inplace","Real","float",3,"powerof2",2,2,2,5,0,"Success",0.000383,0.047406,0.037574,0.000255,0.0006,0.000494,0.000244,0.001445,0.088981,64,0,32
"Fftw","Inplace","Real","float",3,"powerof2",2,2,2,6,0,"Success",0.000414,0.044304,0.032495,0.000258,0.000565,0.000493,0.000258,0.001356,0.080744,64,0,32
"Fftw","Inplace","Real","float",3,"powerof2",2,2,2,7,0,"Success",0.000387,0.043892,0.032367,0.000207,0.000536,0.000446,0.000249,0.001371,0.08008,64,0,32
"Fftw","Inplace","Real","float",3,"powerof2",2,2,2,8,0,"Success",0.000333,0.044458,0.032287,0.000235,0.000613,0.000438,0.000211,0.001428,0.080576,64,0,32
"Fftw","Inplace","Real","float",3,"powerof2",2,2,2,9,0,"Success",0.000384,0.044138,0.032385,0.000229,0.000538,0.000442,0.000213,0.001369,0.080308,64,0,32
"Fftw","Inplace","Real","float",3,"powerof2",2,2,2,10,0,"Success",0.000458,0.044234,0.032657,0.000257,0.000551,0.000456,0.00024,0.001326,0.080764,64,0,32
"Fftw","Inplace","Real","float",3,"powerof2",2,2,2,11,0,"Success",0.000364,0.043809,0.032323,0.000256,0.000558,0.000477,0.00023,0.001345,0.079919,64,0,32
"Fftw","Inplace","Real","float",3,"powerof2",4,2,2,0,1,"fftw forward plan could not be created as wisdom is not available for this problem.",0.001096,0,0,0,0,0,0,0,0,128,0,64
"Fftw","Inplace","Real","float",3,"powerof2",4,2,2,1,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,2,2,2,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,2,2,3,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,2,2,4,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,2,2,5,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,2,2,6,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,2,2,7,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,2,2,8,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,2,2,9,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,2,2,10,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,2,2,11,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,2,4,0,2,"fftw forward plan could not be created as wisdom is not available for this problem.",0.000754,0,0,0,0,0,0,0,0,192,0,128
"Fftw","Inplace","Real","float",3,"powerof2",4,2,4,1,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,2,4,2,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,2,4,3,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,2,4,4,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,2,4,5,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,2,4,6,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,2,4,7,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,2,4,8,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,2,4,9,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,2,4,10,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,2,4,11,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,4,4,0,3,"Warmup",0.00062,0.028041,0.021378,0.000311,0.00059,0.000448,0.000246,0.000844,0.052872,384,0,256
"Fftw","Inplace","Real","float",3,"powerof2",4,4,4,1,3,"Warmup",0.000682,0.026567,0.021056,0.000274,0.000558,0.00042,0.000211,0.000827,0.051011,384,0,256
"Fftw","Inplace","Real","float",3,"powerof2",4,4,4,2,3,"Success",0.000596,0.028244,0.023535,0.000313,0.000563,0.000427,0.00021,0.00079,0.055063,384,0,256
"Fftw","Inplace","Real","float",3,"powerof2",4,4,4,3,3,"Success",0.00057,0.026545,0.021034,0.000253,0.000549,0.000404,0.000225,0.000812,0.050755,384,0,256
"Fftw","Inplace","Real","float",3,"powerof2",4,4,4,4,3,"Success",0.000599,0.025896,0.020935,0.000273,0.000516,0.000414,0.00023,0.00079,0.05,384,0,256
"Fftw","Inplace","Real","float",3,"powerof2",4,4,4,5,3,"Success",0.000612,0.026152,0.021156,0.000279,0.000547,0.000413,0.000242,0.000824,0.05061,384,0,256
"Fftw","Inplace","Real","float",3,"powerof2",4,4,4,6,3,"Success",0.000607,0.028215,0.023907,0.000266,0.000553,0.000429,0.000199,0.000837,0.055382,384,0,256
"Fftw","Inplace","Real","float",3,"powerof2",4,4,4,7,3,"Success",0.000645,0.025799,0.020672,0.000246,0.000523,0.000413,0.000228,0.000774,0.049635,384,0,256
"Fftw","Inplace","Real","float",3,"powerof2",4,4,4,8,3,"Success",0.00058,0.026237,0.020794,0.000266,0.000554,0.000407,0.000231,0.000764,0.050202,384,0,256
"Fftw","Inplace","Real","float",3,"powerof2",4,4,4,9,3,"Success",0.000652,0.025899,0.02109,0.000253,0.000532,0.000388,0.000234,0.000788,0.05021,384,0,256
"Fftw","Inplace","Real","float",3,"powerof2",4,4,4,10,3,"Success",0.000562,0.026174,0.021046,0.000215,0.000546,0.000397,0.000229,0.000758,0.050279,384,0,256
"Fftw","Inplace","Real","float",3,"powerof2",4,4,4,11,3,"Success",0.000643,0.026071,0.020812,0.000274,0.000524,0.000387,0.000242,0.000773,0.050065,384,0,256
"Fftw","Inplace","Real","float",3,"powerof2",4,4,8,0,4,"fftw forward plan could not be created as wisdom is not available for this problem.",0.000653,0,0,0,0,0,0,0,0,640,0,512
"Fftw","Inplace","Real","float",3,"powerof2",4,4,8,1,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,4,8,2,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,4,8,3,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,4,8,4,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,4,8,5,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,4,8,6,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,4,8,7,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,4,8,8,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,4,8,9,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,4,8,10,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,4,8,11,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,8,8,0,5,"fftw forward plan could not be created as wisdom is not available for this problem.",0.000601,0,0,0,0,0,0,0,0,1280,0,1024
"Fftw","Inplace","Real","float",3,"powerof2",4,8,8,1,5,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,8,8,2,5,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,8,8,3,5,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,8,8,4,5,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,8,8,5,5,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,8,8,6,5,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,8,8,7,5,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,8,8,8,5,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,8,8,9,5,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,8,8,10,5,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",4,8,8,11,5,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,8,0,6,"Warmup",0.000435,0.028001,0.020086,0.00055,0.001418,0.017899,0.000547,0.00117,0.070499,2560,0,2048
"Fftw","Inplace","Real","float",3,"powerof2",8,8,8,1,6,"Warmup",0.000444,0.027572,0.020327,0.000582,0.001419,0.001215,0.000515,0.00078,0.053235,2560,0,2048
"Fftw","Inplace","Real","float",3,"powerof2",8,8,8,2,6,"Success",0.000454,0.027449,0.019918,0.000577,0.001379,0.001203,0.000495,0.000782,0.05263,2560,0,2048
"Fftw","Inplace","Real","float",3,"powerof2",8,8,8,3,6,"Success",0.00039,0.027364,0.020043,0.000493,0.001383,0.001264,0.000425,0.000795,0.052533,2560,0,2048
"Fftw","Inplace","Real","float",3,"powerof2",8,8,8,4,6,"Success",0.000429,0.029752,0.022771,0.000551,0.001379,0.001257,0.000501,0.000778,0.057802,2560,0,2048
"Fftw","Inplace","Real","float",3,"powerof2",8,8,8,5,6,"Success",0.000415,0.027536,0.0198,0.00057,0.001386,0.001255,0.000455,0.000756,0.052547,2560,0,2048
"Fftw","Inplace","Real","float",3,"powerof2",8,8,8,6,6,"Success",0.000438,0.027505,0.020085,0.000564,0.001416,0.001237,0.000465,0.000753,0.052873,2560,0,2048
"Fftw","Inplace","Real","float",3,"powerof2",8,8,8,7,6,"Success",0.000431,0.027423,0.020184,0.000547,0.001393,0.001235,0.000434,0.000735,0.052808,2560,0,2048
"Fftw","Inplace","Real","float",3,"powerof2",8,8,8,8,6,"Success",0.000429,0.027379,0.020138,0.000577,0.00136,0.001281,0.000469,0.00082,0.052856,2560,0,2048
"Fftw","Inplace","Real","float",3,"powerof2",8,8,8,9,6,"Success",0.000454,0.027499,0.020096,0.000571,0.001416,0.00126,0.000468,0.000786,0.052979,2560,0,2048
"Fftw","Inplace","Real","float",3,"powerof2",8,8,8,10,6,"Success",0.000416,0.029463,0.022929,0.000602,0.001381,0.001247,0.000517,0.000693,0.057628,2560,0,2048
"Fftw","Inplace","Real","float",3,"powerof2",8,8,8,11,6,"Success",0.000442,0.027718,0.020163,0.000552,0.001377,0.001216,0.000463,0.000717,0.053033,2560,0,2048
"Fftw","Inplace","Real","float",3,"powerof2",8,8,16,0,7,"fftw forward plan could not be created as wisdom is not available for this problem.",0.000486,0,0,0,0,0,0,0,0,4608,0,4096
"Fftw","Inplace","Real","float",3,"powerof2",8,8,16,1,7,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,16,2,7,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,16,3,7,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,16,4,7,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,16,5,7,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,16,6,7,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,16,7,7,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,16,8,7,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,16,9,7,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,16,10,7,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,8,16,11,7,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,16,16,0,8,"fftw forward plan could not be created as wisdom is not available for this problem.",0.000424,0,0,0,0,0,0,0,0,9216,0,8192
"Fftw","Inplace","Real","float",3,"powerof2",8,16,16,1,8,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,16,16,2,8,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,16,16,3,8,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,16,16,4,8,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,16,16,5,8,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,16,16,6,8,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,16,16,7,8,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,16,16,8,8,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,16,16,9,8,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,16,16,10,8,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",8,16,16,11,8,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,16,0,9,"Warmup",0.000549,0.029378,0.020985,0.002678,0.008904,0.00908,0.001508,0.001044,0.074539,18432,0,16384
"Fftw","Inplace","Real","float",3,"powerof2",16,16,16,1,9,"Warmup",0.000561,0.02851,0.020904,0.002234,0.008872,0.009055,0.001493,0.001037,0.073047,18432,0,16384
"Fftw","Inplace","Real","float",3,"powerof2",16,16,16,2,9,"Success",0.00056,0.028466,0.021084,0.002543,0.008962,0.009134,0.001471,0.001093,0.073711,18432,0,16384
"Fftw","Inplace","Real","float",3,"powerof2",16,16,16,3,9,"Success",0.000475,0.02895,0.020884,0.002684,0.009106,0.009148,0.001305,0.001024,0.073926,18432,0,16384
"Fftw","Inplace","Real","float",3,"powerof2",16,16,16,4,9,"Success",0.000478,0.028386,0.020728,0.00266,0.008903,0.00906,0.001465,0.000993,0.073055,18432,0,16384
"Fftw","Inplace","Real","float",3,"powerof2",16,16,16,5,9,"Success",0.000542,0.028547,0.02101,0.002159,0.00881,0.009054,0.001526,0.000986,0.072983,18432,0,16384
"Fftw","Inplace","Real","float",3,"powerof2",16,16,16,6,9,"Success",0.000507,0.028654,0.020947,0.002199,0.008939,0.009155,0.001461,0.001029,0.073249,18432,0,16384
"Fftw","Inplace","Real","float",3,"powerof2",16,16,16,7,9,"Success",0.000461,0.027949,0.020659,0.002627,0.009102,0.009161,0.001366,0.000981,0.072642,18432,0,16384
"Fftw","Inplace","Real","float",3,"powerof2",16,16,16,8,9,"Success",0.000515,0.03095,0.02391,0.002679,0.008862,0.009088,0.001548,0.001073,0.079018,18432,0,16384
"Fftw","Inplace","Real","float",3,"powerof2",16,16,16,9,9,"Success",0.000519,0.028527,0.02091,0.002264,0.008886,0.009055,0.001514,0.00097,0.073014,18432,0,16384
"Fftw","Inplace","Real","float",3,"powerof2",16,16,16,10,9,"Success",0.000515,0.028088,0.020891,0.002168,0.008966,0.009106,0.001477,0.001015,0.072579,18432,0,16384
"Fftw","Inplace","Real","float",3,"powerof2",16,16,16,11,9,"Success",0.000489,0.028853,0.020964,0.002021,0.009047,0.009175,0.001308,0.001068,0.073335,18432,0,16384
"Fftw","Inplace","Real","float",3,"powerof2",16,16,32,0,10,"fftw forward plan could not be created as wisdom is not available for this problem.",0.000565,0,0,0,0,0,0,0,0,34816,0,32768
"Fftw","Inplace","Real","float",3,"powerof2",16,16,32,1,10,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,32,2,10,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,32,3,10,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,32,4,10,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,32,5,10,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,32,6,10,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,32,7,10,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,32,8,10,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,32,9,10,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,32,10,10,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,16,32,11,10,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,32,32,0,11,"fftw forward plan could not be created as wisdom is not available for this problem.",0.000677,0,0,0,0,0,0,0,0,69632,0,65536
"Fftw","Inplace","Real","float",3,"powerof2",16,32,32,1,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,32,32,2,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,32,32,3,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,32,32,4,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,32,32,5,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,32,32,6,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,32,32,7,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,32,32,8,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,32,32,9,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,32,32,10,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",16,32,32,11,11,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Real","float",3,"powerof2",32,32,32,0,12,"Warmup",0.00189,0.383164,0.664984,0.013365,1.001127,0.057492,0.035296,0.109948,2.268059,139264,0,131072
"Fftw","Inplace","Real","float",3,"powerof2",32,32,32,1,12,"Warmup",0.000462,0.415015,0.654218,0.012903,0.197018,0.057767,0.042837,0.107338,1.488451,139264,0,131072
"Fftw","Inplace","Real","float",3,"powerof2",32,32,32,2,12,"Success",0.000497,0.401009,0.66104,0.01224,0.187357,0.057959,0.035412,0.109607,1.466015,139264,0,131072
"Fftw","Inplace","Real","float",3,"powerof2",32,32,32,3,12,"Success",0.000425,0.405905,0.654912,0.012476,0.194414,0.061315,0.034936,0.106284,1.471549,139264,0,131072
"Fftw","Inplace","Real","float",3,"powerof2",32,32,32,4,12,"Success",0.00046,0.402886,0.659498,0.01284,0.185461,0.059444,0.035231,0.104537,1.46104,139264,0,131072
"Fftw","Inplace","Real","float",3,"powerof2",32,32,32,5,12,"Success",0.000435,0.400918,0.659021,0.012675,0.194944,0.057612,0.034791,0.106411,1.467681,139264,0,131072
"Fftw","Inplace","Real","float",3,"powerof2",32,32,32,6,12,"Success",0.000451,0.406585,0.655127,0.01337,0.182132,0.095101,0.035277,0.109126,1.498045,139264,0,131072
