; "Tesla M2090", "CC", 2.0, "Multiprocessors", 16, "Memory [MiB]", 5375, "MemoryFree [MiB]", 5309, "MemClock [MHz]", 1848, "GPUClock [MHz]", 1301, "CUDA Runtime", 7050
; "Time_ContextCreate [ms]", 12.7945
; "Time_ContextDestroy [ms]", 41.0713
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","Time_Device [ms]","Time_Allocation [ms]","Time_PlanInit [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]"
CuFFT,Outplace,Real,double,1,1,1024,0,0,2,2.69805,0.225306,2.50232,0.017792,0.039616,0.04224,0.024864,0.197537,5.6422,24576,8192
CuFFT,Outplace,Real,double,1,1,1024,0,0,3,2.69718,0.224968,2.49749,0.017792,0.0392,0.042144,0.024928,0.198675,5.63754,24576,8192
CuFFT,Outplace,Real,double,1,1,1024,0,0,4,2.70275,0.2272,2.50306,0.018016,0.039552,0.042016,0.024832,0.199695,5.65174,24576,8192
CuFFT,Outplace,Real,double,3,2,32,32,32,0,3.18406,0.435745,2.70679,0.12944,0.069088,0.070528,0.131712,0.376248,6.72258,786432,278512
CuFFT,Outplace,Real,double,3,2,32,32,32,1,3.08557,0.441572,2.61671,0.129472,0.0696,0.0696,0.13168,0.365655,6.52921,786432,278512
CuFFT,Outplace,Real,double,3,2,32,32,32,2,3.18147,0.430582,2.71578,0.128928,0.069024,0.068992,0.13104,0.36629,6.71267,786432,278512
CuFFT,Outplace,Real,double,3,2,32,32,32,3,3.18506,0.429603,2.69944,0.129152,0.069504,0.07088,0.131296,0.374296,6.70839,786432,278512
CuFFT,Outplace,Real,double,3,2,32,32,32,4,3.22986,0.436208,2.70645,0.134784,0.068928,0.109856,0.13232,0.365545,6.7573,786432,278512
CuFFT,Outplace,Real,double,2,3,16,25,0,0,4.43462,0.435969,4.2527,0.01472,0.05568,0.059136,0.02288,0.365388,9.50713,9600,14336
CuFFT,Outplace,Real,double,2,3,16,25,0,1,4.48154,0.429434,4.24833,0.014624,0.055648,0.054048,0.022912,0.364885,9.54274,9600,14336
CuFFT,Outplace,Real,double,2,3,16,25,0,2,4.49082,0.426758,4.24193,0.014688,0.055808,0.054208,0.022432,0.370231,9.54818,9600,14336
CuFFT,Outplace,Real,double,2,3,16,25,0,3,4.37802,0.439198,4.25344,0.014848,0.05584,0.053952,0.022848,0.37122,9.46047,9600,14336
CuFFT,Outplace,Real,double,2,3,16,25,0,4,4.38269,0.436413,4.1517,0.01472,0.05568,0.053984,0.022592,0.374702,9.36417,9600,14336
CuFFT,Outplace,Real,double,3,3,27,25,49,0,5.9016,0.232801,5.05792,0.130464,0.179264,0.153184,0.132416,0.378694,11.5911,793800,1.08134e+06
CuFFT,Outplace,Real,double,3,3,27,25,49,1,5.90288,0.231581,5.0435,0.130048,0.180992,0.154272,0.132,0.367286,11.564,793800,1.08134e+06
CuFFT,Outplace,Real,double,3,3,27,25,49,2,5.90774,0.240935,5.04277,0.131104,0.182368,0.156608,0.132928,0.368794,11.5806,793800,1.08134e+06
CuFFT,Outplace,Real,double,3,3,27,25,49,3,5.92445,0.231646,5.04586,0.134368,0.180224,0.154048,0.132288,0.372057,11.5941,793800,1.08134e+06
CuFFT,Outplace,Real,double,3,3,27,25,49,4,5.85962,0.231693,5.0547,0.130016,0.180192,0.153152,0.13232,0.367295,11.532,793800,1.08134e+06
