; "Tesla M2090", "CC", 2.0, "Multiprocessors", 16, "Memory [MiB]", 5375, "MemoryFree [MiB]", 5309, "MemClock [MHz]", 1848, "GPUClock [MHz]", 1301, "CUDA Runtime", 7050
; "Time_ContextCreate [ms]", 12.907
; "Time_ContextDestroy [ms]", 41.0741
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","Time_Device [ms]","Time_Allocation [ms]","Time_PlanInit [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]"
CuFFT,Outplace,Complex,float,3,2,32,32,32,4,0.416672,0.227472,2.52783,0.131872,0.056192,0.043104,0.129152,0.201626,3.3928,524288,262144
CuFFT,Outplace,Complex,float,2,3,16,25,0,0,0.178016,0.237566,2.61452,0.015232,0.0488,0.035808,0.020992,0.208079,3.25731,6400,3200
CuFFT,Outplace,Complex,float,2,3,16,25,0,1,0.176544,0.230761,2.57446,0.015424,0.048512,0.03584,0.021152,0.202079,3.20148,6400,3200
CuFFT,Outplace,Complex,float,2,3,16,25,0,2,0.177408,0.229088,2.6039,0.015296,0.048928,0.036512,0.020992,0.202196,3.23198,6400,3200
CuFFT,Outplace,Complex,float,2,3,16,25,0,3,0.1752,0.230505,2.61784,0.015232,0.04784,0.035648,0.021152,0.20138,3.2439,6400,3200
CuFFT,Outplace,Complex,float,2,3,16,25,0,4,0.175872,0.230408,2.61293,0.015104,0.04864,0.035776,0.021152,0.201052,3.23923,6400,3200
CuFFT,Outplace,Complex,float,3,3,27,25,49,0,0.473408,0.233136,2.53182,0.138624,0.082496,0.067104,0.128832,0.204714,3.46223,529200,264600
CuFFT,Outplace,Complex,float,3,3,27,25,49,1,0.465536,0.230627,2.52223,0.132,0.08096,0.066656,0.129344,0.21356,3.45104,529200,264600
CuFFT,Outplace,Complex,float,3,3,27,25,49,2,0.468576,0.231544,2.57471,0.134976,0.080704,0.067136,0.129248,0.205192,3.49901,529200,264600
CuFFT,Outplace,Complex,float,3,3,27,25,49,3,0.465536,0.232431,2.52296,0.130624,0.081696,0.06672,0.130144,0.210256,3.45012,529200,264600
CuFFT,Outplace,Complex,float,3,3,27,25,49,4,0.466272,0.231424,2.63441,0.131456,0.081792,0.067168,0.12912,0.204817,3.55603,529200,264600
CuFFT,Outplace,Real,float,1,1,1024,0,0,0,2.74861,0.437711,2.50422,0.015712,0.04256,0.044064,0.022688,0.363788,6.07253,12288,4096
CuFFT,Outplace,Real,float,1,1,1024,0,0,1,2.74179,0.437605,2.60691,0.015808,0.042464,0.043648,0.02288,0.370326,6.17584,12288,4096
CuFFT,Outplace,Real,float,1,1,1024,0,0,2,2.80746,0.42877,2.60571,0.015776,0.042368,0.04368,0.022528,0.362201,6.22336,12288,4096
CuFFT,Outplace,Real,float,1,1,1024,0,0,3,2.69642,0.436461,2.49843,0.015776,0.041472,0.043488,0.022688,0.36337,6.0138,12288,4096
CuFFT,Outplace,Real,float,1,1,1024,0,0,4,2.75498,0.435472,2.48989,0.01568,0.042048,0.04384,0.022432,0.362221,6.06072,12288,4096
CuFFT,Outplace,Real,float,3,2,32,32,32,0,3.01907,0.228168,2.63797,0.077824,0.067424,0.067648,0.075648,0.202634,6.1073,393216,139256
CuFFT,Outplace,Real,float,3,2,32,32,32,1,2.99965,0.227184,2.68417,0.073152,0.067008,0.066912,0.076512,0.202097,6.13238,393216,139256
CuFFT,Outplace,Real,float,3,2,32,32,32,2,3.0577,0.22697,2.69635,0.073408,0.06688,0.068256,0.076608,0.20169,6.20211,393216,139256
CuFFT,Outplace,Real,float,3,2,32,32,32,3,2.95677,0.227668,2.5953,0.081952,0.066368,0.067168,0.07632,0.208046,6.00697,393216,139256
CuFFT,Outplace,Real,float,3,2,32,32,32,4,3.08454,0.227613,2.69122,0.073024,0.066816,0.067552,0.0768,0.201635,6.22437,393216,139256
CuFFT,Outplace,Real,float,2,3,16,25,0,0,4.75834,0.236278,4.36449,0.01408,0.052448,0.051776,0.02176,0.364751,9.74226,4800,8192
CuFFT,Outplace,Real,float,2,3,16,25,0,1,4.76086,0.230728,4.37681,0.01424,0.052736,0.053472,0.022016,0.364746,9.75266,4800,8192
CuFFT,Outplace,Real,float,2,3,16,25,0,2,4.76346,0.230315,4.3747,0.014336,0.052448,0.052416,0.021984,0.363639,9.7517,4800,8192
CuFFT,Outplace,Real,float,2,3,16,25,0,3,4.7735,0.23009,4.37048,0.014112,0.062016,0.05232,0.022144,0.372187,9.7656,4800,8192
CuFFT,Outplace,Real,float,2,3,16,25,0,4,4.76317,0.229996,4.36466,0.014336,0.052448,0.052256,0.022016,0.373563,9.75089,4800,8192
CuFFT,Outplace,Real,float,3,3,27,25,49,0,5.34746,0.4315,4.74171,0.073696,0.151872,0.126688,0.076416,0.37311,10.9129,396900,540672
CuFFT,Outplace,Real,float,3,3,27,25,49,1,5.35242,0.428274,4.85751,0.074368,0.151776,0.128576,0.076608,0.375513,11.0328,396900,540672
CuFFT,Outplace,Real,float,3,3,27,25,49,2,5.28614,0.429831,4.82508,0.073408,0.151328,0.127392,0.076096,0.37917,10.9392,396900,540672
CuFFT,Outplace,Real,float,3,3,27,25,49,3,5.24624,0.427044,4.79894,0.073792,0.151904,0.12736,0.076512,0.375615,10.8669,396900,540672
CuFFT,Outplace,Real,float,3,3,27,25,49,4,5.3175,0.436608,4.73403,0.073536,0.15072,0.126144,0.075744,0.36888,10.8748,396900,540672
