; "Tesla K80", "CC", 3.7, "Multiprocessors", 13, "Memory [MiB]", 11519, "MemoryFree [MiB]", 11430, "MemClock [MHz]", 2505, "GPUClock [MHz]", 875, "CUDA Runtime", 7050, "cufft", 7050
; "Time_ContextCreate [ms]", 25.5012
; "Time_ContextDestroy [ms]", 150.081
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","success","Time_Device [ms]","Time_Allocation [ms]","Time_PlanInit [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]"
"CuFFT","Outplace","Complex","float",2,"oddshape",4095,4097,0,0,"Success",107.738,0.427591,5.09849,14.4979,40.5124,40.4102,12.2427,1.0545,114.32,2.68435e+08,5.66094e+08,1.34218e+08
"CuFFT","Outplace","Complex","float",2,"oddshape",4095,4097,0,1,"Success",107.813,0.435548,5.10316,14.4549,40.5667,40.476,12.2402,1.0507,114.404,2.68435e+08,5.66094e+08,1.34218e+08
"CuFFT","Outplace","Complex","float",2,"oddshape",4095,4097,0,2,"Success",107.822,0.427665,5.20582,14.4778,40.5608,40.4552,12.2496,1.2105,114.667,2.68435e+08,5.66094e+08,1.34218e+08
"CuFFT","Outplace","Complex","float",2,"oddshape",4095,4097,0,3,"Success",107.813,0.428119,5.10212,14.5218,40.4855,40.4821,12.253,1.07718,114.421,2.68435e+08,5.66094e+08,1.34218e+08
"CuFFT","Outplace","Complex","float",2,"oddshape",4095,4097,0,4,"Success",107.725,0.430627,5.10275,14.5079,40.5034,40.3957,12.243,1.07784,114.337,2.68435e+08,5.66094e+08,1.34218e+08
"CuFFT","Outplace","Complex","float",2,"oddshape",8191,8193,0,0,"CUDA error cufft CUFFT_ALLOC_FAILED [2] cufft.hpp:124 cufftGetSize2d(plan, e[0], e[1], FFTType, &s)",0,0,0,0,0,0,0,0,0,1.07374e+09,0,0
"CuFFT","Outplace","Complex","float",2,"oddshape",8191,8193,0,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"CuFFT","Outplace","Complex","float",2,"oddshape",8191,8193,0,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"CuFFT","Outplace","Complex","float",2,"oddshape",8191,8193,0,3,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"CuFFT","Outplace","Complex","float",2,"oddshape",8191,8193,0,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"CuFFT","Outplace","Complex","float",3,"oddshape",61,67,69,0,"Success",1.26436,0.309084,1.03851,0.28528,0.2696,0.261056,0.387488,0.511137,3.12384,4.51205e+06,2.25602e+06,2.25602e+06
"CuFFT","Outplace","Complex","float",3,"oddshape",61,67,69,1,"Success",1.26084,0.309915,1.03497,0.28496,0.269056,0.25952,0.390304,0.506064,3.11252,4.51205e+06,2.25602e+06,2.25602e+06
"CuFFT","Outplace","Complex","float",3,"oddshape",61,67,69,2,"Success",1.25814,0.308138,1.03633,0.284384,0.269312,0.260768,0.38704,0.507499,3.11083,4.51205e+06,2.25602e+06,2.25602e+06
"CuFFT","Outplace","Complex","float",3,"oddshape",61,67,69,3,"Success",1.26013,0.307424,1.03585,0.284608,0.26928,0.260704,0.385536,0.510175,3.11429,4.51205e+06,2.25602e+06,2.25602e+06
"CuFFT","Outplace","Complex","float",3,"oddshape",61,67,69,4,"Success",1.25678,0.307686,1.03622,0.284448,0.269408,0.260864,0.385248,0.509313,3.11071,4.51205e+06,2.25602e+06,2.25602e+06
"CuFFT","Outplace","Complex","float",3,"oddshape",126,127,129,0,"Success",8.00416,0.330112,1.06095,1.56653,2.14874,2.1367,2.0873,0.518152,9.914,3.30281e+07,1.65141e+07,1.65141e+07
"CuFFT","Outplace","Complex","float",3,"oddshape",126,127,129,1,"Success",8.04387,0.344365,1.05991,1.56269,2.15123,2.13386,2.13053,0.522541,9.97135,3.30281e+07,1.65141e+07,1.65141e+07
"CuFFT","Outplace","Complex","float",3,"oddshape",126,127,129,2,"Success",8.05596,0.340629,1.05718,1.56227,2.15066,2.13494,2.14458,0.529707,9.98422,3.30281e+07,1.65141e+07,1.65141e+07
"CuFFT","Outplace","Complex","float",3,"oddshape",126,127,129,3,"Success",8.04239,0.346979,1.05793,1.5607,2.15126,2.13667,2.13306,0.518148,9.96614,3.30281e+07,1.65141e+07,1.65141e+07
"CuFFT","Outplace","Complex","float",3,"oddshape",126,127,129,4,"Success",8.04257,0.343399,1.05823,1.56285,2.15254,2.13603,2.12659,0.528861,9.97376,3.30281e+07,1.65141e+07,1.65141e+07
"CuFFT","Outplace","Complex","float",3,"oddshape",126,255,129,0,"Success",15.3557,0.418709,1.07399,3.48368,4.2464,4.22598,3.3151,0.584464,17.4337,6.63163e+07,3.31582e+07,3.31582e+07
"CuFFT","Outplace","Complex","float",3,"oddshape",126,255,129,1,"Success",15.3645,0.444209,1.07567,3.47757,4.25082,4.22822,3.31405,0.590457,17.4756,6.63163e+07,3.31582e+07,3.31582e+07
"CuFFT","Outplace","Complex","float",3,"oddshape",126,255,129,2,"Success",15.3702,0.442736,1.07499,3.47942,4.25261,4.22518,3.32202,0.576604,17.4653,6.63163e+07,3.31582e+07,3.31582e+07
"CuFFT","Outplace","Complex","float",3,"oddshape",126,255,129,3,"Success",15.3554,0.4463,1.07557,3.4647,4.25555,4.23075,3.31562,0.591891,17.47,6.63163e+07,3.31582e+07,3.31582e+07
"CuFFT","Outplace","Complex","float",3,"oddshape",126,255,129,4,"Success",15.3742,0.446679,1.07385,3.48531,4.2503,4.22246,3.32275,0.586801,17.4823,6.63163e+07,3.31582e+07,3.31582e+07
"CuFFT","Outplace","Complex","float",3,"oddshape",255,254,259,0,"Success",89.0165,0.526688,1.11848,14.6103,31.0305,31.0122,12.2695,0.678986,91.3417,2.68407e+08,1.34203e+08,1.34203e+08
"CuFFT","Outplace","Complex","float",3,"oddshape",255,254,259,1,"Success",88.9839,0.524247,1.11691,14.6116,31.0237,31.0096,12.242,0.661249,91.2872,2.68407e+08,1.34203e+08,1.34203e+08
"CuFFT","Outplace","Complex","float",3,"oddshape",255,254,259,2,"Success",89.0127,0.551319,1.12315,14.6253,31.0233,31.0168,12.2547,0.683159,91.3713,2.68407e+08,1.34203e+08,1.34203e+08
"CuFFT","Outplace","Complex","float",3,"oddshape",255,254,259,3,"Success",89.0912,0.521251,1.15092,14.6968,31.0531,30.996,12.2532,0.674152,91.4385,2.68407e+08,1.34203e+08,1.34203e+08
"CuFFT","Outplace","Complex","float",3,"oddshape",255,254,259,4,"Success",89.0368,0.519417,1.1254,14.6551,31.0422,30.995,12.2486,0.652868,91.3354,2.68407e+08,1.34203e+08,1.34203e+08
"CuFFT","Outplace","Complex","float",3,"oddshape",511,513,509,0,"CUDA error cufft CUFFT_ALLOC_FAILED [2] cufft.hpp:127 cufftGetSize3d(plan, e[0], e[1], e[2], FFTType, &s)",0,0,0,0,0,0,0,0,0,2.13489e+09,0,0
"CuFFT","Outplace","Complex","float",3,"oddshape",511,513,509,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"CuFFT","Outplace","Complex","float",3,"oddshape",511,513,509,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"CuFFT","Outplace","Complex","float",3,"oddshape",511,513,509,3,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"CuFFT","Outplace","Complex","float",3,"oddshape",511,513,509,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"CuFFT","Outplace","Complex","float",3,"oddshape",1023,513,509,0,"CUDA error cufft CUFFT_ALLOC_FAILED [2] cufft.hpp:127 cufftGetSize3d(plan, e[0], e[1], e[2], FFTType, &s)",0,0,0,0,0,0,0,0,0,4.27396e+09,0,0
"CuFFT","Outplace","Complex","float",3,"oddshape",1023,513,509,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"CuFFT","Outplace","Complex","float",3,"oddshape",1023,513,509,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"CuFFT","Outplace","Complex","float",3,"oddshape",1023,513,509,3,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"CuFFT","Outplace","Complex","float",3,"oddshape",1023,513,509,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"CuFFT","Outplace","Complex","float",3,"oddshape",1023,1021,509,0,"CUDA error cufft CUFFT_ALLOC_FAILED [2] cufft.hpp:127 cufftGetSize3d(plan, e[0], e[1], e[2], FFTType, &s)",0,0,0,0,0,0,0,0,0,8.50627e+09,0,0
"CuFFT","Outplace","Complex","float",3,"oddshape",1023,1021,509,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"CuFFT","Outplace","Complex","float",3,"oddshape",1023,1021,509,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"CuFFT","Outplace","Complex","float",3,"oddshape",1023,1021,509,3,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"CuFFT","Outplace","Complex","float",3,"oddshape",1023,1021,509,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"CuFFT","Outplace","Complex","float",3,"oddshape",1023,1021,1025,0,"CUDA error cufft CUFFT_ALLOC_FAILED [2] cufft.hpp:141 cufftGetSizeMany64(plan, NDim, lengths.data(), NULL, 0, 0, NULL, 0, 0, FFTType, 1, &worksize)",0,0,0,0,0,0,0,0,0,1.71295e+10,0,0
"CuFFT","Outplace","Complex","float",3,"oddshape",1023,1021,1025,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"CuFFT","Outplace","Complex","float",3,"oddshape",1023,1021,1025,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"CuFFT","Outplace","Complex","float",3,"oddshape",1023,1021,1025,3,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"CuFFT","Outplace","Complex","float",3,"oddshape",1023,1021,1025,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0
"CuFFT","Outplace","Complex","float",1,"powerof2",262144,0,0,0,"Success",0.884828,0.313552,1.02452,0.268256,0.110208,0.098976,0.352736,0.500853,2.72441,4.1943e+06,2.09715e+06,2.09715e+06
"CuFFT","Outplace","Complex","float",1,"powerof2",262144,0,0,1,"Success",0.877147,0.304518,1.02382,0.267616,0.108448,0.097824,0.34752,0.506597,2.71277,4.1943e+06,2.09715e+06,2.09715e+06
"CuFFT","Outplace","Complex","float",1,"powerof2",262144,0,0,2,"Success",0.880775,0.307487,1.0233,0.267424,0.108896,0.098464,0.351456,0.500274,2.71242,4.1943e+06,2.09715e+06,2.09715e+06
"CuFFT","Outplace","Complex","float",1,"powerof2",262144,0,0,3,"Success",0.874727,0.304499,1.02448,0.26752,0.107488,0.097504,0.34768,0.507616,2.7119,4.1943e+06,2.09715e+06,2.09715e+06
"CuFFT","Outplace","Complex","float",1,"powerof2",262144,0,0,4,"Success",0.8816,0.305025,1.02237,0.267584,0.108896,0.097728,0.35248,0.500432,2.71011,4.1943e+06,2.09715e+06,2.09715e+06
"CuFFT","Outplace","Complex","float",1,"powerof2",1048576,0,0,0,"Success",2.66165,0.307222,1.0227,0.8304,0.349536,0.338144,1.08816,0.50654,4.49881,1.67772e+07,8.38861e+06,8.38861e+06
"CuFFT","Outplace","Complex","float",1,"powerof2",1048576,0,0,1,"Success",2.66536,0.306955,1.02034,0.826976,0.350304,0.341024,1.09203,0.501509,4.49482,1.67772e+07,8.38861e+06,8.38861e+06
"CuFFT","Outplace","Complex","float",1,"powerof2",1048576,0,0,2,"Success",2.66118,0.311345,1.02055,0.826336,0.35072,0.336576,1.09293,0.505516,4.49919,1.67772e+07,8.38861e+06,8.38861e+06
"CuFFT","Outplace","Complex","float",1,"powerof2",1048576,0,0,3,"Success",2.67186,0.307119,1.02036,0.83104,0.351968,0.339968,1.0928,0.513947,4.51399,1.67772e+07,8.38861e+06,8.38861e+06
"CuFFT","Outplace","Complex","float",1,"powerof2",1048576,0,0,4,"Success",2.65573,0.30874,1.02207,0.826432,0.34768,0.337632,1.0888,0.503175,4.49032,1.67772e+07,8.38861e+06,8.38861e+06
"CuFFT","Outplace","Complex","float",1,"powerof2",2097152,0,0,0,"Success",5.00331,0.324866,1.02551,1.59552,0.682368,0.661472,2.00563,0.515776,6.87029,3.35544e+07,1.67772e+07,1.67772e+07
"CuFFT","Outplace","Complex","float",1,"powerof2",2097152,0,0,1,"Success",5.03709,0.345182,1.02816,1.59549,0.677408,0.658912,2.04211,0.519227,6.93044,3.35544e+07,1.67772e+07,1.67772e+07
"CuFFT","Outplace","Complex","float",1,"powerof2",2097152,0,0,2,"Success",5.03123,0.339331,1.0282,1.58672,0.676224,0.662048,2.0464,0.522652,6.92221,3.35544e+07,1.67772e+07,1.67772e+07
"CuFFT","Outplace","Complex","float",1,"powerof2",2097152,0,0,3,"Success",5.0329,0.345601,1.02679,1.58566,0.681856,0.664096,2.04029,0.512321,6.9186,3.35544e+07,1.67772e+07,1.67772e+07
"CuFFT","Outplace","Complex","float",1,"powerof2",2097152,0,0,4,"Success",5.03258,0.339483,1.02735,1.58582,0.677312,0.663232,2.04173,0.568831,6.96897,3.35544e+07,1.67772e+07,1.67772e+07
"CuFFT","Outplace","Complex","float",1,"powerof2",4194304,0,0,0,"Success",9.67219,0.411979,1.03639,3.48266,1.3215,1.2905,3.50573,0.566137,11.6875,6.71089e+07,3.35544e+07,3.35544e+07
"CuFFT","Outplace","Complex","float",1,"powerof2",4194304,0,0,1,"Success",9.65791,0.43005,1.03653,3.45725,1.31731,1.29123,3.50845,0.558387,11.6837,6.71089e+07,3.35544e+07,3.35544e+07
"CuFFT","Outplace","Complex","float",1,"powerof2",4194304,0,0,2,"Success",9.64734,0.429846,1.03784,3.45776,1.31485,1.29056,3.50016,0.573894,11.6896,6.71089e+07,3.35544e+07,3.35544e+07
"CuFFT","Outplace","Complex","float",1,"powerof2",4194304,0,0,3,"Success",9.66053,0.432792,1.03695,3.46054,1.31878,1.29194,3.50803,0.577545,11.7086,6.71089e+07,3.35544e+07,3.35544e+07
"CuFFT","Outplace","Complex","float",1,"powerof2",4194304,0,0,4,"Success",9.66621,0.433305,1.03543,3.47171,1.3177,1.28755,3.50819,0.575484,11.7111,6.71089e+07,3.35544e+07,3.35544e+07
"CuFFT","Outplace","Complex","float",1,"powerof2",8388608,0,0,0,"Success",18.9329,0.454011,1.07031,7.33731,2.61222,2.58109,6.31789,0.647522,21.1057,1.34218e+08,6.71089e+07,6.71089e+07
"CuFFT","Outplace","Complex","float",1,"powerof2",8388608,0,0,1,"Success",18.9329,0.45376,1.0709,7.33677,2.61091,2.58288,6.31363,0.649498,21.108,1.34218e+08,6.71089e+07,6.71089e+07
"CuFFT","Outplace","Complex","float",1,"powerof2",8388608,0,0,2,"Success",18.8912,0.458401,1.06987,7.26886,2.608,2.59232,6.33962,0.642522,21.0628,1.34218e+08,6.71089e+07,6.71089e+07
"CuFFT","Outplace","Complex","float",1,"powerof2",8388608,0,0,3,"Success",18.9127,0.453886,1.07034,7.31539,2.61728,2.57597,6.31901,0.650893,21.0887,1.34218e+08,6.71089e+07,6.71089e+07
"CuFFT","Outplace","Complex","float",1,"powerof2",8388608,0,0,4,"Success",18.9175,0.451947,1.06847,7.32294,2.6119,2.57894,6.31949,0.646038,21.0848,1.34218e+08,6.71089e+07,6.71089e+07
"CuFFT","Outplace","Complex","float",1,"powerof2",16777216,0,0,0,"Success",37.2654,0.51498,1.08821,14.6192,5.16365,5.12954,12.2658,0.677991,39.5475,2.68435e+08,1.34218e+08,1.34218e+08
"CuFFT","Outplace","Complex","float",1,"powerof2",16777216,0,0,1,"Success",37.2405,0.512627,1.08835,14.6191,5.15654,5.12326,12.2572,0.671968,39.5144,2.68435e+08,1.34218e+08,1.34218e+08
"CuFFT","Outplace","Complex","float",1,"powerof2",16777216,0,0,2,"Success",37.2333,0.521358,1.08768,14.5971,5.16467,5.1281,12.2576,0.67546,39.5187,2.68435e+08,1.34218e+08,1.34218e+08
"CuFFT","Outplace","Complex","float",1,"powerof2",16777216,0,0,3,"Success",37.2715,0.521898,1.0862,14.6338,5.16573,5.13587,12.2523,0.674208,39.5547,2.68435e+08,1.34218e+08,1.34218e+08
"CuFFT","Outplace","Complex","float",1,"powerof2",16777216,0,0,4,"Success",37.2846,0.513392,1.08618,14.6193,5.17885,5.13635,12.2567,0.644596,39.5296,2.68435e+08,1.34218e+08,1.34218e+08
"CuFFT","Outplace","Complex","float",1,"powerof2",33554432,0,0,0,"Success",76.1309,0.633232,1.14226,29.1323,11.4245,11.3718,24.1153,0.728833,78.6362,5.36871e+08,2.68435e+08,2.68435e+08
"CuFFT","Outplace","Complex","float",1,"powerof2",33554432,0,0,1,"Success",76.2832,0.628444,1.14441,29.0372,11.4188,11.3777,24.3628,0.719398,78.7763,5.36871e+08,2.68435e+08,2.68435e+08
"CuFFT","Outplace","Complex","float",1,"powerof2",33554432,0,0,2,"Success",76.1053,0.636096,1.14422,29.0951,11.4357,11.3675,24.1153,0.724839,78.6113,5.36871e+08,2.68435e+08,2.68435e+08
"CuFFT","Outplace","Complex","float",1,"powerof2",33554432,0,0,3,"Success",76.1848,0.627335,1.145,29.2235,11.3982,11.3464,24.1268,0.71918,78.6773,5.36871e+08,2.68435e+08,2.68435e+08
"CuFFT","Outplace","Complex","float",1,"powerof2",33554432,0,0,4,"Success",76.2467,0.629967,1.14421,29.2623,11.4276,11.3542,24.1154,0.725425,78.7472,5.36871e+08,2.68435e+08,2.68435e+08
"CuFFT","Outplace","Complex","float",1,"powerof2",67108864,0,0,0,"Success",159.98,0.859992,1.26543,58.2752,26.9021,26.8527,47.8654,0.829484,162.936,1.07374e+09,5.36871e+08,5.36871e+08
"CuFFT","Outplace","Complex","float",1,"powerof2",67108864,0,0,1,"Success",160.063,0.87187,1.26178,58.3372,26.8756,26.8565,47.9011,0.804951,163.003,1.07374e+09,5.36871e+08,5.36871e+08
"CuFFT","Outplace","Complex","float",1,"powerof2",67108864,0,0,2,"Success",159.901,0.861948,1.2593,58.266,26.8549,26.8388,47.8512,0.801519,162.825,1.07374e+09,5.36871e+08,5.36871e+08
"CuFFT","Outplace","Complex","float",1,"powerof2",67108864,0,0,3,"Success",160.175,0.863032,1.2579,58.3125,26.8741,26.8522,48.047,0.807116,163.104,1.07374e+09,5.36871e+08,5.36871e+08
"CuFFT","Outplace","Complex","float",1,"powerof2",67108864,0,0,4,"Success",160.003,0.860372,1.26445,58.3648,26.8889,26.815,47.851,0.8269,162.956,1.07374e+09,5.36871e+08,5.36871e+08
"CuFFT","Outplace","Complex","float",1,"powerof2",134217728,0,0,0,"Success",320.905,1.32961,1.48584,116.551,54.3876,54.3877,95.4883,1.00842,324.73,2.14748e+09,1.07374e+09,1.07374e+09
"CuFFT","Outplace","Complex","float",1,"powerof2",134217728,0,0,1,"Success",320.99,1.54913,1.49636,116.58,54.4176,54.3956,95.5106,1.01061,325.047,2.14748e+09,1.07374e+09,1.07374e+09
"CuFFT","Outplace","Complex","float",1,"powerof2",134217728,0,0,2,"Success",321.046,1.31983,1.48978,116.642,54.4012,54.3715,95.5404,1.00828,324.864,2.14748e+09,1.07374e+09,1.07374e+09
"CuFFT","Outplace","Complex","float",1,"powerof2",134217728,0,0,3,"Success",321.298,1.32562,1.49153,116.911,54.3798,54.3902,95.5273,1.00255,325.118,2.14748e+09,1.07374e+09,1.07374e+09
"CuFFT","Outplace","Complex","float",1,"powerof2",134217728,0,0,4,"Success",320.927,1.32378,1.49074,116.306,54.3971,54.3968,95.7397,1.00364,324.746,2.14748e+09,1.07374e+09,1.07374e+09
"CuFFT","Outplace","Complex","float",2,"powerof2",512,512,0,0,"Success",0.903215,0.312358,1.03137,0.267392,0.105952,0.096672,0.352448,0.501958,2.74958,4.1943e+06,2.09715e+06,2.09715e+06
"CuFFT","Outplace","Complex","float",2,"powerof2",512,512,0,1,"Success",0.87392,0.309804,1.24186,0.265568,0.108032,0.09872,0.346208,0.505786,2.93208,4.1943e+06,2.09715e+06,2.09715e+06
"CuFFT","Outplace","Complex","float",2,"powerof2",512,512,0,2,"Success",0.880852,0.304242,1.03003,0.267488,0.106976,0.098624,0.348064,0.506072,2.72187,4.1943e+06,2.09715e+06,2.09715e+06
"CuFFT","Outplace","Complex","float",2,"powerof2",512,512,0,3,"Success",0.879582,0.309568,1.03232,0.268768,0.107744,0.092416,0.351968,0.501765,2.72393,4.1943e+06,2.09715e+06,2.09715e+06
"CuFFT","Outplace","Complex","float",2,"powerof2",512,512,0,4,"Success",0.883449,0.303696,1.03202,0.267264,0.111776,0.097472,0.348128,0.507465,2.7273,4.1943e+06,2.09715e+06,2.09715e+06
"CuFFT","Outplace","Complex","float",2,"powerof2",1024,1024,0,0,"Success",2.70369,0.331367,1.06884,0.825696,0.340128,0.326176,1.14906,0.508052,4.61264,1.67772e+07,8.38861e+06,8.38861e+06
"CuFFT","Outplace","Complex","float",2,"powerof2",1024,1024,0,1,"Success",2.70433,0.309138,1.03559,0.830656,0.339296,0.32704,1.14803,0.507207,4.55702,1.67772e+07,8.38861e+06,8.38861e+06
"CuFFT","Outplace","Complex","float",2,"powerof2",1024,1024,0,2,"Success",2.70172,0.30913,1.03336,0.82672,0.341088,0.324864,1.14941,0.501753,4.54666,1.67772e+07,8.38861e+06,8.38861e+06
"CuFFT","Outplace","Complex","float",2,"powerof2",1024,1024,0,3,"Success",2.6975,0.308949,1.03235,0.826496,0.338048,0.3256,1.14838,0.501553,4.54103,1.67772e+07,8.38861e+06,8.38861e+06
"CuFFT","Outplace","Complex","float",2,"powerof2",1024,1024,0,4,"Success",2.69994,0.315474,1.0331,0.826688,0.33936,0.32624,1.14845,0.506362,4.55557,1.67772e+07,8.38861e+06,8.38861e+06
"CuFFT","Outplace","Complex","float",2,"powerof2",2048,2048,0,0,"Success",9.60101,0.420499,1.04633,3.51741,1.29632,1.25629,3.45434,0.578085,11.6468,6.71089e+07,3.35544e+07,3.35544e+07
"CuFFT","Outplace","Complex","float",2,"powerof2",2048,2048,0,1,"Success",9.57335,0.43317,1.04808,3.48416,1.2927,1.2575,3.45283,0.573622,11.6291,6.71089e+07,3.35544e+07,3.35544e+07
"CuFFT","Outplace","Complex","float",2,"powerof2",2048,2048,0,2,"Success",9.61065,0.437656,1.04816,3.51923,1.29363,1.26061,3.45069,0.571917,11.6693,6.71089e+07,3.35544e+07,3.35544e+07
"CuFFT","Outplace","Complex","float",2,"powerof2",2048,2048,0,3,"Success",9.59596,0.440313,1.04345,3.49264,1.29232,1.25322,3.47094,0.573967,11.6545,6.71089e+07,3.35544e+07,3.35544e+07
"CuFFT","Outplace","Complex","float",2,"powerof2",2048,2048,0,4,"Success",9.58432,0.442886,1.04659,3.49994,1.29174,1.25494,3.45082,0.573322,11.648,6.71089e+07,3.35544e+07,3.35544e+07
"CuFFT","Outplace","Complex","float",2,"powerof2",4096,4096,0,0,"Success",36.7962,0.512918,1.09643,14.5157,4.98944,4.94515,12.2563,0.681308,39.0878,2.68435e+08,1.34218e+08,1.34218e+08
"CuFFT","Outplace","Complex","float",2,"powerof2",4096,4096,0,1,"Success",36.7198,0.51403,1.10005,14.4538,4.99286,4.94285,12.2414,0.67903,39.0139,2.68435e+08,1.34218e+08,1.34218e+08
"CuFFT","Outplace","Complex","float",2,"powerof2",4096,4096,0,2,"Success",36.7834,0.515795,1.09889,14.519,4.98787,4.94515,12.2399,0.679358,39.0784,2.68435e+08,1.34218e+08,1.34218e+08
"CuFFT","Outplace","Complex","float",2,"powerof2",4096,4096,0,3,"Success",36.7678,0.520666,1.09678,14.4821,4.9913,4.94493,12.2598,0.6706,39.0568,2.68435e+08,1.34218e+08,1.34218e+08
"CuFFT","Outplace","Complex","float",2,"powerof2",4096,4096,0,4,"Success",36.7654,0.521381,1.09811,14.4902,4.99597,4.94189,12.2473,0.675977,39.0619,2.68435e+08,1.34218e+08,1.34218e+08
"CuFFT","Outplace","Complex","float",2,"powerof2",8192,8192,0,0,"Success",147.226,0.860092,1.27654,57.7666,20.6594,20.6767,48.0378,0.809668,150.173,1.07374e+09,5.36871e+08,5.36871e+08
"CuFFT","Outplace","Complex","float",2,"powerof2",8192,8192,0,1,"Success",146.954,0.867753,1.26984,57.6168,20.6647,20.7182,47.8673,0.836183,149.928,1.07374e+09,5.36871e+08,5.36871e+08
"CuFFT","Outplace","Complex","float",2,"powerof2",8192,8192,0,2,"Success",147.393,0.861041,1.27653,57.9732,20.7718,20.7059,47.8555,0.834771,150.366,1.07374e+09,5.36871e+08,5.36871e+08
"CuFFT","Outplace","Complex","float",2,"powerof2",8192,8192,0,3,"Success",147.507,0.869558,1.27086,57.6294,20.8488,20.7521,48.1896,0.809681,150.458,1.07374e+09,5.36871e+08,5.36871e+08
"CuFFT","Outplace","Complex","float",2,"powerof2",8192,8192,0,4,"Success",147.588,0.865857,1.29337,57.7481,20.871,20.8165,48.0677,0.8244,150.572,1.07374e+09,5.36871e+08,5.36871e+08
"CuFFT","Outplace","Complex","float",3,"powerof2",64,64,64,0,"Success",0.876478,0.31238,1.04282,0.267904,0.098144,0.08528,0.366368,0.502183,2.73453,4.1943e+06,2.09715e+06,2.09715e+06
"CuFFT","Outplace","Complex","float",3,"powerof2",64,64,64,1,"Success",0.870747,0.305366,1.0433,0.267648,0.097696,0.085568,0.36112,0.508633,2.72875,4.1943e+06,2.09715e+06,2.09715e+06
"CuFFT","Outplace","Complex","float",3,"powerof2",64,64,64,2,"Success",0.873331,0.304285,1.04224,0.26816,0.09824,0.08592,0.362112,0.502808,2.72336,4.1943e+06,2.09715e+06,2.09715e+06
"CuFFT","Outplace","Complex","float",3,"powerof2",64,64,64,3,"Success",0.87141,0.304864,1.04516,0.26832,0.098208,0.084896,0.361248,0.528641,2.75068,4.1943e+06,2.09715e+06,2.09715e+06
"CuFFT","Outplace","Complex","float",3,"powerof2",64,64,64,4,"Success",0.877347,0.305862,1.04638,0.268544,0.098784,0.086272,0.362464,0.502869,2.73313,4.1943e+06,2.09715e+06,2.09715e+06
"CuFFT","Outplace","Complex","float",3,"powerof2",128,128,128,0,"Success",5.02517,0.325757,1.04629,1.59597,0.644736,0.623104,2.1001,0.521327,6.91922,3.35544e+07,1.67772e+07,1.67772e+07
"CuFFT","Outplace","Complex","float",3,"powerof2",128,128,128,1,"Success",5.09125,0.346489,1.04587,1.59309,0.666048,0.624448,2.13773,0.524959,7.00962,3.35544e+07,1.67772e+07,1.67772e+07
"CuFFT","Outplace","Complex","float",3,"powerof2",128,128,128,2,"Success",5.05623,0.348452,1.047,1.5873,0.645568,0.62368,2.13085,0.521548,6.97397,3.35544e+07,1.67772e+07,1.67772e+07
"CuFFT","Outplace","Complex","float",3,"powerof2",128,128,128,3,"Success",5.27373,0.341857,1.04519,1.59066,0.64576,0.62656,2.34346,0.522256,7.18374,3.35544e+07,1.67772e+07,1.67772e+07
"CuFFT","Outplace","Complex","float",3,"powerof2",128,128,128,4,"Success",5.07034,0.344308,1.04737,1.59242,0.646752,0.62752,2.13709,0.632618,7.09537,3.35544e+07,1.67772e+07,1.67772e+07
"CuFFT","Outplace","Complex","float",3,"powerof2",128,256,128,0,"Success",9.58872,0.421547,1.05869,3.54451,1.2793,1.24342,3.44557,0.573137,11.6429,6.71089e+07,3.35544e+07,3.35544e+07
"CuFFT","Outplace","Complex","float",3,"powerof2",128,256,128,1,"Success",9.56526,0.435244,1.05679,3.50618,1.27709,1.24131,3.45466,0.573199,11.6313,6.71089e+07,3.35544e+07,3.35544e+07
"CuFFT","Outplace","Complex","float",3,"powerof2",128,256,128,2,"Success",9.72391,0.436631,1.05669,3.6713,1.27626,1.2433,3.44656,0.569101,11.7871,6.71089e+07,3.35544e+07,3.35544e+07
