; "ClFFT Informations","Device","Tesla K80","Hardware","OpenCL 1.2 CUDA","Software","352.39","OpenCL","OpenCL C 1.2 ","ComputeUnits","13","clFFT","2.12.1"
; "Time_ContextCreate [ms]", 861.308
; "Time_ContextDestroy [ms]", 68.547
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","success","Time_Device [ms]","Time_Allocation [ms]","Time_PlanInit [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]"
"ClFFT","Inplace","Real","float",1,"radix357",1953125,0,0,4,"Success",25.5154,0.00183,11.5791,1.3012,7.30518,5.96572,1.21026,0.421356,37.5181,7.8125e+06,0
"ClFFT","Inplace","Real","float",1,"radix357",5764801,0,0,0,"Success",77.3031,0.001993,19.2555,3.43706,26.9096,24.1808,3.30389,0.645874,97.2071,2.30592e+07,0
"ClFFT","Inplace","Real","float",1,"radix357",5764801,0,0,1,"Success",77.2184,0.002119,19.162,3.43432,26.8727,24.176,3.30863,0.44322,96.8264,2.30592e+07,0
"ClFFT","Inplace","Real","float",1,"radix357",5764801,0,0,2,"Success",77.1068,0.001915,19.1553,3.43749,26.548,24.3757,3.30516,0.440659,96.7054,2.30592e+07,0
"ClFFT","Inplace","Real","float",1,"radix357",5764801,0,0,3,"Success",76.8914,0.002267,19.0616,3.43546,26.7242,24.0824,3.30814,0.44947,96.4054,2.30592e+07,0
"ClFFT","Inplace","Real","float",1,"radix357",5764801,0,0,4,"Success",77.1453,0.001925,18.9914,3.43447,26.9367,24.0879,3.30568,0.441351,96.5807,2.30592e+07,0
"ClFFT","Inplace","Real","float",1,"radix357",9765625,0,0,0,"Success",109.926,0.002072,17.0012,5.65525,43.9931,37.483,5.48921,0.445882,127.376,3.90625e+07,0
"ClFFT","Inplace","Real","float",1,"radix357",9765625,0,0,1,"Success",109.509,0.001672,16.9712,5.65784,43.7964,37.1731,5.48498,0.451093,126.934,3.90625e+07,0
"ClFFT","Inplace","Real","float",1,"radix357",9765625,0,0,2,"Success",109.539,0.001834,16.9441,5.65496,43.6751,37.4066,5.49059,0.457996,126.944,3.90625e+07,0
"ClFFT","Inplace","Real","float",1,"radix357",9765625,0,0,3,"Success",109.643,0.001793,16.8195,5.66825,43.5795,37.5078,5.48731,0.449896,126.915,3.90625e+07,0
"ClFFT","Inplace","Real","float",1,"radix357",9765625,0,0,4,"Success",110.007,0.002097,16.9448,5.66637,43.8494,37.5944,5.48795,0.45244,127.407,3.90625e+07,0
"ClFFT","Inplace","Real","float",1,"radix357",14348907,0,0,0,"Success",112.881,0.001652,7.81037,7.3834,48.1404,41.5986,6.44799,0.600283,121.294,5.73956e+07,0
"ClFFT","Inplace","Real","float",1,"radix357",14348907,0,0,1,"Success",105.242,0.001666,7.51561,6.66511,42.9649,40.1642,6.23398,0.613557,113.374,5.73956e+07,0
"ClFFT","Inplace","Real","float",1,"radix357",14348907,0,0,2,"Success",102.704,0.002041,7.51831,6.52372,41.6245,39.0375,6.23604,0.600188,110.826,5.73956e+07,0
"ClFFT","Inplace","Real","float",1,"radix357",14348907,0,0,3,"Success",103.217,0.001963,7.51382,6.51356,41.6176,39.6568,6.23045,0.598751,111.332,5.73956e+07,0
"ClFFT","Inplace","Real","float",1,"radix357",14348907,0,0,4,"Success",102.574,0.001756,7.48991,6.51352,41.475,39.1577,6.22665,0.622484,110.689,5.73956e+07,0
"ClFFT","Inplace","Real","float",1,"radix357",40353607,0,0,0,"OpenCL error CLFFT_NOTIMPLEMENTED [4097] clfft.hpp:244 clfftBakePlan(plan_, 1, &queue_, nullptr, nullptr)",0,0,0,0,0,0,0,0,0,1.61414e+08,0
"ClFFT","Inplace","Real","float",1,"radix357",40353607,0,0,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Real","float",1,"radix357",40353607,0,0,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Real","float",1,"radix357",40353607,0,0,3,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Real","float",1,"radix357",40353607,0,0,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Real","float",1,"radix357",129140163,0,0,0,"OpenCL error CLFFT_NOTIMPLEMENTED [4097] clfft.hpp:244 clfftBakePlan(plan_, 1, &queue_, nullptr, nullptr)",0,0,0,0,0,0,0,0,0,5.16561e+08,0
"ClFFT","Inplace","Real","float",1,"radix357",129140163,0,0,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Real","float",1,"radix357",129140163,0,0,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Real","float",1,"radix357",129140163,0,0,3,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Real","float",1,"radix357",129140163,0,0,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Inplace","Real","float",2,"radix357",625,343,0,0,"Success",5.1705,0.002467,3.18134,0.36476,0.367042,0.406121,0.424543,0.510556,8.8654,860000,860000
"ClFFT","Inplace","Real","float",2,"radix357",625,343,0,1,"Success",5.23794,0.002415,3.17057,0.371637,0.352614,0.404034,0.392575,0.476868,8.88838,860000,860000
"ClFFT","Inplace","Real","float",2,"radix357",625,343,0,2,"Success",5.0177,0.001935,3.11319,0.342145,0.356756,0.400568,0.36465,0.465748,8.59919,860000,860000
"ClFFT","Inplace","Real","float",2,"radix357",625,343,0,3,"Success",4.88633,0.001982,3.10431,0.336586,0.33826,0.388573,0.350895,0.473527,8.46666,860000,860000
"ClFFT","Inplace","Real","float",2,"radix357",625,343,0,4,"Success",4.88079,0.001898,3.08431,0.325693,0.334681,0.383858,0.339637,0.443121,8.4107,860000,860000
"ClFFT","Inplace","Real","float",2,"radix357",729,2187,0,0,"Success",12.2895,0.002047,6.58151,0.954097,1.4374,1.61837,1.3273,0.453604,19.3273,6.38021e+06,6.38021e+06
"ClFFT","Inplace","Real","float",2,"radix357",729,2187,0,1,"Success",12.1278,0.002137,6.55157,0.937275,1.43823,1.61733,1.20245,0.456798,19.1388,6.38021e+06,6.38021e+06
"ClFFT","Inplace","Real","float",2,"radix357",729,2187,0,2,"Success",11.9688,0.002023,6.51359,0.916826,1.43424,1.62087,1.08161,0.430207,18.9151,6.38021e+06,6.38021e+06
"ClFFT","Inplace","Real","float",2,"radix357",729,2187,0,3,"Success",11.8827,0.001985,6.48854,0.909936,1.4327,1.62491,1.01315,0.424585,18.7983,6.38021e+06,6.38021e+06
"ClFFT","Inplace","Real","float",2,"radix357",729,2187,0,4,"Success",11.8118,0.002027,6.43954,0.910147,1.43101,1.61152,0.996965,0.425963,18.6799,6.38021e+06,6.38021e+06
"ClFFT","Inplace","Real","float",2,"radix357",2187,2401,0,0,"Success",33.1955,0.001763,13.7889,2.70215,6.00231,6.93931,2.872,0.444365,47.4311,2.10127e+07,2.10127e+07
"ClFFT","Inplace","Real","float",2,"radix357",2187,2401,0,1,"Success",32.7142,0.001734,13.7222,2.53582,6.03611,6.91021,2.64257,0.433904,46.8727,2.10127e+07,2.10127e+07
"ClFFT","Inplace","Real","float",2,"radix357",2187,2401,0,2,"Success",32.5571,0.002049,13.6963,2.53303,6.012,6.91943,2.63471,0.44127,46.6973,2.10127e+07,2.10127e+07
"ClFFT","Inplace","Real","float",2,"radix357",2187,2401,0,3,"Success",32.7298,0.001738,13.6901,2.53846,6.00242,6.95261,2.64342,0.436026,46.8583,2.10127e+07,2.10127e+07
"ClFFT","Inplace","Real","float",2,"radix357",2187,2401,0,4,"Success",32.6591,0.001926,13.6899,2.53525,5.99175,6.90051,2.64766,0.43655,46.7883,2.10127e+07,2.10127e+07
"ClFFT","Inplace","Real","float",2,"radix357",3125,6561,0,0,"Success",91.6035,0.001849,11.293,9.40175,31.5174,29.8982,8.93112,0.606866,103.506,8.2025e+07,8.2025e+07
"ClFFT","Inplace","Real","float",2,"radix357",3125,6561,0,1,"Success",91.5086,0.002073,11.1722,9.38826,31.3782,29.8695,8.92885,0.623304,103.307,8.2025e+07,8.2025e+07
"ClFFT","Inplace","Real","float",2,"radix357",3125,6561,0,2,"Success",91.6036,0.001762,11.3252,9.38157,31.5346,29.8244,8.92582,0.610843,103.542,8.2025e+07,8.2025e+07
"ClFFT","Inplace","Real","float",2,"radix357",3125,6561,0,3,"Success",91.3874,0.001691,11.3037,9.40693,31.3361,29.8968,8.92126,0.616788,103.31,8.2025e+07,8.2025e+07
"ClFFT","Inplace","Real","float",2,"radix357",3125,6561,0,4,"Success",91.4099,0.002007,11.1562,9.39881,31.4413,29.707,8.92294,0.610448,103.179,8.2025e+07,8.2025e+07
"ClFFT","Inplace","Real","float",2,"radix357",6561,15625,0,0,"Success",466.55,0.002173,5.20211,45.4724,192.664,178.506,44.3166,0.974737,472.73,4.10089e+08,4.10089e+08
"ClFFT","Inplace","Real","float",2,"radix357",6561,15625,0,1,"Success",466.202,0.001918,4.63331,45.2404,192.629,178.45,44.309,0.974473,471.812,4.10089e+08,4.10089e+08
"ClFFT","Inplace","Real","float",2,"radix357",6561,15625,0,2,"Success",466.207,0.001883,4.63591,45.2494,192.662,178.419,44.3081,0.975469,471.82,4.10089e+08,4.10089e+08
"ClFFT","Inplace","Real","float",2,"radix357",6561,15625,0,3,"Success",466.275,0.001696,4.61826,45.226,192.687,178.497,44.3081,0.973421,471.869,4.10089e+08,4.10089e+08
"ClFFT","Inplace","Real","float",2,"radix357",6561,15625,0,4,"Success",466.269,0.001519,4.62934,45.2666,192.699,178.435,44.3071,0.984558,471.885,4.10089e+08,4.10089e+08
"ClFFT","Inplace","Real","float",3,"radix357",49,81,81,0,"Success",5.49595,0.015855,2.39486,0.468928,0.621566,0.508025,1.20147,0.507151,8.41494,1.30183e+06,1.30183e+06
"ClFFT","Inplace","Real","float",3,"radix357",49,81,81,1,"Success",5.42436,0.002577,2.36365,0.447749,0.606865,0.508285,1.14913,0.499933,8.29112,1.30183e+06,1.30183e+06
"ClFFT","Inplace","Real","float",3,"radix357",49,81,81,2,"Success",5.2655,0.002365,2.36551,0.439298,0.593529,0.49435,1.04586,0.482881,8.11678,1.30183e+06,1.30183e+06
"ClFFT","Inplace","Real","float",3,"radix357",49,81,81,3,"Success",5.16856,0.002283,2.35668,0.436508,0.58425,0.496544,1.00911,0.475992,8.00411,1.30183e+06,1.30183e+06
"ClFFT","Inplace","Real","float",3,"radix357",49,81,81,4,"Success",5.11983,0.002225,2.32336,0.416034,0.591564,0.49587,0.973654,0.473398,7.91939,1.30183e+06,1.30183e+06
"ClFFT","Inplace","Real","float",3,"radix357",125,125,125,0,"Success",11.001,0.002038,2.90681,1.19122,1.4514,1.37,3.80462,0.489256,14.3996,7.875e+06,7.875e+06
"ClFFT","Inplace","Real","float",3,"radix357",125,125,125,1,"Success",10.6642,0.002461,2.85631,1.17043,1.45104,1.37441,3.50555,0.456452,13.98,7.875e+06,7.875e+06
"ClFFT","Inplace","Real","float",3,"radix357",125,125,125,2,"Success",10.4058,0.001715,2.82524,1.15618,1.44442,1.36675,3.27109,0.457575,13.6909,7.875e+06,7.875e+06
"ClFFT","Inplace","Real","float",3,"radix357",125,125,125,3,"Success",10.22,0.00183,2.79815,1.1506,1.44531,1.36773,3.11985,0.451128,13.4717,7.875e+06,7.875e+06
"ClFFT","Inplace","Real","float",3,"radix357",125,125,125,4,"Success",10.0681,0.002041,2.79886,1.1447,1.44152,1.35634,2.99908,0.449625,13.3192,7.875e+06,7.875e+06
"ClFFT","Inplace","Real","float",3,"radix357",125,243,125,0,"Success",17.4657,0.001817,3.07862,2.1324,2.92236,2.72479,6.30617,0.461435,21.0082,1.5309e+07,1.5309e+07
"ClFFT","Inplace","Real","float",3,"radix357",125,243,125,1,"Success",16.9573,0.002072,3.08488,2.04619,2.93136,2.71644,5.89248,0.459985,20.5048,1.5309e+07,1.5309e+07
"ClFFT","Inplace","Real","float",3,"radix357",125,243,125,2,"Success",16.5398,0.001691,3.05646,2.0356,2.92071,2.70581,5.52262,0.458356,20.0568,1.5309e+07,1.5309e+07
"ClFFT","Inplace","Real","float",3,"radix357",125,243,125,3,"Success",16.3496,0.001799,3.03296,2.03106,2.91713,2.72345,5.33656,0.453515,19.8384,1.5309e+07,1.5309e+07
"ClFFT","Inplace","Real","float",3,"radix357",125,243,125,4,"Success",16.3508,0.001669,3.0348,2.03289,2.92971,2.71432,5.3399,0.461907,19.8497,1.5309e+07,1.5309e+07
"ClFFT","Inplace","Real","float",3,"radix357",243,243,343,0,"Success",60.9247,0.001906,3.68354,9.86224,16.7813,15.4188,14.7692,0.469148,65.0802,8.12514e+07,8.12514e+07
"ClFFT","Inplace","Real","float",3,"radix357",243,243,343,1,"Success",60.4721,0.001776,3.68263,9.3894,16.7828,15.4116,14.7509,0.478655,64.6358,8.12514e+07,8.12514e+07
"ClFFT","Inplace","Real","float",3,"radix357",243,243,343,2,"Success",60.4261,0.001821,3.77148,9.38534,16.7683,15.4011,14.7526,0.483416,64.6834,8.12514e+07,8.12514e+07
"ClFFT","Inplace","Real","float",3,"radix357",243,243,343,3,"Success",60.4419,0.001984,3.67705,9.39987,16.7934,15.4015,14.7448,0.481281,64.6029,8.12514e+07,8.12514e+07
"ClFFT","Inplace","Real","float",3,"radix357",243,243,343,4,"Success",60.4645,0.001977,3.64699,9.39165,16.7916,15.4091,14.7611,0.472987,64.5871,8.12514e+07,8.12514e+07
"ClFFT","Inplace","Real","float",3,"radix357",625,729,343,0,"Success",470.884,0.001502,5.05591,69.9371,147.319,135.472,112.607,0.611715,476.554,6.2694e+08,6.2694e+08
"ClFFT","Inplace","Real","float",3,"radix357",625,729,343,1,"Success",471.099,0.00188,5.02723,69.9797,147.308,135.525,112.568,0.609419,476.738,6.2694e+08,6.2694e+08
"ClFFT","Inplace","Real","float",3,"radix357",625,729,343,2,"Success",470.794,0.00238,5.03397,69.9583,147.25,135.495,112.566,0.624617,476.456,6.2694e+08,6.2694e+08
"ClFFT","Inplace","Real","float",3,"radix357",625,729,343,3,"Success",474.194,0.002064,5.05903,69.9604,147.314,135.556,115.286,0.654007,479.91,6.2694e+08,6.2694e+08
"ClFFT","Inplace","Real","float",3,"radix357",625,729,343,4,"Success",471.125,0.00184,5.06378,69.9645,147.395,135.558,112.676,0.619343,476.811,6.2694e+08,6.2694e+08
"ClFFT","Inplace","Real","float",3,"radix357",2187,625,729,0,"Success",3590.45,0.001725,9.19936,440.498,1399.15,1252.36,488.384,1.50433,3601.16,3.99128e+09,3.99128e+09
"ClFFT","Inplace","Real","float",3,"radix357",2187,625,729,1,"Success",3590.13,0.001804,9.19211,440.083,1398.49,1253.22,488.268,1.55288,3600.88,3.99128e+09,3.99128e+09
"ClFFT","Inplace","Real","float",3,"radix357",2187,625,729,2,"Success",3590.86,0.002239,9.21094,440.079,1398.6,1253.81,488.297,1.54472,3601.62,3.99128e+09,3.99128e+09
"ClFFT","Inplace","Real","float",3,"radix357",2187,625,729,3,"Success",3591.53,0.001753,9.20152,440.091,1400,1253.07,488.295,1.49564,3602.23,3.99128e+09,3.99128e+09
"ClFFT","Inplace","Real","float",3,"radix357",2187,625,729,4,"Success",3590.75,0.001518,9.20203,440.296,1398,1252.95,488.345,1.49907,3601.46,3.99128e+09,3.99128e+09
"ClFFT","Outplace","Complex","float",1,"oddshape",265841,0,0,0,"OpenCL error CLFFT_NOTIMPLEMENTED [4097] clfft.hpp:229 clfftCreateDefaultPlan(&plan_, context_.ctx, FFTDim, clLengths.data())",0,0,0,0,0,0,0,0,0,4.25346e+06,0
"ClFFT","Outplace","Complex","float",1,"oddshape",265841,0,0,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",265841,0,0,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",265841,0,0,3,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",265841,0,0,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",1048577,0,0,0,"OpenCL error CLFFT_NOTIMPLEMENTED [4097] clfft.hpp:229 clfftCreateDefaultPlan(&plan_, context_.ctx, FFTDim, clLengths.data())",0,0,0,0,0,0,0,0,0,1.67772e+07,0
"ClFFT","Outplace","Complex","float",1,"oddshape",1048577,0,0,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",1048577,0,0,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",1048577,0,0,3,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",1048577,0,0,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",2097153,0,0,0,"OpenCL error CLFFT_NOTIMPLEMENTED [4097] clfft.hpp:229 clfftCreateDefaultPlan(&plan_, context_.ctx, FFTDim, clLengths.data())",0,0,0,0,0,0,0,0,0,3.35544e+07,0
"ClFFT","Outplace","Complex","float",1,"oddshape",2097153,0,0,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",2097153,0,0,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",2097153,0,0,3,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",2097153,0,0,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",4194305,0,0,0,"OpenCL error CLFFT_NOTIMPLEMENTED [4097] clfft.hpp:229 clfftCreateDefaultPlan(&plan_, context_.ctx, FFTDim, clLengths.data())",0,0,0,0,0,0,0,0,0,6.71089e+07,0
"ClFFT","Outplace","Complex","float",1,"oddshape",4194305,0,0,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",4194305,0,0,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",4194305,0,0,3,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",4194305,0,0,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",8388607,0,0,0,"OpenCL error CLFFT_NOTIMPLEMENTED [4097] clfft.hpp:229 clfftCreateDefaultPlan(&plan_, context_.ctx, FFTDim, clLengths.data())",0,0,0,0,0,0,0,0,0,1.34218e+08,0
"ClFFT","Outplace","Complex","float",1,"oddshape",8388607,0,0,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",8388607,0,0,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",8388607,0,0,3,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",8388607,0,0,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",16777213,0,0,0,"OpenCL error CLFFT_NOTIMPLEMENTED [4097] clfft.hpp:229 clfftCreateDefaultPlan(&plan_, context_.ctx, FFTDim, clLengths.data())",0,0,0,0,0,0,0,0,0,2.68435e+08,0
"ClFFT","Outplace","Complex","float",1,"oddshape",16777213,0,0,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",16777213,0,0,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",16777213,0,0,3,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",16777213,0,0,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",33554431,0,0,0,"OpenCL error CLFFT_NOTIMPLEMENTED [4097] clfft.hpp:229 clfftCreateDefaultPlan(&plan_, context_.ctx, FFTDim, clLengths.data())",0,0,0,0,0,0,0,0,0,5.36871e+08,0
"ClFFT","Outplace","Complex","float",1,"oddshape",33554431,0,0,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",33554431,0,0,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",33554431,0,0,3,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",33554431,0,0,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",67108863,0,0,0,"OpenCL error CLFFT_NOTIMPLEMENTED [4097] clfft.hpp:229 clfftCreateDefaultPlan(&plan_, context_.ctx, FFTDim, clLengths.data())",0,0,0,0,0,0,0,0,0,1.07374e+09,0
"ClFFT","Outplace","Complex","float",1,"oddshape",67108863,0,0,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",67108863,0,0,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",67108863,0,0,3,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",67108863,0,0,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",134217727,0,0,0,"OpenCL error CLFFT_NOTIMPLEMENTED [4097] clfft.hpp:229 clfftCreateDefaultPlan(&plan_, context_.ctx, FFTDim, clLengths.data())",0,0,0,0,0,0,0,0,0,2.14748e+09,0
"ClFFT","Outplace","Complex","float",1,"oddshape",134217727,0,0,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",134217727,0,0,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",134217727,0,0,3,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",1,"oddshape",134217727,0,0,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",2,"oddshape",511,513,0,0,"OpenCL error CLFFT_NOTIMPLEMENTED [4097] clfft.hpp:229 clfftCreateDefaultPlan(&plan_, context_.ctx, FFTDim, clLengths.data())",0,0,0,0,0,0,0,0,0,4.19429e+06,0
"ClFFT","Outplace","Complex","float",2,"oddshape",511,513,0,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",2,"oddshape",511,513,0,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",2,"oddshape",511,513,0,3,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",2,"oddshape",511,513,0,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",2,"oddshape",1011,1013,0,0,"OpenCL error CLFFT_NOTIMPLEMENTED [4097] clfft.hpp:229 clfftCreateDefaultPlan(&plan_, context_.ctx, FFTDim, clLengths.data())",0,0,0,0,0,0,0,0,0,1.63863e+07,0
"ClFFT","Outplace","Complex","float",2,"oddshape",1011,1013,0,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",2,"oddshape",1011,1013,0,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",2,"oddshape",1011,1013,0,3,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",2,"oddshape",1011,1013,0,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",2,"oddshape",2047,2049,0,0,"OpenCL error CLFFT_NOTIMPLEMENTED [4097] clfft.hpp:229 clfftCreateDefaultPlan(&plan_, context_.ctx, FFTDim, clLengths.data())",0,0,0,0,0,0,0,0,0,6.71088e+07,0
"ClFFT","Outplace","Complex","float",2,"oddshape",2047,2049,0,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",2,"oddshape",2047,2049,0,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",2,"oddshape",2047,2049,0,3,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",2,"oddshape",2047,2049,0,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",2,"oddshape",4095,4097,0,0,"OpenCL error CLFFT_NOTIMPLEMENTED [4097] clfft.hpp:229 clfftCreateDefaultPlan(&plan_, context_.ctx, FFTDim, clLengths.data())",0,0,0,0,0,0,0,0,0,2.68435e+08,0
"ClFFT","Outplace","Complex","float",2,"oddshape",4095,4097,0,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",2,"oddshape",4095,4097,0,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",2,"oddshape",4095,4097,0,3,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",2,"oddshape",4095,4097,0,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",2,"oddshape",8191,8193,0,0,"OpenCL error CLFFT_NOTIMPLEMENTED [4097] clfft.hpp:229 clfftCreateDefaultPlan(&plan_, context_.ctx, FFTDim, clLengths.data())",0,0,0,0,0,0,0,0,0,1.07374e+09,0
"ClFFT","Outplace","Complex","float",2,"oddshape",8191,8193,0,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",2,"oddshape",8191,8193,0,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",2,"oddshape",8191,8193,0,3,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",2,"oddshape",8191,8193,0,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",3,"oddshape",61,67,69,0,"OpenCL error CLFFT_NOTIMPLEMENTED [4097] clfft.hpp:229 clfftCreateDefaultPlan(&plan_, context_.ctx, FFTDim, clLengths.data())",0,0,0,0,0,0,0,0,0,4.51205e+06,0
"ClFFT","Outplace","Complex","float",3,"oddshape",61,67,69,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",3,"oddshape",61,67,69,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",3,"oddshape",61,67,69,3,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",3,"oddshape",61,67,69,4,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",3,"oddshape",126,127,129,0,"OpenCL error CLFFT_NOTIMPLEMENTED [4097] clfft.hpp:229 clfftCreateDefaultPlan(&plan_, context_.ctx, FFTDim, clLengths.data())",0,0,0,0,0,0,0,0,0,3.30281e+07,0
"ClFFT","Outplace","Complex","float",3,"oddshape",126,127,129,1,"Skipped",0,0,0,0,0,0,0,0,0,0,0
"ClFFT","Outplace","Complex","float",3,"oddshape",126,127,129,2,"Skipped",0,0,0,0,0,0,0,0,0,0,0
