; "ClFFT Informations","Device","Tesla K20Xm","Hardware","OpenCL 1.2 CUDA","Software","352.39","OpenCL","OpenCL C 1.2 ","ComputeUnits","14"
; "Time_ContextCreate [ms]", 232.775
; "Time_ContextDestroy [ms]", 35.9859
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","Time_Device [ms]","Time_Allocation [ms]","Time_PlanInit [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]"
ClFFT,Inplace,Complex,double,2,3,625,343,0,1,3.93368,0.002297,6.40345,1.35133,0.892008,0.51756,1.1715,0.290203,10.6305,3.43e+06,3.43e+06
ClFFT,Inplace,Complex,double,2,3,625,343,0,2,3.97361,0.002208,6.42041,1.36361,0.907683,0.520189,1.181,0.301397,10.6986,3.43e+06,3.43e+06
ClFFT,Inplace,Complex,double,2,3,625,343,0,3,3.96365,0.002223,6.28144,1.365,0.911755,0.515075,1.17062,0.290729,10.5389,3.43e+06,3.43e+06
ClFFT,Inplace,Complex,double,2,3,625,343,0,4,3.9905,0.002545,6.28646,1.3606,0.922406,0.522098,1.18428,0.299429,10.5799,3.43e+06,3.43e+06
ClFFT,Inplace,Complex,double,2,3,729,2187,0,0,24.8616,0.00212,7.59433,8.84429,4.18698,4.00009,7.82895,0.387112,32.8467,2.55092e+07,2.55092e+07
ClFFT,Inplace,Complex,double,2,3,729,2187,0,1,24.6818,0.002448,7.35135,8.79332,4.04815,3.9793,7.85997,0.368171,32.4051,2.55092e+07,2.55092e+07
ClFFT,Inplace,Complex,double,2,3,729,2187,0,2,24.6976,0.002577,8.15223,8.78976,4.06362,4.01105,7.83173,0.382489,33.236,2.55092e+07,2.55092e+07
ClFFT,Inplace,Complex,double,2,3,729,2187,0,3,24.688,0.002333,8.10719,8.7885,4.06714,3.97854,7.85263,0.369559,33.1681,2.55092e+07,2.55092e+07
ClFFT,Inplace,Complex,double,2,3,729,2187,0,4,24.7083,0.002282,7.91089,8.81958,4.08885,3.96511,7.83354,0.368229,32.9908,2.55092e+07,2.55092e+07
ClFFT,Inplace,Complex,double,3,3,125,125,125,0,21.017,0.002351,3.85009,10.8054,0.454854,0.082887,9.67258,0.340541,25.211,3.125e+07,250000
ClFFT,Inplace,Complex,double,3,3,125,125,125,1,20.9331,0.002385,3.89105,10.7648,0.404994,0.085114,9.67712,0.327574,25.1551,3.125e+07,250000
ClFFT,Inplace,Complex,double,3,3,125,125,125,2,20.9746,0.002315,4.07657,10.8155,0.399038,0.083285,9.67558,0.331656,25.3862,3.125e+07,250000
ClFFT,Inplace,Complex,double,3,3,125,125,125,3,20.9571,0.002329,3.94654,10.7526,0.466077,0.083039,9.65409,0.325622,25.2328,3.125e+07,250000
ClFFT,Inplace,Complex,double,3,3,125,125,125,4,21.0216,0.002202,3.85269,10.7733,0.467218,0.082602,9.69731,0.332859,25.2106,3.125e+07,250000
ClFFT,Inplace,Complex,double,3,3,125,243,128,0,42.2382,0.002642,4.48003,21.2923,0.422321,0.08784,20.4345,0.342098,47.064,6.2208e+07,256000
ClFFT,Inplace,Complex,double,3,3,125,243,128,1,41.9635,0.002257,4.40004,21.0974,0.420865,0.086068,20.3581,0.340881,46.7077,6.2208e+07,256000
ClFFT,Inplace,Complex,double,3,3,125,243,128,2,41.8729,0.002604,4.44747,21.0608,0.42415,0.090501,20.2963,0.349563,46.6736,6.2208e+07,256000
ClFFT,Inplace,Complex,double,3,3,125,243,128,3,42.5422,0.00688,4.49178,21.2129,0.403349,0.086638,20.8382,0.308052,47.3499,6.2208e+07,256000
ClFFT,Inplace,Complex,double,3,3,125,243,128,4,41.9213,0.002661,4.5892,21.0998,0.406437,0.087868,20.3259,0.339618,46.8538,6.2208e+07,256000
ClFFT,Inplace,Complex,double,3,3,243,243,343,0,217.767,0.00226,5.13457,107.95,0.809862,0.217315,108.788,0.428901,223.334,3.24061e+08,1.33358e+06
ClFFT,Inplace,Complex,double,3,3,243,243,343,1,217.68,0.002295,5.3293,107.704,0.804315,0.214969,108.955,0.418079,223.431,3.24061e+08,1.33358e+06
ClFFT,Inplace,Complex,double,3,3,243,243,343,2,217.708,0.002451,5.16973,107.754,0.889362,0.2182,108.845,0.431154,223.313,3.24061e+08,1.33358e+06
ClFFT,Inplace,Complex,double,3,3,243,243,343,3,218.33,0.002336,5.31321,108.662,0.599953,0.219224,108.848,0.425858,224.073,3.24061e+08,1.33358e+06
