; "SupportedThreads",24,"UsedThreads",24,"TotalMemory",270383394816,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1497014033,"CurrentTimeLocal","Fri Jun  9 15:13:53 2017","Hostname","c02n10"
; "Time_ContextCreate [ms]", 0.000159
; "Time_ContextDestroy [ms]", 4.7e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]"
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",128,256,256,5,20,"Success",0.006051,0.146077,0.094123,15.347225,1.938516,1.575809,6.304001,2.854964,28.269459,33816576,0,33554432
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",128,256,256,6,20,"Success",0.006556,0.150325,0.094631,15.328453,1.938758,1.583714,6.285105,2.850352,28.240161,33816576,0,33554432
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",128,256,256,7,20,"Success",0.006732,0.146899,0.093424,15.34094,1.93199,1.586621,6.301964,2.84992,28.260994,33816576,0,33554432
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",128,256,256,8,20,"Success",0.0059,0.146335,0.095731,15.341429,1.932864,1.593021,6.28635,2.859312,28.263262,33816576,0,33554432
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",128,256,256,9,20,"Success",0.005874,0.148919,0.094726,15.295304,1.914553,1.595361,6.271956,2.847977,28.176756,33816576,0,33554432
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",128,256,256,10,20,"Success",0.005842,0.148503,0.094783,15.34431,1.942381,1.587328,6.300965,2.870961,28.297424,33816576,0,33554432
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",128,256,256,11,20,"Success",0.005839,0.145693,0.094509,15.346734,1.938559,1.590036,6.292779,2.857484,28.274217,33816576,0,33554432
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,256,256,0,21,"Warmup",0.006369,0.177103,0.116289,30.240425,4.76273,4.785583,13.022927,5.071826,58.185569,67633152,0,67108864
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,256,256,1,21,"Warmup",0.006484,0.17315,0.121628,30.226519,4.754158,4.439424,13.042416,5.080119,57.846618,67633152,0,67108864
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,256,256,2,21,"Success",0.006161,0.171213,0.11555,30.25077,4.774944,4.483088,13.009013,5.063589,57.876905,67633152,0,67108864
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,256,256,3,21,"Success",0.006872,0.169995,0.115261,30.231812,4.782633,4.433146,13.054619,5.087809,57.884545,67633152,0,67108864
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,256,256,4,21,"Success",0.006415,0.16957,0.115506,30.245084,4.787846,4.435539,13.068669,5.070448,57.901866,67633152,0,67108864
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,256,256,5,21,"Success",0.006311,0.169172,0.124895,30.228027,4.740602,4.439953,13.041341,5.077246,57.830177,67633152,0,67108864
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,256,256,6,21,"Success",0.006419,0.167907,0.115698,30.225928,4.779412,4.499377,13.049409,5.091321,57.938712,67633152,0,67108864
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,256,256,7,21,"Success",0.005881,0.168503,0.115912,30.222039,4.755768,4.446023,13.068501,5.07049,57.855867,67633152,0,67108864
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,256,256,8,21,"Success",0.006614,0.167985,0.115535,30.234056,4.752298,4.434353,13.069847,5.076746,57.859978,67633152,0,67108864
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,256,256,9,21,"Success",0.006324,0.167738,0.12432,30.227205,4.825833,4.394979,13.056665,5.076041,57.882144,67633152,0,67108864
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,256,256,10,21,"Success",0.006148,0.172083,0.118365,30.253295,4.780629,4.470807,13.026759,4.935012,57.765866,67633152,0,67108864
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,256,256,11,21,"Success",0.006683,0.171566,0.114902,30.233952,4.805953,4.392489,13.050962,4.94698,57.726141,67633152,0,67108864
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,256,512,0,22,"Warmup",0.005752,0.18122,0.115433,60.833435,13.341671,14.505221,28.645878,9.707869,127.338929,134742016,0,134217728
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,256,512,1,22,"Warmup",0.00653,0.173612,0.115317,60.552866,13.303262,14.408939,28.651582,9.729962,126.945177,134742016,0,134217728
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,256,512,2,22,"Success",0.005967,0.172629,0.114923,60.853501,13.26031,14.526043,28.656129,9.725021,127.317636,134742016,0,134217728
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,256,512,3,22,"Success",0.006114,0.173036,0.115127,60.881556,13.260932,14.47974,28.674185,9.731243,127.325058,134742016,0,134217728
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,256,512,4,22,"Success",0.006373,0.175857,0.122783,60.798051,13.231865,14.527567,28.646239,9.708341,127.219908,134742016,0,134217728
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,256,512,5,22,"Success",0.005694,0.177837,0.117515,60.888741,13.220606,14.501458,28.620612,9.70203,127.237433,134742016,0,134217728
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,256,512,6,22,"Success",0.006186,0.179694,0.115848,60.562323,13.27371,14.524948,28.671205,9.715899,127.0529,134742016,0,134217728
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,256,512,7,22,"Success",0.006378,0.178275,0.11673,60.875239,13.282465,14.491227,28.654674,9.716733,127.324688,134742016,0,134217728
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,256,512,8,22,"Success",0.006421,0.174211,0.114213,60.847726,13.290154,14.493958,28.669689,9.707386,127.306618,134742016,0,134217728
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,256,512,9,22,"Success",0.006514,0.175114,0.114838,60.565366,13.257472,14.578476,28.662246,9.703627,127.06659,134742016,0,134217728
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,256,512,10,22,"Success",0.006055,0.174074,0.114555,60.84253,13.237518,14.449691,28.65772,9.702824,127.187833,134742016,0,134217728
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,256,512,11,22,"Success",0.006621,0.17326,0.114002,60.828487,13.316109,14.395671,28.644044,9.701118,127.181853,134742016,0,134217728
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,512,512,0,23,"Warmup",0.005515,0.255041,0.171139,120.376175,29.603544,31.826271,57.548832,17.011852,256.800956,269484032,0,268435456
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,512,512,1,23,"Warmup",0.006098,0.243978,0.170909,120.329301,29.356505,31.898072,57.518818,16.874399,256.400544,269484032,0,268435456
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,512,512,2,23,"Success",0.006292,0.240815,0.171712,120.349014,29.361203,31.886616,57.534438,16.865946,256.418254,269484032,0,268435456
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,512,512,3,23,"Success",0.006102,0.235548,0.177513,120.259882,29.54807,31.92302,57.511008,16.847911,256.511785,269484032,0,268435456
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,512,512,4,23,"Success",0.006171,0.245601,0.17354,120.339926,30.202901,31.931404,57.562768,16.853837,257.319246,269484032,0,268435456
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,512,512,5,23,"Success",0.006171,0.245493,0.170665,120.316253,29.502492,31.93305,57.461305,16.841356,256.479618,269484032,0,268435456
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,512,512,6,23,"Success",0.006041,0.238917,0.168988,120.116004,30.029208,31.877563,57.490959,16.852604,256.782915,269484032,0,268435456
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,512,512,7,23,"Success",0.005776,0.240284,0.178384,120.330994,29.429301,32.019497,57.481888,16.864349,256.55315,269484032,0,268435456
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,512,512,8,23,"Success",0.005971,0.24774,0.171851,120.332285,29.535924,31.900135,57.567142,16.860969,256.624519,269484032,0,268435456
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,512,512,9,23,"Success",0.006219,0.238386,0.170668,120.262927,29.407262,31.943864,57.566307,16.864469,256.462492,269484032,0,268435456
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,512,512,10,23,"Success",0.00614,0.240433,0.170374,120.402232,29.529791,31.824103,57.575605,16.879068,256.63037,269484032,0,268435456
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",256,512,512,11,23,"Success",0.006611,0.244182,0.170618,120.330972,29.577937,33.920019,57.513834,16.847912,258.614827,269484032,0,268435456
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,512,512,0,24,"Warmup",0.005392,0.296704,0.21701,240.285692,60.509619,62.484778,115.189971,32.955615,511.947525,538968064,0,536870912
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,512,512,1,24,"Warmup",0.005946,0.291992,0.216599,240.544396,63.959115,63.942941,115.238063,32.920998,517.122673,538968064,0,536870912
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,512,512,2,24,"Success",0.005859,0.290631,0.217282,240.777682,60.297097,62.322333,115.255939,32.947179,512.116242,538968064,0,536870912
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,512,512,3,24,"Success",0.005871,0.291423,0.216444,240.730938,60.575065,62.670652,115.21709,32.990524,512.701288,538968064,0,536870912
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,512,512,4,24,"Success",0.005723,0.290188,0.227955,240.678283,64.119325,64.279407,115.105427,32.919937,517.62917,538968064,0,536870912
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,512,512,5,24,"Success",0.00637,0.290364,0.215503,240.738854,59.853208,62.570048,115.23501,32.943004,511.855239,538968064,0,536870912
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,512,512,6,24,"Success",0.005362,0.297059,0.215676,240.865821,62.135779,62.845514,115.165447,32.927245,514.460692,538968064,0,536870912
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,512,512,7,24,"Success",0.006349,0.292655,0.216326,240.733937,60.14497,62.589379,115.282073,33.235789,512.503497,538968064,0,536870912
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,512,512,8,24,"Success",0.006055,0.288977,0.226775,240.744579,62.405538,62.01596,115.196794,33.234007,514.1213,538968064,0,536870912
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,512,512,9,24,"Success",0.005577,0.288462,0.224806,240.424567,59.758016,62.163207,115.131292,33.236431,511.234916,538968064,0,536870912
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,512,512,10,24,"Success",0.005763,0.292955,0.216989,240.829105,60.342511,63.978141,115.202725,33.198858,514.069849,538968064,0,536870912
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,512,512,11,24,"Success",0.005917,0.294348,0.223109,240.026455,60.911424,62.202505,115.221756,33.188204,512.076185,538968064,0,536870912
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,512,1024,0,25,"Warmup",0.005457,0.300348,0.22214,460.185654,126.806575,133.740538,202.689242,60.652206,984.604709,1075838976,0,1073741824
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,512,1024,1,25,"Warmup",0.006368,0.29645,0.220302,459.385535,127.328314,132.415665,202.597748,60.658314,982.911694,1075838976,0,1073741824
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,512,1024,2,25,"Success",0.005918,0.29475,0.220899,459.102446,126.859737,130.442677,202.723371,60.678861,980.331659,1075838976,0,1073741824
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,512,1024,3,25,"Success",0.006119,0.29498,0.226568,457.577592,126.933671,130.877829,202.706625,60.663454,979.28968,1075838976,0,1073741824
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,512,1024,4,25,"Success",0.006356,0.296424,0.219628,458.849477,126.709488,130.661974,202.627301,60.657347,980.030709,1075838976,0,1073741824
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,512,1024,5,25,"Success",0.005963,0.292598,0.220763,457.684895,127.699588,130.828829,202.688137,60.700001,980.122828,1075838976,0,1073741824
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,512,1024,6,25,"Success",0.006255,0.29472,0.220535,457.148908,126.43638,131.345225,202.695935,60.340239,978.490952,1075838976,0,1073741824
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,512,1024,7,25,"Success",0.005981,0.298071,0.223104,457.652477,132.187247,130.905845,202.746512,60.330817,984.352573,1075838976,0,1073741824
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,512,1024,8,25,"Success",0.005749,0.296125,0.231142,458.801946,126.517998,131.081643,202.708927,60.65178,980.298234,1075838976,0,1073741824
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,512,1024,9,25,"Success",0.006418,0.294472,0.224272,460.102438,130.048861,130.579665,202.7965,60.701131,984.756356,1075838976,0,1073741824
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,512,1024,10,25,"Success",0.005848,0.303406,0.220644,455.753088,126.105882,130.627042,202.768062,60.691433,976.478392,1075838976,0,1073741824
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,512,1024,11,25,"Success",0.006085,0.301983,0.22439,456.930302,128.604844,130.28483,202.759382,60.669355,979.783429,1075838976,0,1073741824
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,1024,1024,0,26,"Warmup",0.00581,0.466818,0.390213,906.726109,318.306646,323.018683,404.825244,114.273721,2068.01589,2151677952,0,2147483648
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,1024,1024,1,26,"Warmup",0.005983,0.463184,0.378067,910.137542,318.318913,323.425909,404.878894,114.289967,2071.900958,2151677952,0,2147483648
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,1024,1024,2,26,"Success",0.006477,0.463168,0.375201,911.315644,318.174867,323.073012,404.795683,114.258082,2072.464191,2151677952,0,2147483648
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,1024,1024,3,26,"Success",0.006541,0.460852,0.374027,909.730718,318.745447,324.233071,404.838346,114.29186,2072.683308,2151677952,0,2147483648
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,1024,1024,4,26,"Success",0.005952,0.457181,0.383334,910.129612,318.800499,327.839995,404.950449,114.32138,2076.890898,2151677952,0,2147483648
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,1024,1024,5,26,"Success",0.00594,0.466808,0.379714,910.150215,323.244741,330.203572,406.546165,114.70525,2085.705092,2151677952,0,2147483648
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,1024,1024,6,26,"Success",0.006941,0.470188,0.38978,910.029917,320.39645,323.375383,404.990946,114.633044,2074.295158,2151677952,0,2147483648
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,1024,1024,7,26,"Success",0.006112,0.464343,0.385897,910.11427,318.939622,322.709457,404.981969,114.728186,2072.33232,2151677952,0,2147483648
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,1024,1024,8,26,"Success",0.006008,0.460569,0.389411,910.411219,318.175284,322.806064,405.018456,114.337107,2071.607263,2151677952,0,2147483648
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,1024,1024,9,26,"Success",0.006127,0.465038,0.382862,911.974253,319.309048,323.491139,405.057848,114.40194,2075.091608,2151677952,0,2147483648
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,1024,1024,10,26,"Success",0.006072,0.460342,0.392404,910.03301,318.436421,322.9488,404.933298,114.481842,2071.695105,2151677952,0,2147483648
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",512,1024,1024,11,26,"Success",0.006022,0.46866,0.379444,907.243182,319.106344,323.66871,404.985213,114.359385,2070.219432,2151677952,0,2147483648
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",1024,1024,1024,0,27,"Warmup",0.006232,0.571228,0.462488,1819.819775,769.441454,731.843724,811.027658,219.756399,4352.930996,4303355904,0,4294967296
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",1024,1024,1024,1,27,"Warmup",0.005467,0.561302,0.469706,1820.297215,738.461469,724.827208,811.002289,219.326263,4314.953506,4303355904,0,4294967296
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",1024,1024,1024,2,27,"Success",0.005896,0.5624,0.47154,1817.410121,748.268535,727.401666,811.146822,219.149282,4324.419138,4303355904,0,4294967296
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",1024,1024,1024,3,27,"Success",0.005838,0.558689,0.468045,1817.831692,712.118298,727.701941,811.087653,219.23946,4289.014344,4303355904,0,4294967296
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",1024,1024,1024,4,27,"Success",0.006492,0.569345,0.468214,1819.769259,807.841216,730.43908,811.139012,219.38838,4389.623187,4303355904,0,4294967296
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",1024,1024,1024,5,27,"Success",0.005841,0.561104,0.472778,1819.770257,705.760402,726.830118,811.084381,219.723991,4284.211654,4303355904,0,4294967296
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",1024,1024,1024,6,27,"Success",0.006049,0.560113,0.469679,1818.313169,764.964164,728.683826,810.921472,219.813468,4343.734697,4303355904,0,4294967296
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",1024,1024,1024,7,27,"Success",0.005695,0.564208,0.471113,1818.384992,761.189171,726.913155,810.957719,219.795152,4338.284101,4303355904,0,4294967296
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",1024,1024,1024,8,27,"Success",0.005823,0.567669,0.46278,1819.000067,728.279678,729.212196,811.061683,219.857319,4308.450132,4303355904,0,4294967296
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",1024,1024,1024,9,27,"Success",0.006004,0.572883,0.463409,1818.297189,737.564144,729.160468,811.194153,219.203697,4316.464394,4303355904,0,4294967296
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",1024,1024,1024,10,27,"Success",0.006168,0.563346,0.475577,1818.719255,708.71957,726.469682,810.930569,219.393767,4285.280395,4303355904,0,4294967296
"Fftw_mklwrapper","Inplace","Real","float",3,"powerof2",1024,1024,1024,11,27,"Success",0.005896,0.566875,0.462364,1820.756267,766.326093,726.608181,810.948914,219.829911,4345.50748,4303355904,0,4294967296
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",3,3,3,0,28,"Warmup",0.002113,0.006926,0.001833,0.000633,0.539191,0.001084,0.000291,0.002971,0.55576,144,0,108
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",3,3,3,1,28,"Warmup",0.000577,0.002398,0.001049,0.000257,0.00043,0.000399,0.000116,0.001002,0.006674,144,0,108
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",3,3,3,2,28,"Success",0.000509,0.001982,0.000905,0.000193,0.000413,0.000349,9.5e-05,0.000943,0.005724,144,0,108
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",3,3,3,3,28,"Success",0.000385,0.00177,0.000886,0.000185,0.000347,0.000335,8.4e-05,0.000913,0.005227,144,0,108
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",3,3,3,4,28,"Success",0.000405,0.001653,0.000872,0.000172,0.000327,0.000323,8.2e-05,0.00093,0.005086,144,0,108
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",3,3,3,5,28,"Success",0.000299,0.001658,0.000878,0.000178,0.000282,0.000357,8.6e-05,0.00094,0.005002,144,0,108
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",3,3,3,6,28,"Success",0.000297,0.001573,0.000873,0.000135,0.000256,0.000318,8.3e-05,0.000898,0.004761,144,0,108
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",3,3,3,7,28,"Success",0.0003,0.001587,0.000871,0.000137,0.000251,0.000315,8e-05,0.000905,0.004777,144,0,108
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",3,3,3,8,28,"Success",0.00036,0.001668,0.00087,0.000175,0.000318,0.000307,8.1e-05,0.000898,0.005003,144,0,108
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",3,3,3,9,28,"Success",0.000356,0.001712,0.000877,0.00017,0.00033,0.000317,8e-05,0.000929,0.005098,144,0,108
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",3,3,3,10,28,"Success",0.000358,0.001714,0.000873,0.000172,0.000321,0.00031,8.2e-05,0.000896,0.00505,144,0,108
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",3,3,3,11,28,"Success",0.000359,0.001668,0.000879,0.000172,0.00032,0.000317,8.1e-05,0.000906,0.005024,144,0,108
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",3,3,9,0,29,"Warmup",0.000599,0.0103,0.00439,0.000542,0.235564,0.013175,0.000266,0.005219,0.270499,360,0,324
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",3,3,9,1,29,"Warmup",0.000515,0.005624,0.002699,0.000341,0.008238,0.00817,0.000201,0.005098,0.031243,360,0,324
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",3,3,9,2,29,"Success",0.000437,0.004568,0.002658,0.00029,0.006807,0.007093,0.00021,0.005425,0.027839,360,0,324
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",3,3,9,3,29,"Success",0.000349,0.004261,0.002727,0.000173,0.006724,0.007662,0.000163,0.005448,0.027945,360,0,324
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",3,3,9,4,29,"Success",0.000302,0.004059,0.002756,0.00019,0.006075,0.006546,0.000173,0.005631,0.026145,360,0,324
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",3,3,9,5,29,"Success",0.000295,0.003966,0.002619,0.000194,0.00628,0.005988,0.000189,0.005673,0.025578,360,0,324
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",3,3,9,6,29,"Success",0.0003,0.004104,0.002746,0.000199,0.006238,0.006827,0.000178,0.005663,0.026644,360,0,324
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",3,3,9,7,29,"Success",0.000295,0.004052,0.002849,0.000198,0.006294,0.006826,0.000173,0.005014,0.026044,360,0,324
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",3,3,9,8,29,"Success",0.000298,0.003986,0.002616,0.000201,0.006054,0.006809,0.000196,0.005294,0.025792,360,0,324
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",3,3,9,9,29,"Success",0.000404,0.004499,0.002884,0.000202,0.006449,0.00706,0.000167,0.005253,0.02725,360,0,324
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",3,3,9,10,29,"Success",0.000296,0.004229,0.002634,0.000208,0.007558,0.006835,0.000197,0.004824,0.027157,360,0,324
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",3,3,9,11,29,"Success",0.000296,0.003948,0.002736,0.00018,0.005927,0.007634,0.000176,0.005508,0.026785,360,0,324
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",5,5,5,0,45,"Warmup",0.002169,0.007914,0.001452,0.000842,0.002764,0.001947,0.000512,0.002396,0.020757,600,0,500
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",5,5,5,1,45,"Warmup",0.000531,0.001964,0.000869,0.000393,0.000706,0.00062,0.000262,0.000969,0.00668,600,0,500
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",5,5,5,2,45,"Success",0.000435,0.001843,0.000831,0.000246,0.000558,0.000612,0.000215,0.000924,0.006003,600,0,500
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",5,5,5,3,45,"Success",0.000448,0.001695,0.000824,0.000214,0.000564,0.000596,0.000171,0.000917,0.005763,600,0,500
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",5,5,5,4,45,"Success",0.000448,0.001588,0.000801,0.000251,0.000564,0.000599,0.00016,0.000923,0.005658,600,0,500
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",5,5,5,5,45,"Success",0.00031,0.001565,0.000804,0.0002,0.000492,0.000606,0.000159,0.000888,0.005358,600,0,500
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",5,5,5,6,45,"Success",0.000396,0.001489,0.000813,0.000214,0.000544,0.000609,0.000158,0.000904,0.005451,600,0,500
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",5,5,5,7,45,"Success",0.000445,0.00148,0.000807,0.000211,0.00053,0.000588,0.000156,0.000899,0.005443,600,0,500
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",5,5,5,8,45,"Success",0.000305,0.001423,0.000793,0.000197,0.000481,0.000581,0.000158,0.000904,0.005171,600,0,500
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",5,5,5,9,45,"Success",0.000399,0.001474,0.000798,0.000215,0.00053,0.000587,0.00016,0.000927,0.005421,600,0,500
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",5,5,5,10,45,"Success",0.000452,0.00149,0.000805,0.000215,0.000531,0.000581,0.000158,0.000896,0.005454,600,0,500
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",5,5,5,11,45,"Success",0.000404,0.001497,0.000795,0.000213,0.000533,0.000585,0.000159,0.000927,0.005438,600,0,500
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",3,9,9,0,30,"Warmup",0.001352,0.006121,0.003466,0.000591,0.062119,0.020038,0.000636,0.005461,0.100215,1080,0,972
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",3,9,9,1,30,"Warmup",0.000597,0.005434,0.002774,0.000438,0.023796,0.011595,0.000538,0.005068,0.05064,1080,0,972
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",3,9,9,2,30,"Success",0.000482,0.005074,0.002525,0.000491,0.022591,0.011564,0.000461,0.005729,0.049282,1080,0,972
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",3,9,9,3,30,"Success",0.000541,0.004901,0.002606,0.000456,0.024152,0.012369,0.000876,0.005248,0.051511,1080,0,972
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",3,9,9,4,30,"Success",0.000399,0.00471,0.002468,0.000422,0.02312,0.012902,0.000578,0.005703,0.050642,1080,0,972
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",3,9,9,5,30,"Success",0.00044,0.005053,0.002699,0.000469,0.023861,0.013024,0.000455,0.005477,0.05182,1080,0,972
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",3,9,9,6,30,"Success",0.000476,0.004817,0.002458,0.000442,0.023462,0.012887,0.000493,0.005093,0.050468,1080,0,972
"Fftw_mklwrapper","Inplace","Real","float",3,"radix357",3,9,9,7,30,"Success",0.000445,0.005047,0.002467,0.000436,0.024055,0.013477,0.000507,0.005937,0.052713,1080,0,972
