; "SupportedThreads",40,"UsedThreads",40,"TotalMemory",540486615040,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1497018323,"CurrentTimeLocal","Fri Jun  9 16:25:23 2017","Hostname","r02n01"
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,361,0,4,70,"Success",0.000321,0.025114,0.022577,0.132127,0.356582,0.349731,0.207397,0.010151,1.104424,1042568,0,1042568
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,361,0,5,70,"Success",0.000345,0.02484,0.023006,0.13175,0.353973,0.359673,0.212844,0.009913,1.116764,1042568,0,1042568
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,361,0,6,70,"Success",0.000336,0.024709,0.022955,0.131509,0.359847,0.350869,0.208362,0.009506,1.108534,1042568,0,1042568
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,361,0,7,70,"Success",0.00032,0.025084,0.02289,0.132117,0.355432,0.356207,0.20908,0.009477,1.111021,1042568,0,1042568
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,361,0,8,70,"Success",0.00036,0.025355,0.023044,0.138447,0.35361,0.352581,0.209597,0.010042,1.113488,1042568,0,1042568
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,361,0,9,70,"Success",0.000304,0.02532,0.023006,0.13207,0.35207,0.356167,0.212311,0.010142,1.11186,1042568,0,1042568
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,361,0,10,70,"Success",0.000348,0.024842,0.023016,0.161722,0.350937,0.362838,0.219383,0.008938,1.152425,1042568,0,1042568
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,361,0,11,70,"Success",0.000321,0.025459,0.023019,0.129009,0.34589,0.470687,0.207823,0.009749,1.212351,1042568,0,1042568
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,0,71,"Warmup",0.006311,0.201352,0.187777,10.188884,3.710265,3.592395,3.435169,0.011867,21.334681,19808792,0,19808792
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,1,71,"Warmup",0.001067,0.222835,0.194779,2.537534,3.688583,3.594028,3.464461,0.010653,13.71458,19808792,0,19808792
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,2,71,"Success",0.001245,0.2143,0.197215,2.584828,3.691846,3.60133,3.492171,0.010439,13.793973,19808792,0,19808792
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,3,71,"Success",0.000871,0.215144,0.198398,2.5879,3.696545,3.582749,3.473847,0.011023,13.76709,19808792,0,19808792
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,4,71,"Success",0.000835,0.218635,0.195845,2.562621,3.677143,3.578259,3.458771,0.011048,13.703724,19808792,0,19808792
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,5,71,"Success",0.000988,0.21619,0.19227,2.592479,3.6641,3.584777,3.45016,0.011011,13.71254,19808792,0,19808792
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,6,71,"Success",0.001067,0.21299,0.193602,2.594555,3.671629,3.567525,3.492688,0.010537,13.745204,19808792,0,19808792
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,7,71,"Success",0.000997,0.212704,0.206773,2.587492,3.67323,3.559254,3.472932,0.010885,13.724833,19808792,0,19808792
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,8,71,"Success",0.000938,0.21941,0.196887,2.568234,3.678555,3.566074,3.458,0.011347,13.699968,19808792,0,19808792
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,9,71,"Success",0.000943,0.20942,0.196159,2.595153,3.669542,3.566587,3.45461,0.010912,13.703915,19808792,0,19808792
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,10,71,"Success",0.000939,0.208045,0.191748,2.599431,3.669633,3.559919,3.478842,0.010608,13.719737,19808792,0,19808792
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,11,71,"Success",0.000985,0.211237,0.207129,2.595687,3.593819,3.55045,3.478333,0.010587,13.648761,19808792,0,19808792
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,0,72,"Warmup",0.00851,0.348906,0.278919,213.478996,103.211688,91.362938,56.047292,20.842463,485.581755,376367048,0,376367048
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,1,72,"Warmup",0.008009,0.334873,0.2696,211.014724,102.13102,90.925995,56.164657,20.818616,481.669252,376367048,0,376367048
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,2,72,"Success",0.00739,0.310895,0.266679,210.868384,97.902756,91.662455,56.243488,20.79221,478.056262,376367048,0,376367048
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,3,72,"Success",0.007566,0.312293,0.272014,210.557177,101.478325,90.713573,56.011876,20.808217,480.16362,376367048,0,376367048
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,4,72,"Success",0.007615,0.326512,0.273573,211.017251,115.723705,91.394928,55.99813,20.791223,495.534554,376367048,0,376367048
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,5,72,"Success",0.008412,0.324927,0.271728,210.481124,100.799567,90.136022,55.998434,20.788956,478.811317,376367048,0,376367048
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,6,72,"Success",0.007997,0.32912,0.301213,214.855339,101.905831,92.205674,56.02641,20.783788,486.41695,376367048,0,376367048
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,7,72,"Success",0.007651,0.34445,0.265438,211.015181,108.520753,91.849165,56.192277,20.812208,489.008908,376367048,0,376367048
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,8,72,"Success",0.007859,0.322776,0.263756,210.627672,101.965593,91.541507,56.120929,20.79666,481.648516,376367048,0,376367048
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,9,72,"Success",0.007656,0.32032,0.272888,210.854557,98.800427,92.026223,56.007259,20.793166,479.084151,376367048,0,376367048
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,10,72,"Success",0.008202,0.311263,0.281371,210.610111,105.123396,92.542688,56.131106,20.805191,485.814785,376367048,0,376367048
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,11,72,"Success",0.007781,0.320218,0.280802,210.343349,101.005977,91.912028,55.984671,20.785942,480.64256,376367048,0,376367048
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,0,0,"Warmup",0.000803,0.004243,0.002963,0.000155,0.285688,0.071736,0.000118,0.004381,0.371191,32,0,32
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,1,0,"Warmup",0.000771,0.004245,0.002957,0.000163,0.206391,0.072015,0.000417,0.004943,0.292901,32,0,32
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,2,0,"Success",0.0008,0.004222,0.003333,0.00016,0.207183,0.058477,0.000428,0.004905,0.280476,32,0,32
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,3,0,"Success",0.0008,0.004198,0.002925,0.00016,0.221205,0.072794,0.000237,0.005215,0.308639,32,0,32
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,4,0,"Success",0.000806,0.004229,0.002947,0.000157,0.20732,0.135722,0.000144,0.005457,0.357863,32,0,32
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,5,0,"Success",0.0008,0.004341,0.002928,0.000165,0.212583,0.058248,0.00013,0.004468,0.284855,32,0,32
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,6,0,"Success",0.000784,0.003883,0.0032,0.000157,0.219984,0.058292,0.00012,0.004163,0.291764,32,0,32
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,7,0,"Success",0.000765,0.004045,0.003231,0.00016,0.219853,0.058893,0.000232,0.004777,0.293121,32,0,32
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,8,0,"Success",0.000774,0.004022,0.002912,0.000155,0.206821,0.072333,0.00052,0.004288,0.292796,32,0,32
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,9,0,"Success",0.000774,0.004085,0.003274,0.00016,0.205833,0.058584,0.000235,0.004472,0.278314,32,0,32
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,10,0,"Success",0.000731,0.00424,0.003329,0.000155,0.207188,0.072468,0.00012,0.004509,0.293876,32,0,32
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,11,0,"Success",0.000784,0.004088,0.002954,0.00016,0.206653,0.084405,0.00012,0.004845,0.305084,32,0,32
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,0,1,"Warmup",0.000694,0.068,0.003847,0.000364,0.024607,0.01239,0.00016,0.00368,0.114606,64,0,64
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,1,1,"Warmup",0.000871,0.007147,0.002793,0.000305,0.001853,0.001042,8.5e-05,0.002993,0.017727,64,0,64
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,2,1,"Success",0.00062,0.004845,0.002777,0.000111,0.001388,0.000737,5.4e-05,0.002805,0.01398,64,0,64
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,3,1,"Success",0.00056,0.004798,0.002741,0.000111,0.001258,0.000651,5.4e-05,0.002876,0.01367,64,0,64
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,4,1,"Success",0.000545,0.004789,0.002739,0.000105,0.001271,0.000658,6.4e-05,0.002791,0.013553,64,0,64
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,5,1,"Success",0.000551,0.004769,0.002793,0.000113,0.001282,0.000652,5.8e-05,0.00281,0.01362,64,0,64
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,6,1,"Success",0.000558,0.004756,0.002758,0.000105,0.001268,0.00064,5.6e-05,0.002797,0.013533,64,0,64
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,7,1,"Success",0.000546,0.004609,0.002746,0.00011,0.001253,0.000651,5.6e-05,0.0028,0.013367,64,0,64
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,8,1,"Success",0.000553,0.004626,0.002749,0.000105,0.001236,0.000614,5.9e-05,0.002785,0.013325,64,0,64
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,9,1,"Success",0.000717,0.005122,0.002756,0.000154,0.001322,0.000659,6.4e-05,0.002873,0.014247,64,0,64
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,10,1,"Success",0.000585,0.00476,0.00284,0.000116,0.001254,0.000619,5.8e-05,0.002793,0.013628,64,0,64
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,11,1,"Success",0.000553,0.00469,0.002769,0.000111,0.001255,0.000631,5.6e-05,0.002772,0.013419,64,0,64
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,0,2,"Warmup",0.000622,0.005258,0.001974,0.000284,0.399778,0.246904,0.000307,0.003965,0.66012,128,0,128
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,1,2,"Warmup",0.000818,0.004618,0.002115,0.000358,0.052586,0.048188,0.00011,0.003957,0.113874,128,0,128
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,2,2,"Success",0.000554,0.003283,0.001745,0.000208,0.179989,0.047957,9e-05,0.003368,0.238244,128,0,128
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,3,2,"Success",0.000582,0.003286,0.001984,0.000212,0.169584,0.048112,0.000195,0.003824,0.228612,128,0,128
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,4,2,"Success",0.000595,0.003303,0.001757,0.00021,0.191154,0.048208,9.3e-05,0.004025,0.250299,128,0,128
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,5,2,"Success",0.000582,0.00329,0.001918,0.000208,0.168854,0.059232,0.00011,0.0037,0.238812,128,0,128
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,6,2,"Success",0.000578,0.00323,0.001753,0.000223,0.218809,0.04904,9.2e-05,0.003924,0.278589,128,0,128
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,7,2,"Success",0.000763,0.003848,0.001872,0.000225,0.168592,0.059,0.000105,0.004375,0.239777,128,0,128
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,8,2,"Success",0.000575,0.003245,0.00174,0.000223,0.169327,0.05882,0.000107,0.004233,0.239199,128,0,128
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,9,2,"Success",0.000585,0.003365,0.00178,0.000222,0.1655,0.059185,0.000166,0.004054,0.235647,128,0,128
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,10,2,"Success",0.00078,0.003883,0.001835,0.00011,0.170275,0.048015,9.6e-05,0.004185,0.230605,128,0,128
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,11,2,"Success",0.000607,0.003288,0.001752,0.000226,0.179501,0.04828,0.00012,0.004288,0.239035,128,0,128
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,0,3,"Warmup",0.000668,0.007179,0.002694,0.000351,1.749827,0.003009,0.000339,0.006118,1.770965,256,0,256
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,1,3,"Warmup",0.000844,0.007145,0.002545,0.000258,0.001762,0.000922,0.000144,0.002647,0.016887,256,0,256
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,2,3,"Success",0.000502,0.004115,0.002414,0.000138,0.001324,0.000715,0.000116,0.002585,0.012454,256,0,256
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,3,3,"Success",0.000482,0.004028,0.002458,0.000113,0.001292,0.000756,0.000118,0.002531,0.012313,256,0,256
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,4,3,"Success",0.000482,0.004082,0.002413,0.000117,0.00126,0.000747,0.000113,0.002546,0.012299,256,0,256
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,5,3,"Success",0.00048,0.004093,0.00242,0.000116,0.00124,0.000762,0.000114,0.002524,0.012302,256,0,256
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,6,3,"Success",0.000532,0.004221,0.002396,0.000134,0.00122,0.000764,0.000116,0.002484,0.012404,256,0,256
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,7,3,"Success",0.000499,0.004111,0.002464,0.000109,0.001178,0.000753,0.00011,0.002504,0.012261,256,0,256
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,8,3,"Success",0.000556,0.004066,0.002371,0.000118,0.001187,0.000763,0.00011,0.002446,0.012156,256,0,256
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,9,3,"Success",0.000527,0.004058,0.002382,0.000116,0.001184,0.000756,0.000118,0.002473,0.012146,256,0,256
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,10,3,"Success",0.000497,0.004102,0.002422,0.000105,0.001173,0.00076,0.000115,0.002491,0.012195,256,0,256
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,11,3,"Success",0.000494,0.004108,0.002378,0.000116,0.00119,0.000768,0.000113,0.002492,0.012196,256,0,256
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,8,0,0,4,"Warmup",0.000831,0.004513,0.001461,0.000291,0.094931,0.008635,0.000407,0.002716,0.114669,512,0,512
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,8,0,1,4,"Warmup",0.000586,0.003496,0.001687,0.000145,0.009835,0.00968,0.000267,0.001911,0.028473,512,0,512
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,8,0,2,4,"Success",0.000514,0.002906,0.001377,0.000189,0.009118,0.008627,0.000431,0.002091,0.026091,512,0,512
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,8,0,3,4,"Success",0.000516,0.003026,0.001325,0.000172,0.009087,0.008765,0.000267,0.001767,0.025642,512,0,512
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,8,0,4,4,"Success",0.000509,0.002932,0.00131,0.000169,0.009294,0.009767,0.00024,0.001773,0.026842,512,0,512
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,8,0,5,4,"Success",0.000504,0.00294,0.001299,0.000167,0.007779,0.008582,0.00036,0.001755,0.024318,512,0,512
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,8,0,6,4,"Success",0.000738,0.00313,0.001358,0.00012,0.010071,0.009364,0.000215,0.001684,0.027528,512,0,512
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,8,0,7,4,"Success",0.000616,0.002869,0.001308,0.000125,0.008675,0.008876,0.000426,0.001918,0.02551,512,0,512
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,8,0,8,4,"Success",0.000503,0.002854,0.001294,0.000106,0.007666,0.007475,0.000198,0.00211,0.023188,512,0,512
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,8,0,9,4,"Success",0.000509,0.002899,0.001307,0.000118,0.009191,0.00808,0.000219,0.002256,0.025512,512,0,512
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,8,0,10,4,"Success",0.000502,0.002833,0.001333,0.000105,0.009365,0.009671,0.000446,0.001784,0.02672,512,0,512
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,8,0,11,4,"Success",0.000505,0.002865,0.001289,0.000111,0.010369,0.008409,0.000207,0.002115,0.026843,512,0,512
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,16,0,0,5,"Warmup",0.000815,0.003887,0.001824,0.000376,0.113832,0.01084,0.000533,0.002976,0.135967,1024,0,1024
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,16,0,1,5,"Warmup",0.0007,0.003337,0.001651,0.000338,0.010245,0.008738,0.000193,0.002651,0.028672,1024,0,1024
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,16,0,2,5,"Success",0.000551,0.002935,0.001589,0.000305,0.008089,0.009071,0.000331,0.002552,0.025955,1024,0,1024
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,16,0,3,5,"Success",0.000505,0.00298,0.001503,0.000263,0.010483,0.009293,0.00044,0.002558,0.029058,1024,0,1024
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,16,0,4,5,"Success",0.000511,0.00272,0.001424,0.000242,0.009649,0.009754,0.000216,0.001894,0.0271,1024,0,1024
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,16,0,5,5,"Success",0.000499,0.00286,0.001573,0.00024,0.009893,0.008808,0.00053,0.0022,0.027186,1024,0,1024
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,16,0,6,5,"Success",0.000509,0.002865,0.001534,0.000236,0.010104,0.009473,0.000449,0.001868,0.027756,1024,0,1024
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,16,0,7,5,"Success",0.000517,0.002986,0.001516,0.000266,0.009342,0.008443,0.000334,0.002033,0.026071,1024,0,1024
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,16,0,8,5,"Success",0.000522,0.00288,0.001436,0.000238,0.009689,0.008129,0.000229,0.002093,0.02594,1024,0,1024
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,16,0,9,5,"Success",0.000513,0.002568,0.001412,0.00024,0.009842,0.008955,0.000294,0.002162,0.026882,1024,0,1024
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,16,0,10,5,"Success",0.000502,0.00278,0.001375,0.000234,0.010247,0.010273,0.000247,0.002287,0.028852,1024,0,1024
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,16,0,11,5,"Success",0.000507,0.002716,0.001387,0.000238,0.010516,0.00994,0.000267,0.002132,0.028284,1024,0,1024
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",16,16,0,0,6,"Warmup",0.000589,0.770732,0.009269,0.000523,3.745289,1.058463,0.000509,0.006209,5.592443,2048,0,2048
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",16,16,0,1,6,"Warmup",0.001034,0.011478,0.004467,0.000558,0.087818,0.0812,0.000245,0.004152,0.191616,2048,0,2048
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",16,16,0,2,6,"Success",0.000656,0.00738,0.004087,0.000373,0.083401,0.080038,0.000247,0.003841,0.18059,2048,0,2048
