; "Tesla K20Xm", "CC", 3.5, "Multiprocessors", 14, "Memory [MiB]", 5759, "MemoryFree [MiB]", 5673, "MemClock [MHz]", 2600, "GPUClock [MHz]", 732, "CUDA Runtime", 7050
; "Time_ContextCreate [ms]", 12.6765
; "Time_ContextDestroy [ms]", 127.915
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","Time_Device [ms]","Time_Allocation [ms]","Time_PlanInit [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]"
CuFFT,Inplace,Complex,double,2,1,1011,1013,0,0,19.9405,0.189682,3.42603,5.30499,4.93616,4.91808,4.71021,0.621955,24.2017,1.63863e+07,6.56425e+07
CuFFT,Inplace,Complex,double,2,1,1011,1013,0,1,19.9378,0.181333,3.32488,5.33261,4.93373,4.91005,4.70294,0.646689,24.1138,1.63863e+07,6.56425e+07
CuFFT,Inplace,Complex,double,2,1,1011,1013,0,2,19.9505,0.189301,3.542,5.32669,4.94726,4.91754,4.68426,0.630952,24.3331,1.63863e+07,6.56425e+07
CuFFT,Inplace,Complex,double,2,1,1011,1013,0,3,19.8913,0.18181,3.35254,5.30198,4.93622,4.91421,4.67597,0.646172,24.094,1.63863e+07,6.56425e+07
CuFFT,Inplace,Complex,double,2,1,1011,1013,0,4,19.9215,0.182462,3.4652,5.30499,4.94189,4.91456,4.69578,0.609281,24.1982,1.63863e+07,6.56425e+07
CuFFT,Inplace,Complex,double,2,1,1024,1024,0,0,11.8329,0.184739,1.08316,5.56464,0.717472,0.661408,4.82483,0.31846,13.8359,1.67772e+07,1.67772e+07
CuFFT,Inplace,Complex,double,2,1,1024,1024,0,1,11.845,0.17825,1.04974,5.57344,0.714848,0.655552,4.83178,0.326917,13.6749,1.67772e+07,1.67772e+07
CuFFT,Inplace,Complex,double,2,1,1024,1024,0,2,11.8064,0.178177,1.05714,5.54902,0.716224,0.656896,4.81334,0.323633,13.6369,1.67772e+07,1.67772e+07
CuFFT,Inplace,Complex,double,2,1,1024,1024,0,3,11.8397,0.178849,1.10378,5.49725,0.716864,0.661152,4.88448,0.305838,13.6608,1.67772e+07,1.67772e+07
CuFFT,Inplace,Complex,double,2,1,1024,1024,0,4,11.7288,0.181289,1.07537,5.49504,0.713056,0.666816,4.78624,0.331313,13.6584,1.67772e+07,1.67772e+07
